ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΔΡΙΑΝΟΣ ΙΩΑΝΝΗΣ του Σωτηρίου,ΔΩΡΟΒΙΝΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΜΠΟΥΝΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΤΑΝΤΑΡΟΥ-ΚΡΙΓΓΟΥ ΘΕΟΔΟΣΙΑ (ΣΟΝΙΑ) του Δημητρίου,ΣΥΡΙΖΑ,ΓΑΒΡΗΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΣΤΑΥΡΟΥΛΑ (ΣΠΗΛΙΑ) του Χαράλαμπου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Γεωργίου,ΣΚΟΥΡΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,ΣΤΕΡΓΙΟΥ ΓΕΩΡΓΙΟΣ του Χρήστου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΕΥΑΓΓΕΛΙΝΟΥ ΣΤΑΥΡΟΥΛΑ - ΕΛΕΝΗ του Αργυρίου,ΖΑΧΑΡΙΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΠΟΥΛΑΣ ΑΝΔΡΕΑΣ του Θεοδοσίου,ΧΕΙΒΙΔΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΣΟΣ) του Παναγιώτη,ΨΥΧΟΓΥΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,Κ.Κ.Ε.,ΓΚΟΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΚΟΥΒΙΣΗ ΣΤΑΥΡΟΥΛΑ (ΒΟΥΛΑ) του Ιωάννη,ΚΟΛΙΖΕΡΑΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΡΟΚΟΣ ΜΙΧΑΗΛ του Φωτίου,ΧΑΤΖΗΑΝΑΣΤΑΣΙΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΥΜΝΙΑΤΗΣ ΣΠΥΡΙΔΩΝ του Νικολάου,ΜΑΛΛΙΑΡΑ ΑΝΔΡΙΑΝΑ- ΧΡΙΣΤΙΝΑ του Φωτίου,ΠΛΕΥΡΙΤΗ ΓΕΩΡΓΙΑ του Ιωάννη,ΠΟΪΚΛΗΣ ΔΗΜΗΤΡΙΟΣ του Ευάγγελου,ΣΑΛΑΠΑΤΑΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΕΩΡΓΙΟΠΟΥΛΟΥ ΙΟΥΛΙΑ (ΗΛΙΑΝΑ) του Δημητρίου,ΔΑΓΡΕΣ ΞΕΝΟΦΩΝ (ΦΩΝΤΑΣ) του Δημητρίου,ΔΡΟΥΓΚΑΣ ΔΗΜΟΣΘΕΝΗΣ του Κωνσταντίνου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Διαμαντή,ΣΤΟΓΙΑΝΟΒΙΤΣ ΣΝΕΖΑΝΑ (ΝΕΝΑ) του Ζίβοραντ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΟΥΡΝΗ ΕΛΕΝΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΤΣΑΧΕΙΡΙΔΗΣ ΗΛΙΑΣ του Μιχαήλ,Ο.Κ.Δ.Ε.,ΝΤΙΝΟΠΟΥΛΟΥ ΣΤΑΜΑΤΙΑ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΕΡΔΕ ΕΛΕΝΗ του Παναγιώτη,ΜΠΟΥΓΙΟΥΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Συμεών,ΝΕΖΟΥ ΓΑΡΥΦΑΛΙΑ του Δημητρίου,ΤΟΥΜΠΑΝΟΣ ΠΕΤΡΟΣ του Θεοδώρου,Κίνημα 21,ΜΟΝΑΣΤΗΡΙΩΤΗΣ ΣΤΥΛΙΑΝΟΣ του Αλέξανδρου,ΧΡΥΣΟΣΤΑΛΗ ΚΑΛΛΙΟΠΗ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΚΙΟΞΑΡΗ ΒΑΡΒΑΡΑ του Ελευθερίου,ΚΑΠΛΑΝΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΣΚΙΚΟΣ ΘΕΟΔΟΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΝΙΚΗ,ΖΑΧΟΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΚΑΡΑΧΑΛΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΚΩΤΣΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παύλου,κοινωνία αξιών,ΠΕΤΣΙΩΤΗ ΕΥΔΟΚΙΑ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΚΑΝΑ ΠΑΝΑΓΙΩΤΑ του Ευστάθιου,Ο.Α.Κ.Κ.Ε.,ΒΑΣΙΛΕΙΑΔΗΣ ΠΕΤΡΟΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΣΑΛΑΠΑΤΑΣ ΛΕΩΝΙΔΑΣ του Ανδρέα,Ελλήνων Συνέλευσις,ΓΙΑΝΝΑΚΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Μιχαήλ,ΔΑΓΡΕΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΚΑΚΟΥ ΑΝΝΑ του Γεράσιμου,ΚΑΡΑΜΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αναστάσιου,ΤΖΑΝΟΣ ΑΛΚΙΒΙΑΔΗΣ του Βασιλείου,Ένωση Κεντρώων,ΚΑΡΑΚΩΣΤΗΣ ΜΕΡΚΟΥΡΙΟΣ του Στέργιου,ΚΟΥΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΣΤΑΘΗ ΓΡΗΓΟΡΙΑ του Χαράλαμπου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑΔΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΙΩΑΝΝΟΥ ΕΥΣΤΑΘΙΟΣ του Ιωάννη,ΚΑΛΟΓΕΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Παύλου,ΣΠΑΡΟΥ ΓΑΡΥΦΑΛΛΙΑ του Νικολάου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΟΡΔΑΛΗ ΜΑΡΙΑ του Κυριάκου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΤΑΪΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Χρήστου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΥΦΑΚΟΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΕΑΝ...,ΤΣΕΝΤΟΥΡΟΥ ΑΙΜΙΛΙΑ του Αθανασίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΙΑΚΗ ΜΑΡΙΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Περικλή
44 - Αργολίδος,129 E.T. Δήμου Ερμιονίδας,329,207,7,1,8,199,128,56,4,9,17,35,28,1,0,7,18,0,12,1,0,2,0,6,3,0,0,0,0,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,5,2,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,5,3
44 - Αργολίδος,130 E.T. Δήμου Ερμιονίδας,307,222,6,4,10,212,138,57,0,11,17,40,31,4,0,4,18,2,15,0,0,3,2,9,1,0,0,0,0,1,5,1,1,0,0,1,2,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,5,1,3,1,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1
44 - Αργολίδος,131 E.T. Δήμου Ερμιονίδας,508,299,3,3,6,293,114,42,7,16,11,18,59,25,3,8,16,1,41,3,3,20,2,9,13,1,1,6,0,2,9,2,3,1,0,1,8,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,6,1,5,6,2,0,1,10,2,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,4,0,0,1,0,0,7,5,0,0,0,0,0,0,11,7
44 - Αργολίδος,132 E.T. Δήμου Ερμιονίδας,535,308,1,2,3,305,135,55,3,11,14,27,50,15,1,8,20,1,31,1,0,17,3,8,17,5,1,6,0,3,13,1,2,0,0,6,6,2,1,0,0,0,2,1,0,0,0,0,4,1,0,0,1,3,0,2,4,0,4,0,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,11,4,3,3,0,0,3,2,2,2,1,0,0,0,13,11
44 - Αργολίδος,133 E.T. Δήμου Ερμιονίδας,537,318,20,1,21,297,127,44,5,17,15,28,45,6,2,11,15,3,27,2,2,10,1,6,20,4,1,3,0,3,16,3,1,2,0,7,9,6,1,1,0,0,1,0,2,1,0,0,1,0,0,0,0,7,1,5,2,0,1,0,8,2,2,2,3,2,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,2,1,4,3,2,1,0,0,1,1,13,9
44 - Αργολίδος,134 E.T. Δήμου Ερμιονίδας,527,299,2,2,4,295,122,54,2,13,23,21,48,8,3,7,19,2,28,2,1,14,3,6,16,3,0,5,0,3,22,4,0,0,0,13,6,0,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,2,2,0,3,3,0,0,13,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,4,0,0,4,0,0,6,6,1,1,2,1,3,1,11,8
44 - Αργολίδος,135 E.T. Δήμου Ερμιονίδας,447,259,9,3,12,247,111,54,4,5,23,16,44,9,3,5,17,1,22,3,0,7,4,7,7,0,0,4,1,2,7,0,2,1,0,4,3,2,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,6,3,1,6,2,1,2,13,1,7,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,2,1,1,0,0,2,1,4,1,11,6
44 - Αργολίδος,136 E.T. Δήμου Ερμιονίδας,458,275,12,2,14,261,103,41,7,13,11,18,47,16,4,6,15,1,38,2,1,16,3,13,13,1,2,5,0,3,16,4,3,0,0,3,2,1,0,0,0,1,1,0,2,2,0,0,1,0,0,0,1,2,1,1,3,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,0,0,3,2,5,3,1,1,0,0,14,8
44 - Αργολίδος,137 E.T. Δήμου Ερμιονίδας,450,272,8,1,9,263,110,41,5,11,14,20,51,7,0,7,22,1,29,2,1,11,6,4,14,2,1,8,1,0,8,4,0,0,2,1,5,1,1,0,2,0,7,4,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,3,0,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,3,0,0,3,3,2,2,1,0,1,1,14,10
44 - Αργολίδος,138 E.T. Δήμου Ερμιονίδας,446,258,4,3,7,251,95,50,1,6,11,16,51,11,1,4,30,4,35,0,0,11,4,13,8,2,1,4,1,0,8,2,0,0,0,3,5,0,1,1,0,0,4,1,1,0,1,0,1,0,0,0,1,6,1,5,2,0,1,1,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,11,7,1,0,0,0,4,2,11,6
44 - Αργολίδος,139 E.T. Δήμου Ερμιονίδας,445,276,7,0,7,269,92,38,8,7,10,21,48,10,1,9,20,3,49,4,0,17,8,16,14,3,2,4,0,3,15,5,5,1,0,1,7,1,1,0,0,0,2,2,1,1,0,0,1,0,1,0,0,3,1,2,2,1,0,0,5,2,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,1,3,0,0,3,0,0,6,6,3,3,1,1,2,1,9,5
44 - Αργολίδος,140 E.T. Δήμου Ερμιονίδας,484,301,5,1,6,295,112,61,13,5,19,8,52,24,1,8,5,0,84,0,0,59,6,15,8,2,1,0,2,2,8,1,0,1,1,1,3,0,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,6,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,8,5
44 - Αργολίδος,141 E.T. Δήμου Ερμιονίδας,504,328,11,2,13,315,129,47,22,9,12,28,50,17,2,9,14,1,87,2,0,57,1,23,14,2,3,1,0,3,5,0,1,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,3,0,0,2,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,5,0,1,4,1,1,0,0,3,3,0,0,0,0,6,4
44 - Αργολίδος,142 E.T. Δήμου Ερμιονίδας,166,106,4,1,5,101,42,17,0,5,6,8,15,1,0,8,6,0,16,0,0,14,0,2,0,0,0,0,0,0,10,3,0,2,0,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,0,0,2,1
44 - Αργολίδος,143 E.T. Δήμου Ερμιονίδας,69,46,2,0,2,44,14,5,0,1,2,0,11,3,1,0,2,0,2,0,0,0,1,1,2,0,0,0,0,2,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2
44 - Αργολίδος,144 E.T. Δήμου Ερμιονίδας,378,221,5,0,5,216,91,54,0,9,14,9,25,10,2,2,8,0,49,3,0,18,14,11,13,3,0,6,0,3,9,5,0,0,0,2,4,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,5,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,6,3,2,1,0,0,0,3,3
44 - Αργολίδος,145 E.T. Δήμου Ερμιονίδας,389,253,0,1,1,252,119,64,3,12,9,14,30,6,2,4,8,0,51,0,0,12,16,21,6,4,0,0,0,1,11,3,3,0,0,0,12,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,2,1,0,0,0,0,11,7
44 - Αργολίδος,146 E.T. Δήμου Ερμιονίδας,370,221,4,0,4,217,114,51,1,14,15,21,28,5,3,6,11,1,37,0,0,11,12,11,10,3,1,1,0,0,6,1,2,0,0,2,6,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,1,1,1,1,0,0,4,4
44 - Αργολίδος,147 E.T. Δήμου Ερμιονίδας,530,312,5,1,6,306,157,82,4,22,13,13,55,11,5,8,15,2,26,1,3,7,2,7,7,0,0,1,0,0,13,7,1,2,0,1,9,3,2,1,0,2,2,1,0,0,0,0,2,1,0,0,0,3,0,2,2,0,0,0,4,2,2,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,1,1,0,0,1,0,0,1,0,6,1,1,1,0,0,9,5
44 - Αργολίδος,148 E.T. Δήμου Ερμιονίδας,536,319,5,4,9,310,148,74,5,25,4,16,56,15,5,4,13,4,40,4,1,19,3,8,5,0,0,1,0,0,16,5,1,2,0,4,4,1,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,2,2,0,3,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,2,1,10,1,1,8,0,0,2,2,1,1,3,1,0,0,9,4
44 - Αργολίδος,149 E.T. Δήμου Ερμιονίδας,532,327,7,2,9,318,168,87,9,4,11,22,47,15,2,0,20,4,37,1,2,10,10,12,8,1,1,0,0,3,11,1,0,0,0,5,9,3,1,0,0,1,1,1,1,1,0,0,2,1,0,0,0,4,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,2,0,0,1,1,1,7,0,0,7,0,0,5,5,2,0,0,0,0,0,7,5
44 - Αργολίδος,150 E.T. Δήμου Ερμιονίδας,383,266,2,2,4,262,75,33,4,3,7,15,69,20,14,9,18,2,47,2,0,12,2,30,20,1,2,4,3,3,8,2,1,0,0,2,5,0,1,3,0,1,1,1,0,0,0,0,3,0,0,2,0,4,1,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,1,2,0,0,6,3,3,3,2,2,0,0,10,7
44 - Αργολίδος,151 E.T. Δήμου Ναυπλιέων,527,357,4,0,4,353,178,52,20,27,38,24,79,71,1,4,0,2,37,1,0,18,1,16,14,5,3,2,0,2,13,1,0,4,0,3,6,2,1,1,1,0,1,1,0,0,0,0,2,0,0,0,0,2,2,0,3,0,2,1,5,1,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,3
44 - Αργολίδος,152 E.T. Δήμου Ναυπλιέων,516,352,8,1,9,343,166,37,19,49,26,24,72,57,1,6,2,3,50,1,0,24,5,18,9,4,0,0,1,3,10,2,0,0,0,6,11,1,2,2,4,1,0,0,0,0,0,0,3,0,2,0,1,2,1,0,2,0,1,1,7,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,3
44 - Αργολίδος,153 E.T. Δήμου Ναυπλιέων,530,339,5,1,6,333,138,36,20,31,22,18,78,69,1,1,4,1,62,4,1,34,3,18,9,1,1,2,0,1,13,2,1,0,0,8,10,1,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,2,1,0,1,1,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,7,4
44 - Αργολίδος,154 E.T. Δήμου Ναυπλιέων,456,304,2,4,6,298,137,42,17,38,13,15,68,42,2,15,4,0,32,0,1,19,3,6,10,2,0,0,0,1,10,2,1,0,0,4,9,1,1,0,5,0,4,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,1,1,2,1,1,5,0,0,5,1,1,2,1,0,0,1,1,1,1,5,5
44 - Αργολίδος,155 E.T. Δήμου Ναυπλιέων,453,301,5,3,8,293,140,43,8,25,22,23,51,32,1,13,2,0,40,1,1,27,0,8,10,3,1,1,0,1,14,0,2,1,0,9,5,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,3,2,1,0,0,0,1,1,0,0,1,0,5,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,0,0,13,7
44 - Αργολίδος,156 E.T. Δήμου Ναυπλιέων,156,114,1,1,2,112,40,16,2,4,7,5,18,14,1,1,0,0,26,0,0,22,0,4,2,0,0,0,0,0,2,1,0,0,0,1,10,1,1,1,6,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4,1
44 - Αργολίδος,157 E.T. Δήμου Ναυπλιέων,383,258,3,2,5,253,114,21,4,28,40,14,49,39,0,4,1,2,51,0,0,36,2,12,3,1,0,0,0,0,9,1,1,1,0,1,6,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1
44 - Αργολίδος,158 E.T. Δήμου Ναυπλιέων,396,271,0,1,1,270,94,24,9,25,21,6,63,39,1,12,1,4,60,1,0,28,10,17,11,2,3,2,0,1,7,2,1,0,0,3,3,1,1,0,0,1,4,4,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,1,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,5,5,1,1,0,0,7,7
44 - Αργολίδος,159 E.T. Δήμου Ναυπλιέων,216,97,1,1,2,95,46,13,2,14,8,3,20,16,0,3,0,0,5,1,0,2,0,1,8,2,0,0,1,1,6,1,3,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1
44 - Αργολίδος,160 E.T. Δήμου Ναυπλιέων,377,276,2,1,3,273,159,52,17,25,33,23,49,22,1,19,3,1,23,0,0,8,2,13,6,1,1,0,1,2,8,1,0,0,0,1,5,1,3,0,1,0,1,1,0,0,0,0,1,0,1,0,0,3,1,2,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,3,0,0,1,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,1,1,0,0,5,2
44 - Αργολίδος,161 E.T. Δήμου Ναυπλιέων,375,231,4,1,5,226,133,54,12,15,27,16,30,9,5,12,1,0,23,1,0,14,0,7,4,0,0,2,0,0,5,1,0,0,0,3,11,0,1,0,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,1,0,0,5,4
44 - Αργολίδος,162 E.T. Δήμου Ναυπλιέων,382,249,4,2,6,243,140,45,11,22,34,20,34,22,2,6,3,1,28,2,0,22,1,2,10,2,0,1,0,0,5,0,1,0,0,1,4,2,1,0,1,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,4,1,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,5,1
44 - Αργολίδος,163 E.T. Δήμου Ναυπλιέων,456,262,6,0,6,256,99,22,3,35,24,6,42,15,3,14,4,5,44,0,0,36,1,6,9,1,7,1,0,0,9,2,0,0,1,3,22,0,1,10,8,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,14,12,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,2
44 - Αργολίδος,164 E.T. Δήμου Ναυπλιέων,442,268,10,0,10,258,98,30,10,21,22,12,60,24,3,19,2,6,40,0,0,34,2,2,10,2,1,3,1,1,5,2,2,0,0,1,18,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,1,1,0,2,2,0,0,0,0,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,2,2,2,1,1,0,0,2,2
44 - Αργολίδος,165 E.T. Δήμου Ναυπλιέων,444,272,4,1,5,267,88,38,5,14,13,11,45,19,0,17,1,3,63,0,0,48,4,8,8,1,2,1,0,1,17,3,1,0,0,10,10,1,0,8,1,0,1,1,0,0,0,0,1,1,0,0,0,3,1,1,1,1,0,0,13,4,3,2,1,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,0,0,0,3,3,3,0,0,0,3,3
44 - Αργολίδος,166 E.T. Δήμου Ναυπλιέων,355,246,7,0,7,239,71,20,6,18,17,6,67,3,5,8,6,40,39,2,0,18,10,6,8,2,2,0,1,0,11,2,1,1,0,4,9,1,0,4,1,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,6,2,3,1,0,0,0,0,0,0,0,0,9,4,0,0,5,0,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,8,2
44 - Αργολίδος,167 E.T. Δήμου Ναυπλιέων,347,244,5,2,7,237,83,28,10,11,12,11,70,16,0,12,5,33,33,0,0,15,2,13,26,4,3,3,12,0,5,1,0,0,0,2,7,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0
44 - Αργολίδος,168 E.T. Δήμου Ναυπλιέων,379,230,3,2,5,225,131,67,28,11,8,7,36,7,2,17,2,2,24,1,0,15,1,7,4,3,0,0,0,0,15,1,4,0,0,6,4,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0
44 - Αργολίδος,169 E.T. Δήμου Ναυπλιέων,359,208,6,3,9,199,110,52,16,8,18,10,15,3,1,1,4,3,17,0,0,11,3,2,5,1,1,0,0,1,12,4,2,0,0,5,5,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,6,3,2,0,0,0,0,18,2,7,7,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
44 - Αργολίδος,170 E.T. Δήμου Ναυπλιέων,370,227,5,2,7,220,127,75,15,8,12,9,13,2,1,3,3,2,37,0,0,14,7,10,2,1,0,0,0,0,18,6,2,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,13,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0
44 - Αργολίδος,171 E.T. Δήμου Ναυπλιέων,521,356,6,1,7,349,135,36,9,25,31,24,64,13,3,32,2,7,70,0,0,38,16,13,21,12,4,0,2,0,16,1,1,1,1,10,8,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,4,2,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,2,0,1,0,1,1,4,1,1,1,0,0,0,0,0,0,3,2,2,0,11,5
44 - Αργολίδος,172 E.T. Δήμου Ναυπλιέων,142,114,2,0,2,112,46,9,0,10,15,8,35,3,2,8,2,15,19,0,0,13,4,2,7,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
44 - Αργολίδος,173 E.T. Δήμου Ναυπλιέων,312,229,4,1,5,224,62,11,2,34,4,11,33,10,0,6,0,15,68,1,0,56,5,6,20,5,2,3,7,3,4,4,0,0,0,0,21,0,0,21,0,0,3,3,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
44 - Αργολίδος,174 E.T. Δήμου Ναυπλιέων,331,245,3,0,3,242,74,19,1,34,7,6,42,14,1,12,3,7,44,3,1,27,0,11,26,7,1,11,0,0,11,2,1,1,0,4,19,0,1,15,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,2,0,0,1,1,0,0,0,0,8,2,0,0,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3
44 - Αργολίδος,175 E.T. Δήμου Ναυπλιέων,479,330,1,0,1,329,53,10,2,15,20,1,83,27,2,34,1,5,96,0,0,88,6,2,62,9,6,4,31,2,4,0,0,1,0,2,14,1,0,7,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,1
44 - Αργολίδος,176 E.T. Δήμου Ναυπλιέων,170,133,2,2,4,129,40,7,0,9,8,13,8,1,1,1,0,0,31,0,0,26,0,5,41,7,2,10,14,1,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
