ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΑΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΒΕΛΤΣΗ ΠΑΥΛΙΝΑ του Παύλου,ΗΛΙΑΔΟΥ-ΤΑΧΟΥ ΣΟΦΙΑ του Σταύρου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΚΩΤΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ευσταθίου,ΜΠΙΡΟΣ ΣΤΕΦΑΝΟΣ του Παντελή,ΠΕΡΚΑ ΘΕΟΠΙΣΤΗ (ΠΕΤΗ) του Χαράλαμπου,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ ΠΑΣΧΑΛΙΤΣΑ του Ευάγγελου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΙΑΔΗΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΤΕΛΗΣ) του Βασιλείου,ΚΑΡΑΔΑΚΟΥ ΟΛΓΑ του Αναστασίου,ΚΡΗΤΙΚΟΥ - ΦΡΑΝΤΖΗ ΔΙΑΜΑΝΤΟΥΛΑ (ΔΙΑΜΑΝΤΩ) του Ανδρέα,ΛΑΒΑΣΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,Κ.Κ.Ε.,ΑΛΕΞΙΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΒΟΓΙΑΤΖΗ ΜΑΡΙΑ του Εμμανουήλ,ΒΥΣΙΝΗΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΤΟΡΛΑΧΙΔΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΓΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΔΡΟΓΟΥΔΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΠΑΠΟΥΛΙΔΟΥ ΑΝΝΑ του Γεωργίου,ΧΕΙΜΩΝΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Θεοδώρου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΙΑΣΗΜΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΜΙΤΡΟΒΙΤΣ ΜΑΡΙΑ του Ντράγκαν,ΤΡΑΣΙΑΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΙΩΑΝΝΙΔΗΣ ΠΑΝΤΕΛΗΣ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΒΑ ΔΗΜΗΤΡΑ του Στυλιανού,Ο.Κ.Δ.Ε.,ΣΑΒΒΑΚΗΣ ΣΤΑΥΡΟΣ του Κίμωνα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ ΚΥΡΙΑΚΗ του Γεωργίου,ΤΖΩΤΖΗΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,Κίνημα 21,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΜΑΝΑΤΙΔΟΥ ΑΝΑΣΤΑΣΙΑ του Νικολάου,ΚΕΣΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΝΙΚΗ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΑΝΤΣΗ ΑΛΕΞΙΑ του Πανταζή,κοινωνία αξιών,ΛΑΠΠΑΣ ΙΩΑΝΝΗΣ του Νικολάου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΤΣΕΒΡΕΝΤΣΙΔΟΥ ΒΑΣΙΛΙΚΗ του Παναγιώτη,Ο.Α.Κ.Κ.Ε.,ΖΑΦΕΙΡΟΠΟΥΛΟΣ ΗΛΙΑΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΔΕΡΝΟΒΙΟΥ ΕΙΡΗΝΗ του Στυλιανού,Ελλήνων Συνέλευσις,ΜΑΥΡΟΒΑΛΗ ΒΑΪΤΣΑ του Θεοδώρου,ΠΕΤΡΙΔΗΣ ΠΑΥΛΟΣ του Ευστάθίου,Ένωση Κεντρώων,ΑΑΡΩΝ ΓΡΗΓΟΡΙΑ του Δημητρίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΚΛΙΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΤΟΝΤΟΥ ΡΟΔΑΝΘΗ του Αλεξάνδρου,ΤΣΑΡΟΥΧΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΝΑΓΙΩΤΙΔΗΣ ΓΕΩΡΓΙΟΣ ΝΕΚΤΑΡΙΟΣ του Λαζάρου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΠΠΑ ΜΑΡΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΟΥΝΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΜΠΟΜΠΑ ΒΑΪΑ του Αθανασίου,ΕΑΝ...,ΧΕΙΡΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Αλεξάνδρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗΣ ΠΑΥΛΟΣ του Δημητρίου,Ανεξάρτητοι Υποψήφιοι,ΠΡΟΪΤΣΗΣ ΣΤΕΦΑΝΟΣ του Δημητρίου
14 - Φλώρινας,96 E.T. Δήμου Φλώρινας,453,162,0,2,2,160,83,42,3,0,35,16,1,2,11,0,21,1,1,0,13,12,0,0,1,5,6,2,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,9,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0
14 - Φλώρινας,97 E.T. Δήμου Φλώρινας,325,166,3,1,4,162,83,46,4,3,25,27,16,3,5,1,14,1,1,0,12,12,0,3,1,6,9,3,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0
14 - Φλώρινας,98 E.T. Δήμου Φλώρινας,292,137,1,1,2,135,57,30,2,3,19,33,10,1,15,3,20,1,1,0,18,5,0,2,1,0,11,8,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0
14 - Φλώρινας,99 E.T. Δήμου Φλώρινας,532,171,1,0,1,170,62,14,1,5,38,56,13,14,25,1,21,4,5,0,11,8,1,2,0,1,8,5,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,8,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,100 E.T. Δήμου Φλώρινας,484,120,1,3,4,116,50,6,2,2,36,22,4,5,12,0,13,0,0,0,8,5,1,1,0,0,9,4,2,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
14 - Φλώρινας,101 E.T. Δήμου Φλώρινας,559,34,0,0,0,34,11,9,1,0,1,7,5,0,1,0,7,0,0,0,5,1,0,1,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
14 - Φλώρινας,102 E.T. Δήμου Φλώρινας,561,126,1,2,3,123,86,61,2,2,18,14,5,2,5,0,12,4,0,0,6,1,0,0,0,1,2,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,103 E.T. Δήμου Φλώρινας,575,122,1,1,2,120,81,61,0,3,16,20,6,4,7,1,9,0,1,0,6,3,1,2,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0
14 - Φλώρινας,104 E.T. Δήμου Φλώρινας,441,197,6,1,7,190,67,26,2,1,35,58,13,6,29,5,19,4,3,1,7,9,6,0,1,0,9,3,1,1,1,5,2,2,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,3,0,4,2,0,0
14 - Φλώρινας,105 E.T. Δήμου Φλώρινας,432,217,2,1,3,214,88,54,7,1,21,60,23,6,23,0,12,0,1,0,11,2,1,0,0,0,21,12,1,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,13,2,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0,7,2,0,0
14 - Φλώρινας,106 E.T. Δήμου Φλώρινας,490,102,4,2,6,96,40,20,5,0,12,23,3,5,14,0,4,0,2,0,1,5,1,0,0,2,6,4,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,2,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,2,3,2
14 - Φλώρινας,107 E.T. Δήμου Φλώρινας,437,80,0,0,0,80,17,8,1,0,7,27,7,16,4,0,15,0,7,3,5,6,0,1,1,0,4,3,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
14 - Φλώρινας,108 E.T. Δήμου Φλώρινας,568,84,5,2,7,77,26,7,4,0,12,24,2,7,10,0,4,0,0,0,4,3,0,1,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,0
14 - Φλώρινας,109 E.T. Δήμου Φλώρινας,542,77,4,1,5,72,23,11,5,0,6,26,6,6,12,0,10,0,3,2,5,1,0,0,0,1,4,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,110 E.T. Δήμου Φλώρινας,445,108,2,0,2,106,34,13,1,4,15,37,7,12,16,0,17,0,3,7,6,3,0,0,1,1,4,4,0,0,0,6,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,111 E.T. Δήμου Φλώρινας,367,139,3,0,3,136,57,24,4,0,26,47,8,5,29,1,8,3,0,0,4,5,0,0,4,1,2,1,0,0,0,3,2,0,0,1,1,0,0,1,0,1,0,1,0,0,3,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
14 - Φλώρινας,112 E.T. Δήμου Φλώρινας,375,182,4,1,5,177,86,37,4,2,40,32,9,8,14,0,26,5,4,0,15,8,0,1,7,0,15,4,5,4,0,4,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14 - Φλώρινας,113 E.T. Δήμου Φλώρινας,376,179,4,3,7,172,72,19,0,1,50,31,7,9,9,1,20,5,2,0,13,1,0,0,1,0,13,10,1,1,0,3,2,0,0,2,2,0,0,0,0,12,0,11,0,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,3,1,1,0
14 - Φλώρινας,114 E.T. Δήμου Φλώρινας,348,156,6,0,6,150,40,17,5,1,16,57,15,9,20,8,13,3,4,0,5,12,2,1,1,5,5,4,0,0,0,2,0,1,0,2,2,0,0,0,0,3,0,3,0,0,1,0,1,12,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,115 E.T. Δήμου Φλώρινας,366,153,5,0,5,148,49,16,8,0,25,50,9,16,18,2,17,0,2,1,9,13,4,1,2,2,3,3,0,0,0,3,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,116 E.T. Δήμου Φλώρινας,466,260,4,1,5,255,47,17,0,0,29,123,13,20,81,3,18,3,4,1,9,7,2,2,0,2,9,5,1,1,0,6,3,1,0,16,13,0,0,0,0,1,0,1,1,1,0,0,0,7,1,4,0,0,0,0,7,2,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,8,7,1,1
14 - Φλώρινας,117 E.T. Δήμου Φλώρινας,463,266,7,0,7,259,90,24,2,1,59,74,13,15,39,3,12,0,1,0,10,10,1,0,8,1,13,10,0,0,0,6,3,2,1,27,27,1,0,0,0,3,0,2,0,0,2,0,1,13,0,9,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0
14 - Φλώρινας,118 E.T. Δήμου Φλώρινας,464,236,2,0,2,234,72,16,2,1,49,93,12,15,49,0,19,0,2,1,15,3,0,0,0,2,3,3,0,0,0,5,3,0,2,20,18,0,0,0,0,0,0,0,1,1,1,1,0,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0
14 - Φλώρινας,119 E.T. Δήμου Φλώρινας,473,215,3,1,4,211,76,20,0,3,50,65,14,11,36,4,28,2,5,2,17,4,2,0,0,2,4,4,0,0,0,2,0,2,0,5,5,0,0,0,0,4,1,1,0,0,1,1,0,13,2,10,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0
14 - Φλώρινας,120 E.T. Δήμου Φλώρινας,464,226,4,0,4,222,55,13,0,2,40,105,18,28,48,4,13,1,0,0,11,13,3,3,6,1,7,5,0,0,1,2,1,0,0,11,8,1,1,0,0,2,0,2,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4,3,1,1
14 - Φλώρινας,121 E.T. Δήμου Φλώρινας,501,258,3,1,4,254,99,36,9,2,49,72,14,44,13,1,28,3,2,2,19,3,0,0,0,2,21,16,1,3,0,9,3,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,15,2,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0
14 - Φλώρινας,122 E.T. Δήμου Φλώρινας,502,227,6,1,7,220,92,29,3,0,56,59,1,41,16,0,29,1,3,4,19,1,0,0,0,0,9,5,1,1,1,2,1,0,0,1,0,0,0,0,0,2,0,2,0,0,3,0,2,11,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,1,0,0,1,0,1,2,1,2,1,0,0
14 - Φλώρινας,123 E.T. Δήμου Φλώρινας,343,117,2,2,4,113,44,10,8,1,23,28,9,6,11,0,8,4,0,0,3,5,0,1,0,2,7,2,0,3,0,3,1,0,0,0,0,1,1,0,0,2,0,1,1,1,8,0,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,124 E.T. Δήμου Φλώρινας,375,111,6,2,8,103,48,14,1,1,29,27,2,11,12,0,12,2,0,0,8,1,0,1,0,0,3,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,2,1,2,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,125 E.T. Δήμου Φλώρινας,485,187,4,3,7,180,78,19,6,2,48,28,4,7,15,0,36,2,6,3,22,4,0,1,2,0,7,5,1,0,0,2,1,1,0,3,3,0,0,0,0,2,1,0,0,0,1,0,1,11,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,3,1,1,1
14 - Φλώρινας,126 E.T. Δήμου Φλώρινας,493,145,2,0,2,143,59,18,5,0,34,39,11,14,12,0,14,1,1,1,10,4,0,0,4,0,7,4,1,1,1,3,3,0,0,0,0,1,0,0,0,4,0,4,0,0,1,0,1,7,1,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,127 E.T. Δήμου Φλώρινας,467,176,6,0,6,170,65,14,5,0,41,35,14,8,6,5,24,1,3,1,19,0,0,0,0,0,7,7,0,0,0,7,2,3,1,1,1,0,0,0,0,1,1,0,2,1,0,0,0,18,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,1,0,2,0,1,1,2,2
14 - Φλώρινας,128 E.T. Δήμου Φλώρινας,550,258,4,0,4,254,81,32,9,4,35,64,20,14,23,0,30,6,4,1,18,3,0,1,2,0,7,5,1,0,0,3,1,0,0,5,5,0,0,0,0,0,0,0,1,0,1,0,1,44,0,44,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,2,2,0,1,1,3,2,4,4
14 - Φλώρινας,129 E.T. Δήμου Φλώρινας,541,304,1,1,2,302,135,53,21,0,56,65,6,18,31,2,31,1,6,4,19,12,1,1,4,3,5,2,1,0,1,4,0,3,0,3,3,0,0,0,0,4,0,0,0,0,1,0,1,36,2,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,0,0
14 - Φλώρινας,130 E.T. Δήμου Φλώρινας,322,114,2,1,3,111,44,12,3,2,25,34,2,7,25,0,7,1,0,1,5,3,2,0,1,0,8,7,0,0,0,7,4,1,0,4,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14 - Φλώρινας,131 E.T. Δήμου Φλώρινας,611,281,5,1,6,275,126,23,3,1,95,61,15,14,25,0,34,13,1,0,20,8,4,1,1,0,11,9,0,0,0,6,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,0,1,1,1,5,5,2,2
14 - Φλώρινας,132 E.T. Δήμου Φλώρινας,531,208,7,1,8,200,56,26,8,0,18,74,9,22,39,0,37,4,6,1,22,4,1,1,0,2,7,4,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,1,1,2,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
14 - Φλώρινας,133 E.T. Δήμου Φλώρινας,490,166,4,2,6,160,64,24,5,1,30,34,9,8,15,0,40,6,5,2,25,5,0,0,1,0,2,2,0,0,0,4,1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,134 E.T. Δήμου Φλώρινας,414,188,2,1,3,185,82,47,2,10,22,32,20,4,8,0,46,0,4,3,39,0,0,0,0,0,8,6,1,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
14 - Φλώρινας,135 E.T. Δήμου Φλώρινας,112,31,1,0,1,30,11,6,0,0,5,7,7,0,0,0,8,0,0,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,136 E.T. Δήμου Φλώρινας,460,177,3,0,3,174,46,20,5,1,18,59,9,20,27,0,31,0,11,0,16,6,1,0,1,1,12,8,0,0,0,8,2,4,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
14 - Φλώρινας,137 E.T. Δήμου Φλώρινας,439,228,6,2,8,220,68,35,7,0,22,62,10,25,23,0,35,4,10,2,17,5,0,1,0,0,15,10,2,1,1,6,4,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,1,14,0,12,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,1,2,2
14 - Φλώρινας,138 E.T. Δήμου Φλώρινας,446,202,6,1,7,195,85,43,9,1,30,45,12,3,28,0,25,0,5,0,19,2,0,0,0,2,10,7,2,0,0,5,1,1,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0,11,2,9,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
14 - Φλώρινας,139 E.T. Δήμου Φλώρινας,449,219,0,1,1,218,64,36,6,1,15,61,8,14,34,2,42,3,11,0,28,5,1,1,2,0,8,5,0,0,0,7,3,1,2,0,0,0,0,0,0,1,1,0,2,1,0,0,0,12,1,8,1,1,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4,3,4,3
14 - Φλώρινας,140 E.T. Δήμου Φλώρινας,424,189,3,1,4,185,86,21,16,0,38,46,9,7,25,3,15,4,3,0,7,1,0,0,0,1,7,4,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,0,9,1,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,4,3
14 - Φλώρινας,141 E.T. Δήμου Φλώρινας,536,218,5,2,7,211,56,27,4,1,19,72,36,15,16,3,33,1,0,0,28,17,0,2,5,3,3,3,0,0,0,5,2,0,0,5,5,0,0,1,1,1,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,2,1,3,1,1,1,1,3,3,0,0
14 - Φλώρινας,142 E.T. Δήμου Φλώρινας,585,147,6,0,6,141,53,35,0,0,17,34,11,8,13,1,39,4,1,1,31,1,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
14 - Φλώρινας,143 E.T. Δήμου Φλώρινας,441,138,2,0,2,136,37,11,6,0,19,40,6,6,25,1,11,0,0,0,10,20,3,1,3,4,1,1,0,0,0,8,2,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,1,0,6,6,1,0
14 - Φλώρινας,144 E.T. Δήμου Φλώρινας,441,136,3,0,3,133,47,13,9,3,19,32,9,4,17,0,13,1,1,1,9,23,6,1,2,6,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0,5,1,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,145 E.T. Δήμου Φλώρινας,460,258,4,0,4,254,73,43,4,5,16,36,17,6,13,0,102,0,1,0,101,14,1,6,1,5,11,7,2,2,0,4,2,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,2,0,0
14 - Φλώρινας,146 E.T. Δήμου Φλώρινας,341,95,3,0,3,92,43,24,2,2,12,16,3,5,7,0,17,4,0,2,11,1,0,1,0,0,5,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,4,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
14 - Φλώρινας,147 E.T. Δήμου Φλώρινας,526,115,0,0,0,115,46,26,3,1,15,36,3,18,10,2,8,1,1,2,4,10,1,0,7,1,2,1,1,0,0,2,1,0,0,1,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
14 - Φλώρινας,148 E.T. Δήμου Φλώρινας,521,125,2,0,2,123,39,16,3,2,14,44,7,9,27,0,11,1,1,0,8,9,4,0,2,2,4,1,0,2,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,6,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
