ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΑΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΒΕΛΤΣΗ ΠΑΥΛΙΝΑ του Παύλου,ΗΛΙΑΔΟΥ-ΤΑΧΟΥ ΣΟΦΙΑ του Σταύρου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΚΩΤΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ευσταθίου,ΜΠΙΡΟΣ ΣΤΕΦΑΝΟΣ του Παντελή,ΠΕΡΚΑ ΘΕΟΠΙΣΤΗ (ΠΕΤΗ) του Χαράλαμπου,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ ΠΑΣΧΑΛΙΤΣΑ του Ευάγγελου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΙΑΔΗΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΤΕΛΗΣ) του Βασιλείου,ΚΑΡΑΔΑΚΟΥ ΟΛΓΑ του Αναστασίου,ΚΡΗΤΙΚΟΥ - ΦΡΑΝΤΖΗ ΔΙΑΜΑΝΤΟΥΛΑ (ΔΙΑΜΑΝΤΩ) του Ανδρέα,ΛΑΒΑΣΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,Κ.Κ.Ε.,ΑΛΕΞΙΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΒΟΓΙΑΤΖΗ ΜΑΡΙΑ του Εμμανουήλ,ΒΥΣΙΝΗΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΤΟΡΛΑΧΙΔΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΓΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΔΡΟΓΟΥΔΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΠΑΠΟΥΛΙΔΟΥ ΑΝΝΑ του Γεωργίου,ΧΕΙΜΩΝΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Θεοδώρου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΙΑΣΗΜΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΜΙΤΡΟΒΙΤΣ ΜΑΡΙΑ του Ντράγκαν,ΤΡΑΣΙΑΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΙΩΑΝΝΙΔΗΣ ΠΑΝΤΕΛΗΣ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΒΑ ΔΗΜΗΤΡΑ του Στυλιανού,Ο.Κ.Δ.Ε.,ΣΑΒΒΑΚΗΣ ΣΤΑΥΡΟΣ του Κίμωνα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ ΚΥΡΙΑΚΗ του Γεωργίου,ΤΖΩΤΖΗΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,Κίνημα 21,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΜΑΝΑΤΙΔΟΥ ΑΝΑΣΤΑΣΙΑ του Νικολάου,ΚΕΣΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΝΙΚΗ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΑΝΤΣΗ ΑΛΕΞΙΑ του Πανταζή,κοινωνία αξιών,ΛΑΠΠΑΣ ΙΩΑΝΝΗΣ του Νικολάου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΤΣΕΒΡΕΝΤΣΙΔΟΥ ΒΑΣΙΛΙΚΗ του Παναγιώτη,Ο.Α.Κ.Κ.Ε.,ΖΑΦΕΙΡΟΠΟΥΛΟΣ ΗΛΙΑΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΔΕΡΝΟΒΙΟΥ ΕΙΡΗΝΗ του Στυλιανού,Ελλήνων Συνέλευσις,ΜΑΥΡΟΒΑΛΗ ΒΑΪΤΣΑ του Θεοδώρου,ΠΕΤΡΙΔΗΣ ΠΑΥΛΟΣ του Ευστάθίου,Ένωση Κεντρώων,ΑΑΡΩΝ ΓΡΗΓΟΡΙΑ του Δημητρίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΚΛΙΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΤΟΝΤΟΥ ΡΟΔΑΝΘΗ του Αλεξάνδρου,ΤΣΑΡΟΥΧΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΝΑΓΙΩΤΙΔΗΣ ΓΕΩΡΓΙΟΣ ΝΕΚΤΑΡΙΟΣ του Λαζάρου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΠΠΑ ΜΑΡΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΟΥΝΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΜΠΟΜΠΑ ΒΑΪΑ του Αθανασίου,ΕΑΝ...,ΧΕΙΡΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Αλεξάνδρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗΣ ΠΑΥΛΟΣ του Δημητρίου,Ανεξάρτητοι Υποψήφιοι,ΠΡΟΪΤΣΗΣ ΣΤΕΦΑΝΟΣ του Δημητρίου
14 - Φλώρινας,149 E.T. Δήμου Φλώρινας,499,100,0,1,1,99,32,10,2,1,19,37,6,11,16,2,12,2,2,2,6,11,1,0,6,1,2,2,0,0,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,150 E.T. Δήμου Φλώρινας,295,55,4,0,4,51,15,0,0,1,14,21,2,11,5,0,6,0,0,0,6,0,0,0,0,0,7,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,151 E.T. Δήμου Φλώρινας,436,145,9,1,10,135,54,33,3,1,15,28,10,2,14,0,27,2,1,0,21,1,1,0,0,0,2,0,0,1,0,2,1,0,0,5,2,0,0,0,0,1,1,0,0,0,2,0,2,7,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0
14 - Φλώρινας,152 E.T. Δήμου Φλώρινας,420,130,2,1,3,127,64,30,4,6,22,28,13,5,7,2,21,6,0,0,9,1,0,1,0,0,2,2,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
14 - Φλώρινας,153 E.T. Δήμου Φλώρινας,486,131,6,0,6,125,30,14,0,0,12,49,6,11,29,0,16,3,0,1,12,9,4,0,0,1,8,3,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0
14 - Φλώρινας,154 E.T. Δήμου Φλώρινας,466,124,7,0,7,117,50,17,2,5,24,37,7,14,15,1,19,3,0,0,11,4,1,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1
14 - Φλώρινας,155 E.T. Δήμου Φλώρινας,405,166,1,0,1,165,59,13,0,1,45,39,5,1,32,0,32,2,4,4,20,12,0,0,2,9,8,7,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,1,1,3,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
14 - Φλώρινας,156 E.T. Δήμου Φλώρινας,396,122,3,1,4,118,39,10,1,0,27,37,2,0,33,0,16,3,2,2,9,2,0,0,0,1,4,3,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,3,1,1,1,0,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
14 - Φλώρινας,157 E.T. Δήμου Φλώρινας,394,148,1,1,2,146,53,10,0,1,40,41,3,2,33,0,15,0,0,3,10,9,0,0,0,9,13,13,0,0,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,3,2,1,1
14 - Φλώρινας,158 E.T. Δήμου Φλώρινας,532,285,4,2,6,279,106,35,11,8,45,61,20,7,25,3,41,0,1,0,39,5,0,2,1,2,12,10,0,0,0,8,5,1,1,2,1,0,0,0,0,1,0,1,1,1,4,2,2,19,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,5,4,2,0,1,2,1,6,3,0,0
14 - Φλώρινας,159 E.T. Δήμου Φλώρινας,513,263,9,1,10,253,86,28,12,9,33,56,7,8,32,1,43,9,7,0,25,5,0,0,2,0,17,12,0,3,0,7,4,2,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,12,1,8,0,0,1,1,1,0,0,0,3,2,0,4,3,0,0,1,0,0,0,0,3,2,0,0,0,1,0,5,4,1,1
14 - Φλώρινας,160 E.T. Δήμου Φλώρινας,523,273,3,1,4,269,96,28,10,1,49,76,19,9,40,1,39,6,2,3,25,19,1,0,12,3,15,12,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,9,0,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0
14 - Φλώρινας,161 E.T. Δήμου Φλώρινας,519,270,7,0,7,263,115,47,8,8,44,53,9,10,32,0,27,3,2,0,21,13,1,1,2,6,10,6,0,0,0,7,6,1,0,1,1,0,0,0,0,0,0,0,6,0,5,0,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,3,1,2,0,0,0,0,6,5,1,1
14 - Φλώρινας,162 E.T. Δήμου Φλώρινας,498,239,3,0,3,236,74,32,3,6,29,81,28,3,44,0,31,2,1,1,26,3,0,0,2,1,12,7,1,0,0,4,4,0,0,1,0,2,2,1,0,0,0,0,1,1,1,0,0,14,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,6,2,0,0
14 - Φλώρινας,163 E.T. Δήμου Φλώρινας,520,258,5,0,5,253,95,33,4,9,45,60,10,11,35,1,36,6,1,0,28,9,3,1,1,1,15,14,0,0,0,3,3,0,0,0,0,0,0,1,1,1,0,0,2,1,5,2,3,11,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,3,2,5,3,0,0
14 - Φλώρινας,164 E.T. Δήμου Φλώρινας,513,259,0,2,2,257,92,30,9,5,39,56,14,5,34,1,27,4,2,2,17,14,1,1,3,4,12,10,1,0,0,9,7,0,0,1,1,0,0,0,0,5,1,1,3,2,6,1,5,11,1,8,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,10,5,2,1
14 - Φλώρινας,165 E.T. Δήμου Φλώρινας,520,220,3,2,5,215,93,23,12,1,47,32,11,4,15,0,25,3,2,0,20,9,3,1,1,2,14,9,1,0,0,8,8,0,0,2,2,2,0,0,0,1,0,0,2,2,4,1,2,5,0,5,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,9,5,2,1
14 - Φλώρινας,166 E.T. Δήμου Φλώρινας,529,278,6,0,6,272,111,37,6,17,44,61,20,10,28,1,37,1,3,0,31,15,4,0,2,5,14,10,0,0,1,9,6,1,0,0,0,0,0,0,0,3,0,2,2,1,3,0,3,8,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,2,0,0,0,0,0,0,2,2,0,0
14 - Φλώρινας,167 E.T. Δήμου Φλώρινας,514,204,4,0,4,200,79,31,1,11,33,40,9,11,15,1,29,1,1,0,22,8,1,0,0,4,5,4,0,0,1,7,4,1,0,2,2,0,0,1,1,3,0,2,0,0,4,1,0,8,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8,7,3,1
14 - Φλώρινας,168 E.T. Δήμου Φλώρινας,520,280,2,1,3,277,111,40,6,16,34,68,23,6,34,1,28,2,0,0,23,14,2,1,4,4,13,10,1,0,0,7,5,0,0,1,1,0,0,0,0,1,0,1,1,0,3,0,0,17,2,15,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,2,2,1,0,0,1,1,3,1,2,2
14 - Φλώρινας,169 E.T. Δήμου Φλώρινας,526,261,6,1,7,254,93,30,1,6,52,80,21,15,38,1,28,3,1,0,21,13,2,1,3,2,7,7,0,0,0,2,2,0,0,2,2,0,0,1,1,0,0,0,0,0,5,0,5,16,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,4,0,0
14 - Φλώρινας,170 E.T. Δήμου Φλώρινας,517,214,2,1,3,211,92,43,8,7,30,40,10,1,22,3,30,1,1,2,25,16,1,1,2,3,6,5,0,0,1,5,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,10,2,6,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,2,1
14 - Φλώρινας,171 E.T. Δήμου Φλώρινας,524,259,4,2,6,253,100,31,6,6,49,47,12,6,22,1,39,2,1,0,29,20,3,2,8,4,9,6,1,0,2,9,6,0,0,0,0,0,0,1,1,2,0,2,1,0,4,0,2,9,0,7,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,2,1,0,0,1,0,0,1,0,3,0,0,0
14 - Φλώρινας,172 E.T. Δήμου Φλώρινας,527,199,6,0,6,193,71,29,0,3,37,49,12,3,27,0,28,4,6,0,15,10,0,0,3,2,3,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,0,4,4,2,0
14 - Φλώρινας,173 E.T. Δήμου Φλώρινας,503,256,8,2,10,246,99,29,4,5,61,52,15,10,19,1,45,6,2,0,35,3,0,0,1,1,8,5,0,1,0,10,3,0,3,0,0,0,0,0,0,2,0,2,2,0,3,1,0,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,2,1,0,0,0,0,0,4,0,0,0
14 - Φλώρινας,174 E.T. Δήμου Φλώρινας,516,251,1,0,1,250,91,32,2,7,43,61,15,10,30,4,32,1,4,0,20,6,1,0,2,0,15,12,0,0,0,12,6,1,1,2,0,0,0,0,0,1,1,0,2,0,5,0,2,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,7,2,1,1
14 - Φλώρινας,175 E.T. Δήμου Φλώρινας,518,220,0,1,1,219,71,30,2,10,24,71,14,9,42,1,23,1,0,0,21,11,0,3,3,5,9,7,1,0,0,9,6,0,2,0,0,0,0,0,0,1,1,0,0,0,3,0,0,9,2,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,1,0,0,0,1,0,0,0,0,1,1,4,3,0,0
14 - Φλώρινας,176 E.T. Δήμου Φλώρινας,499,266,4,0,4,262,111,44,6,6,49,52,10,7,31,1,31,6,2,0,21,8,0,2,3,3,21,21,0,0,0,4,2,0,0,1,1,0,0,4,4,0,0,0,0,0,5,1,1,10,2,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,3,0,3,0,1,0,0,4,2,0,0
14 - Φλώρινας,177 E.T. Δήμου Φλώρινας,530,272,3,3,6,266,109,38,12,14,42,52,14,6,25,1,43,3,1,1,38,16,1,2,6,3,11,10,0,0,0,5,4,0,0,0,0,0,0,1,1,1,0,0,1,1,4,1,3,11,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,6,2,1,1
14 - Φλώρινας,178 E.T. Δήμου Φλώρινας,520,270,5,4,9,261,92,32,9,4,29,61,11,10,30,1,49,4,9,1,33,17,3,3,4,5,9,8,0,0,1,3,1,0,1,0,0,0,0,0,0,1,0,1,3,0,8,2,4,8,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0
14 - Φλώρινας,179 E.T. Δήμου Φλώρινας,529,250,7,0,7,243,87,22,11,5,47,65,10,4,43,3,41,5,0,0,36,6,1,0,1,3,12,11,0,0,0,1,0,0,1,0,0,4,3,0,0,1,0,0,2,0,2,1,1,12,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,4
14 - Φλώρινας,180 E.T. Δήμου Φλώρινας,521,250,4,0,4,246,97,36,6,8,45,54,15,6,28,1,27,0,0,7,20,14,5,1,3,3,19,13,0,2,0,10,4,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,2,9,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,1,0,0,0,0,0,4,3,2,2
14 - Φλώρινας,181 E.T. Δήμου Φλώρινας,508,236,8,2,10,226,87,27,11,7,37,54,20,3,25,0,37,4,2,0,28,8,0,3,4,1,15,12,0,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,2,1,3,1,1,9,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,1,1,1
14 - Φλώρινας,182 E.T. Δήμου Φλώρινας,476,223,2,0,2,221,104,35,6,11,47,35,6,1,22,3,26,2,3,0,21,9,0,1,1,3,6,4,0,0,0,5,4,0,0,1,1,0,0,0,0,2,0,0,1,0,2,0,1,14,1,11,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,2,4,1,6,3,0,0
14 - Φλώρινας,183 E.T. Δήμου Φλώρινας,425,86,1,1,2,84,24,6,1,3,12,22,4,2,14,0,13,2,2,0,9,20,16,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,184 E.T. Δήμου Φλώρινας,462,104,1,2,3,101,22,6,2,1,11,27,4,0,20,0,12,1,6,0,5,27,19,0,0,0,2,2,0,0,0,2,1,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
14 - Φλώρινας,185 E.T. Δήμου Φλώρινας,499,193,2,1,3,190,77,34,5,1,31,41,8,13,15,2,14,1,1,0,12,9,0,2,0,5,11,6,3,0,0,3,2,0,0,1,1,0,0,0,0,1,0,1,0,0,4,3,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,1,0,2,1,16,16
14 - Φλώρινας,186 E.T. Δήμου Φλώρινας,470,181,4,1,5,176,69,39,1,2,25,66,12,18,31,3,7,1,0,0,6,3,0,1,0,0,12,9,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,3,8,8
14 - Φλώρινας,187 E.T. Δήμου Φλώρινας,463,142,2,0,2,140,41,18,1,4,18,48,9,12,24,0,12,1,0,1,10,2,0,0,0,2,14,10,1,0,1,3,1,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,12,12
14 - Φλώρινας,188 E.T. Δήμου Φλώρινας,441,139,2,1,3,136,50,16,2,8,21,33,4,7,19,0,19,1,4,0,13,5,0,0,1,4,10,7,1,0,0,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
14 - Φλώρινας,189 E.T. Δήμου Φλώρινας,536,173,1,5,6,167,71,32,1,5,28,49,10,12,15,4,14,0,3,0,8,4,0,0,2,1,8,5,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,2,2,2,2
14 - Φλώρινας,190 E.T. Δήμου Φλώρινας,434,41,0,0,0,41,19,8,3,0,8,8,3,1,4,0,4,0,0,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0
14 - Φλώρινας,191 E.T. Δήμου Φλώρινας,450,51,1,0,1,50,31,5,5,1,19,9,1,3,5,0,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
14 - Φλώρινας,192 E.T. Δήμου Φλώρινας,518,108,0,2,2,106,38,21,0,3,13,42,15,11,11,0,8,3,4,0,0,4,1,0,3,0,6,4,2,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,193 E.T. Δήμου Φλώρινας,514,94,0,0,0,94,26,10,3,2,10,32,13,10,9,0,7,1,0,1,5,2,0,0,0,1,9,5,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
14 - Φλώρινας,194 E.T. Δήμου Φλώρινας,510,131,1,0,1,130,47,26,0,1,19,45,25,1,14,0,15,3,1,1,8,9,0,2,3,1,4,3,1,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14 - Φλώρινας,195 E.T. Δήμου Φλώρινας,448,96,3,3,6,90,29,8,4,1,15,18,6,2,7,0,22,5,5,0,9,3,2,0,0,1,3,1,1,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0
14 - Φλώρινας,196 E.T. Δήμου Φλώρινας,457,88,4,2,6,82,32,13,2,0,14,16,2,5,6,1,18,5,3,0,8,0,0,0,0,0,6,5,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14 - Φλώρινας,Ετερ. Φλώρινας (από 41ο Ε.Τ. Νομ. Θεσσαλονικης),297,199,2,0,2,197,79,22,10,14,23,53,17,0,20,3,13,0,1,7,3,11,4,1,1,0,16,10,0,1,0,4,2,0,2,1,1,1,1,0,0,0,0,0,2,2,1,0,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,3,3,1,1
14 - Φλώρινας,Ετερ. Φλώρινας (από Εφετείο Θεσσαλονίκης),40,25,1,0,1,24,13,5,0,1,3,2,0,1,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14 - Φλώρινας,Ετερ. Φλώρινας (από 162ο Ε.Τ. Νομ. Αττικης-Αθηνών),203,153,1,0,1,152,70,24,9,4,22,37,2,6,18,4,12,0,0,6,4,13,0,5,0,4,2,2,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,2,0,0,0,0,0,3,1,0,0
Σύνολο,,87268,32933,616,174,790,32143,12254,5074,738,481,5266,7952,1755,1406,3544,531,4216,405,439,757,2237,1572,194,615,193,241,1515,960,96,98,65,751,301,102,121,292,236,62,36,20,14,156,31,74,135,69,265,58,129,1292,205,842,15,4,32,17,25,8,20,13,32,15,5,97,50,67,43,172,59,42,43,20,137,72,109,28,32,97,48,660,415,155,129
