ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Ιωάννη,ΒΕΣΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Φωτίου,ΓΟΥΛΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΑΡΤΖΩΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Στέργιου,ΤΟΥΠΕΚΤΣΗ ΜΑΓΔΑΛΗΝΗ (ΛΙΝΑ) του Παναγιώτη,ΤΣΑΒΔΑΡΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΩΤΑΚΗ ΦΑΝΗ του Πελοπίδα,ΚΑΡΑΣΑΡΛΙΔΟΥ ΕΥΦΡΟΣΥΝΗ (ΦΡΟΣΩ) του Γεωργίου,ΜΑΡΚΟΥΛΗΣ ΑΝΤΩΝΙΟΣ του Παντελή,ΣΑΡΑΝΤΗ ΒΑΡΒΑΡΑ του Αντωνίου,ΤΟΛΚΑΣ ΑΓΓΕΛΟΣ του Χαράλαμπου,ΤΣΑΠΑΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Ανδρέα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΠΟΣΤΟΛΟΥ ΟΛΥΜΠΙΑ του Κωνσταντίνου,ΓΚΙΟΝΟΓΛΟΥ ΧΑΡΑΛΑΜΠΟΣ του Ηρακλή,ΔΕΛΛΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Ηλία,ΠΑΣΧΟΥ ΣΟΦΙΑ-ΘΕΟΔΩΡΑ του Αναστασίου,ΣΙΔΗΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΤΣΙΑΜΗΤΡΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΟΛΓΑ του Αθανασίου,ΚΟΥΤΣΟΥΠΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΜΑΝΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΤΑΜΠΑΚΗ ΙΩΑΝΝΑ του Ελευθερίου,ΤΣΑΝΑΞΙΔΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΤΣΙΟΥΛΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΛΟΚΥΡΗΣ ΘΩΜΑΣ του Στέφανου,ΚΑΡΑΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Περικλή,ΚΟΤΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Στυλιανού,ΜΟΥΡΑΤΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΜΠΑΝΤΩΛΑΣ ΑΠΟΣΤΟΛΟΣ - ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΤΡΕΜΠΕΛΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΔΟΞΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΚΑΡΑΝΙΚΟΛΑ ΣΤΕΛΛΑ του Ιωάννη,ΜΠΕΝΑΝΤΙΚΟΒΑ ΛΟΥΤΣΙΕ (ΛΟΥΚΙΑ) του Μίλαν,ΟΡΦΑΝΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΟΡΦΑΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΣΑΒΒΑΣ του Δημητρίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΖΙΑΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΩΡΑΪΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,Ο.Κ.Δ.Ε.,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΩΡΙΔΗΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΑΤΙΚΑΣ ΛΑΜΠΡΟΣ του Κυρίτση,ΜΑΥΡΟΠΟΥΛΟΥ ΜΑΡΙΝΑ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΜΑΡΙΑ  του Ιωάννη,Κίνημα 21,ΘΩΜΑΣ ΑΡΓΥΡΙΟΣ του Κωνσταντίνου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΚΟΝΤΟΓΙΑΝΝΙΔΗΣ ΠΑΥΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΕΡΜΗΓΚΑΣ ΓΕΩΡΓΙΟΣ ΑΝΔΡΟΜΑΧΟΣ του Δημητρίου,ΡΗΓΑΝΕΖΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΤΑΤΑΡΙΔΟΥ ΕΥΓΕΝΙΑ του Ιωάννη,ΤΖΙΜΙΤΣΗ ΑΝΝΑ του Χριστοδούλου,ΝΙΚΗ,ΑΘΑΝΑΣΙΑΔΟΥ ΕΛΕΝΗ του Θεοδώρου,ΔΗΝΩΡΗΣ ΘΩΜΑΣ του Χρήστου,ΜΑΡΟΥΦΙΔΟΥ ΜΑΡΙΑ του Νικολάου,ΜΗΤΤΑΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΠΕΤΙΚΟΠΟΥΛΟΥ ΑΘΗΝΑ του Γεωργίου,ΧΡΥΣΟΜΑΛΛΟΣ ΘΩΜΑΣ του Αντωνίου,κοινωνία αξιών,ΒΥΤΙΝΙΩΤΗΣ ΕΥΣΤΑΘΙΟΣ (ΣΤΑΘΗΣ) του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΙΩΑΝΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΔΕΝΛΗ ΠΑΡΘΕΝΑ του Αλέξανδρου,Ο.Α.Κ.Κ.Ε.,ΣΕΓΚΟΥ ΒΑΡΒΑΡΑ του Ματθαίου,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΘΕΟΔΩΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,Ελλήνων Συνέλευσις,ΓΑΛΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΤΣΑΠΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Γεωργίου,Ένωση Κεντρώων,ΑΚΕΨΩΜΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Εμμανουήλ,ΓΑΛΛΟΥ ΙΩΑΝΝΑ του Αδάμ,ΜΠΑΛΤΖΗΣ ΧΡΗΣΤΟΣ του Στέφανου,ΤΣΟΥΜΑ ΣΩΤΗΡΙΑ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΕΥΑΓΓΕΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΙΡΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΜΗΤΤΑ ΟΛΥΜΠΙΑ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΕΛΕΥΘΕΡΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΕΤΡΟΥ ΓΕΩΡΓΙΑ του Θωμά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΠΟΥΓΑΤΣΑΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΠΡΟΔΡΟΜΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΣΩΤΗΡΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Πολυχρόνη,ΕΑΝ...,ΣΑΚΛΑΣ ΞΕΝΟΚΡΑΤΗΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΝΘΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδων,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΑΔΟΛΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΚΟΥΛΑΡΙΩΤΗ ΕΛΕΝΗ του Παναγιώτη
12 - Ημαθίας,203 E.T. Δήμου Βέροιας,529,298,5,3,8,290,99,4,62,6,26,10,40,46,3,9,13,7,16,16,30,6,2,4,7,4,21,24,3,1,2,14,4,7,38,11,3,22,4,3,9,6,0,2,1,2,1,1,1,1,1,1,0,0,1,0,1,0,1,4,1,2,1,0,0,0,0,0,14,4,2,4,3,5,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,3,0,0,2,1,1,0,0,0,0,2,2,0,0,0,0,14,8,8
12 - Ημαθίας,204 E.T. Δήμου Βέροιας,379,258,9,1,10,248,85,9,60,3,35,6,33,31,4,7,12,7,11,8,35,6,12,3,4,3,23,28,5,2,1,20,8,10,23,7,4,4,3,0,11,7,3,1,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,4,3,1,1,3,0,0,1,0,4,3,0,0,0,1,1,1,1,2,0,1,1,0,0,0,0,2,2,2,1,0,1,1,0,2,2,2,1,0,0,2,2,1,5,4,1,1,3,3,0,0,0,0,4,2,3
12 - Ημαθίας,205 E.T. Δήμου Βέροιας,391,271,5,0,5,266,87,7,52,3,31,9,43,36,0,11,11,11,9,10,43,9,17,5,7,7,17,32,4,0,1,25,2,20,29,11,6,6,3,3,10,6,0,4,0,2,2,2,1,1,0,0,0,0,2,0,0,1,1,1,0,3,3,1,0,1,0,0,6,1,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,2,3,1,0,0,2,2,2,1,1,0,0,2,2,2,0,0,0,5,4,2
12 - Ημαθίας,206 E.T. Δήμου Βέροιας,501,351,7,0,7,344,153,9,74,3,57,10,90,66,5,13,21,20,20,16,43,5,7,6,7,7,18,24,5,6,1,10,4,4,16,5,3,7,5,1,1,6,3,2,0,3,3,0,0,0,0,0,0,0,3,2,0,1,1,1,0,3,2,5,0,0,0,0,13,5,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,1,1,1,0,0,0,4,0,0
12 - Ημαθίας,207 E.T. Δήμου Βέροιας,506,361,1,1,2,359,196,13,103,8,70,8,106,49,6,13,21,12,10,14,38,8,8,7,7,7,13,14,3,5,0,6,7,2,15,6,2,2,4,4,3,10,1,3,2,3,3,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,6,0,1,3,2,10,3,2,1,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,0,0,0,12,4,7
12 - Ημαθίας,208 E.T. Δήμου Βέροιας,468,337,5,2,7,330,118,15,68,2,39,18,42,61,4,9,15,9,28,12,82,6,9,77,4,7,9,15,6,3,1,6,3,0,9,1,2,3,2,0,2,10,3,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,11,6,4,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,3,2,0,0,0,0,1,0,4,2,4,0,1
12 - Ημαθίας,209 E.T. Δήμου Βέροιας,450,300,6,0,6,294,93,3,62,2,21,9,45,42,2,16,11,9,14,7,77,3,7,72,2,2,6,16,3,0,1,13,11,0,19,4,1,11,1,2,3,3,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,0,0,2,1,0,0,8,0,1,1,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,17,10,14
12 - Ημαθίας,210 E.T. Δήμου Βέροιας,417,267,8,0,8,259,98,13,72,5,35,5,36,53,7,9,11,8,17,12,58,6,4,52,3,4,3,10,5,0,2,6,3,0,14,1,2,7,2,2,0,2,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,2,1,2
12 - Ημαθίας,211 E.T. Δήμου Βέροιας,577,339,18,2,20,319,143,9,99,4,61,3,57,74,4,6,20,17,39,32,34,1,5,22,5,2,13,14,1,2,2,4,10,1,13,4,4,5,2,1,4,3,1,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,3,2,3,1,3,0,0,1,0,5,3,0,1,1,3,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,5,4,0,0,1,0,1,4,4,0,0,3,2,0,0,0,0,6,3,4
12 - Ημαθίας,212 E.T. Δήμου Βέροιας,292,181,1,1,2,179,97,4,41,3,53,7,36,20,3,8,7,7,5,1,20,2,1,13,1,4,9,3,0,1,0,2,0,0,8,1,2,1,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,11,3,2,0,1,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,2,1,1,0,0,2,2,0,0,2,0,0
12 - Ημαθίας,213 E.T. Δήμου Βέροιας,222,99,0,1,1,98,28,1,17,2,13,4,12,37,5,17,9,17,4,6,10,0,1,6,0,7,2,7,0,0,0,5,3,0,7,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
12 - Ημαθίας,214 E.T. Δήμου Βέροιας,391,259,5,0,5,254,85,4,44,1,34,2,49,52,7,18,16,13,13,6,53,10,4,22,3,6,27,12,2,0,1,4,3,0,18,9,3,5,1,2,5,12,2,2,1,5,4,1,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,1,0,0,1,1,5,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,2,0,0,0,0,0,4,1,1
12 - Ημαθίας,215 E.T. Δήμου Βέροιας,410,256,5,0,5,251,102,3,63,6,32,6,56,51,6,28,6,25,7,6,43,2,9,21,0,3,20,15,1,2,2,6,8,1,10,1,2,6,0,0,1,5,0,2,0,3,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,3,3,1,0,0,4,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,8,4,5
12 - Ημαθίας,216 E.T. Δήμου Ηρωικής Πόλης Νάουσας,444,300,5,0,5,295,121,21,67,6,32,8,67,40,4,19,5,8,14,4,38,19,4,1,4,12,3,6,3,2,0,2,0,1,37,6,9,7,13,8,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,6,5,2,1,2,0,0,16,4,5,6,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,6,4,0,0,2,2,2,2,1,0,0,0,0,1,0,2,1,8,4,5
12 - Ημαθίας,217 E.T. Δήμου Ηρωικής Πόλης Νάουσας,443,300,7,2,9,291,96,31,51,3,23,11,39,50,1,19,11,4,38,1,40,30,1,2,7,4,10,9,4,3,4,1,3,1,30,6,7,10,12,2,11,2,0,1,0,1,2,0,8,6,2,2,0,0,1,1,0,0,1,3,2,4,1,3,2,1,0,0,16,5,5,5,5,2,1,0,0,3,0,3,3,0,0,0,0,0,0,0,1,0,1,0,1,2,1,1,1,1,1,3,3,3,0,0,0,0,1,1,1,1,0,0,14,6,11
12 - Ημαθίας,218 E.T. Δήμου Ηρωικής Πόλης Νάουσας,438,299,6,0,6,293,124,23,75,2,34,12,57,35,4,13,4,6,24,1,31,20,9,1,5,10,3,12,2,6,1,7,0,3,35,7,5,8,12,2,11,4,1,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,1,19,6,12,7,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,4,2,4,3,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,9,2,5
12 - Ημαθίας,219 E.T. Δήμου Ηρωικής Πόλης Νάουσας,466,316,14,2,16,300,105,23,45,8,23,9,48,59,2,11,17,7,46,5,46,30,5,0,4,17,16,11,2,5,1,4,2,3,26,6,8,2,8,0,7,3,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,0,2,2,2,1,3,0,1,2,3,10,4,3,4,1,2,1,0,0,3,1,3,0,0,0,0,0,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,17,8,12
12 - Ημαθίας,220 E.T. Δήμου Ηρωικής Πόλης Νάουσας,414,284,8,1,9,275,94,27,35,0,37,6,48,41,9,15,7,8,15,7,40,21,1,1,4,21,6,23,4,3,1,10,1,4,32,9,10,6,12,2,8,2,0,0,0,0,2,0,1,1,1,1,0,0,3,2,1,1,0,0,0,0,0,1,0,0,0,0,26,1,26,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,1,0,0,0,0,7,3,5
12 - Ημαθίας,221 E.T. Δήμου Ηρωικής Πόλης Νάουσας,427,303,10,1,11,292,114,15,49,1,56,5,52,27,13,10,3,2,5,0,35,13,8,1,2,19,8,35,4,2,5,28,1,23,31,5,7,3,18,2,14,9,1,2,1,1,7,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,24,10,22,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5,1,5
12 - Ημαθίας,222 E.T. Δήμου Ηρωικής Πόλης Νάουσας,431,289,3,0,3,286,115,21,35,1,33,13,55,51,18,18,5,11,22,4,21,14,2,0,2,5,1,26,5,2,1,14,1,7,24,7,2,6,7,0,8,9,0,0,5,1,7,0,1,1,0,0,0,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,26,4,23,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,2,1,0,0,0,0,0,1,1,0,0,3,0,0
12 - Ημαθίας,223 E.T. Δήμου Ηρωικής Πόλης Νάουσας,414,290,1,0,1,289,79,14,35,2,24,4,42,63,13,24,12,11,20,26,42,22,6,0,2,27,10,27,3,2,1,22,2,17,13,4,2,1,6,2,4,13,0,1,2,0,11,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,35,6,34,2,0,5,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,7,4,5
12 - Ημαθίας,224 E.T. Δήμου Ηρωικής Πόλης Νάουσας,500,322,4,0,4,318,166,20,85,13,119,11,29,39,1,12,5,15,22,3,28,12,4,1,5,15,2,9,3,4,0,4,3,1,29,4,14,6,8,1,10,3,0,2,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,1,0,22,6,11,13,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,7,2,3
12 - Ημαθίας,225 E.T. Δήμου Ηρωικής Πόλης Νάουσας,487,313,5,3,8,305,140,9,60,3,97,14,45,42,1,20,7,9,9,0,24,8,0,1,2,16,3,17,2,5,0,7,3,10,32,4,4,8,14,1,8,7,2,4,0,0,1,3,3,3,0,0,0,0,1,0,0,1,0,2,2,0,0,2,0,0,0,0,26,5,14,14,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,4,2,1
12 - Ημαθίας,226 E.T. Δήμου Ηρωικής Πόλης Νάουσας,382,259,6,0,6,253,81,18,41,5,33,1,33,45,5,13,2,2,33,4,37,23,14,0,13,11,4,7,2,5,1,2,1,0,36,0,1,0,33,1,8,6,0,1,0,1,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,8,6,7,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,2,2,3,3,1,0,6,3,2
12 - Ημαθίας,227 E.T. Δήμου Ηρωικής Πόλης Νάουσας,383,239,3,1,4,235,109,15,33,5,60,4,47,31,3,11,2,11,11,3,16,11,4,0,2,4,0,5,0,0,1,4,0,3,39,0,2,0,38,0,6,5,0,3,1,1,0,2,6,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,2,9,2,6,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4
12 - Ημαθίας,228 E.T. Δήμου Ηρωικής Πόλης Νάουσας,356,205,1,3,4,201,72,19,48,3,16,2,32,34,3,18,6,7,20,1,32,17,13,1,6,15,2,4,1,0,2,1,0,0,24,0,2,1,21,1,0,5,1,1,1,1,2,1,3,3,1,1,0,0,1,0,0,1,1,4,2,1,1,2,0,0,1,1,11,3,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,2,2
12 - Ημαθίας,229 E.T. Δήμου Ηρωικής Πόλης Νάουσας,203,109,2,0,2,107,35,5,12,2,15,0,13,5,0,0,1,0,3,0,21,9,11,1,1,9,2,1,0,0,0,1,0,0,21,5,0,3,16,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7,4,1,2,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6
12 - Ημαθίας,230 E.T. Δήμου Ηρωικής Πόλης Νάουσας,464,279,3,4,7,272,85,15,44,1,36,8,23,49,2,9,23,13,26,2,28,14,5,2,3,8,5,40,7,8,7,17,3,20,28,5,2,5,5,0,16,5,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,2,2,0,0,4,2,0,1,1,13,1,2,5,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,6,2,4
12 - Ημαθίας,231 E.T. Δήμου Ηρωικής Πόλης Νάουσας,434,283,3,1,4,279,111,19,69,2,41,4,40,31,4,9,10,9,9,4,31,17,7,2,9,12,4,28,0,7,4,10,1,18,46,3,2,1,0,2,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,17,8,2,2,6,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,4,2,2
12 - Ημαθίας,232 E.T. Δήμου Ηρωικής Πόλης Νάουσας,503,314,5,1,6,308,115,29,44,12,45,0,59,53,4,13,17,20,23,5,48,14,13,3,7,8,17,23,6,4,2,10,2,10,28,2,3,7,5,1,17,2,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,19,6,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,5
12 - Ημαθίας,233 E.T. Δήμου Ηρωικής Πόλης Νάουσας,531,313,3,0,3,310,122,19,51,24,36,1,75,51,3,9,7,26,22,8,39,16,3,1,2,11,11,26,3,11,2,7,2,8,26,5,3,4,9,0,12,3,2,0,1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,2,2,1,1,1,0,0,0,1,20,7,12,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,0,0,0,0,0,3,2,2,1,1,1,0,1,1,1,1,0,0,5,0,1
12 - Ημαθίας,234 E.T. Δήμου Ηρωικής Πόλης Νάουσας,458,309,11,1,12,297,127,37,74,11,20,7,73,59,1,7,29,11,38,5,25,14,7,3,8,2,5,9,2,1,0,1,1,2,19,2,3,6,4,1,10,3,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,2,1,0,0,24,13,11,6,4,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,0,1,1,1,2,2,0,0,1,1,6,6,0,0,10,4,7
12 - Ημαθίας,235 E.T. Δήμου Ηρωικής Πόλης Νάουσας,452,294,4,1,5,289,107,18,63,1,28,19,61,78,4,9,33,13,38,6,30,21,12,1,5,4,9,8,0,4,1,1,1,2,23,4,5,2,5,1,16,4,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,17,10,4,1,4,4,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,2,1,1,2,2,1,1,0,0,9,6,8
12 - Ημαθίας,236 E.T. Δήμου Ηρωικής Πόλης Νάουσας,460,284,7,0,7,277,105,11,59,6,40,2,57,71,2,6,20,13,47,4,37,17,10,2,5,11,13,6,3,1,0,3,1,0,17,7,1,3,1,0,12,4,2,0,1,1,0,0,1,1,0,0,0,0,2,1,1,0,0,2,2,3,3,0,0,0,0,0,11,6,5,3,3,0,0,0,0,2,0,2,2,0,0,0,0,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,9,4,6
12 - Ημαθίας,237 E.T. Δήμου Ηρωικής Πόλης Νάουσας,469,274,3,2,5,269,94,18,62,4,19,1,60,71,0,4,29,6,44,2,25,10,11,3,8,5,3,9,1,3,2,1,1,2,36,3,2,8,10,5,18,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,19,11,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,2,0,0,6,4,3
12 - Ημαθίας,238 E.T. Δήμου Ηρωικής Πόλης Νάουσας,448,253,2,2,4,249,90,44,38,10,27,2,44,38,1,10,17,9,8,3,44,6,10,15,4,8,26,15,7,4,1,6,1,2,34,10,5,11,16,1,11,2,0,2,1,0,1,0,6,5,0,0,0,0,2,0,2,0,0,3,3,1,1,0,0,0,0,0,4,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,5,4,3
12 - Ημαθίας,239 E.T. Δήμου Ηρωικής Πόλης Νάουσας,447,262,7,1,8,254,116,52,52,6,26,11,58,25,5,6,13,4,10,0,31,5,3,11,5,5,19,6,4,1,0,1,2,0,19,4,2,8,7,0,8,5,2,2,0,3,1,1,1,1,0,0,1,0,8,1,7,1,1,6,4,2,1,1,0,0,0,0,15,9,2,6,1,2,3,0,0,1,0,1,1,0,0,0,0,1,1,1,2,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,2,2,0,0,7,3,5
12 - Ημαθίας,240 E.T. Δήμου Ηρωικής Πόλης Νάουσας,341,219,5,1,6,213,115,5,79,2,41,2,56,35,0,1,8,17,18,2,18,10,5,3,0,11,1,1,0,0,0,0,0,0,14,4,1,3,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0,1,1,11,4,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,1,1,0,0,3,2,0,0,0,0,4,1,2
12 - Ημαθίας,241 E.T. Δήμου Ηρωικής Πόλης Νάουσας,367,248,3,2,5,243,72,32,47,1,17,1,32,84,2,3,3,79,29,2,28,4,4,5,1,16,7,4,0,2,0,1,0,1,25,6,2,4,4,0,10,3,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,3,2,1,1,2,12,4,5,2,3,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,3,3,3
12 - Ημαθίας,242 E.T. Δήμου Ηρωικής Πόλης Νάουσας,440,283,14,1,15,268,116,15,65,1,30,5,61,39,2,4,12,5,24,6,26,14,5,1,4,4,4,14,1,3,0,6,1,6,32,8,8,1,10,2,17,2,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,1,0,1,0,2,1,2,0,0,0,2,15,6,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,2,3,2,5,4,2
12 - Ημαθίας,243 E.T. Δήμου Ηρωικής Πόλης Νάουσας,431,305,5,1,6,299,149,32,97,3,24,6,91,46,3,8,22,8,22,1,21,12,3,6,4,4,3,9,0,0,2,3,0,7,24,7,1,3,4,1,15,2,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,1,23,9,11,4,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,11,2,4
12 - Ημαθίας,244 E.T. Δήμου Ηρωικής Πόλης Νάουσας,516,333,9,1,10,323,130,60,73,1,28,7,29,46,3,27,6,5,15,7,15,10,2,0,1,0,5,31,1,14,12,6,0,7,18,3,2,4,8,0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,1,3,38,23,12,6,11,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,1,2,2,2,2,1,1,24,18,10
