ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΕΚΟΣ ΦΩΤΙΟΣ του Αποστόλου,ΚΩΤΣΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΝΤΑΛΝΤΑΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΟΝΔΡΑ ΑΣΗΜΙΝΑ του Κωνσταντίνου,ΣΠΑΝΙΑΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΤΕΛΗΣ) του Γεωργίου,ΤΣΙΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,ΣΥΡΙΖΑ,ΑΓΟΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοχάρη,ΒΑΪΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΤΣΑΒΡΙΑ-ΣΙΩΡΟΠΟΥΛΟΥ ΧΡΥΣΟΥΛΑ του Αθανασίου,ΚΟΥΚΟΥΜΤΖΗ ΑΓΟΡΗ (ΡΟΥΛΑ) του Κωνσταντίνου,ΜΙΧΑΛΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΤΕΝΤΟΛΟΥΡΗ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΕΥΘΥΜΙΑΔΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΚΟΝΤΑΚΤΣΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΜΠΑΚΑΛΑΚΟΥ ΣΩΤΗΡΙΑ του Χρήστου,ΝΤΑΛΗ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Ηλία,ΠΑΠΑΓΕΩΡΓΙΟΥ ΣΩΤΗΡΙΟΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στεφάνου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΛΗΔΑ ΞΕΝΙΑ του Δημητρίου,ΓΑΖΟΣ ΕΚΤΟΡΑΣ του Χρήστου,ΜΠΟΥΤΑ ΠΗΝΕΛΟΠΗ (ΠΟΠΗ) του Ευαγγέλου,ΤΕΓΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΖΟΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κοσμά,ΤΣΙΟΥΤΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΓΕΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Χρήστου,ΓΚΑΡΑΒΕΛΟΣ ΑΘΑΝΑΣΙΟΣ του Στέφανου,ΛΑΠΠΑΣ ΣΩΚΡΑΤΗΣ του Χρήστου,ΠΑΠΠΑ ΣΤΥΛΙΑΝΗ του Γεωργίου,ΣΑΒΒΙΔΟΥ ΕΙΡΗΝΗ του Παντελή,ΤΣΙΡΙΚΑΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΛΗΜΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Στέργιου,ΜΠΟΥΚΟΥΒΑΛΑΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΞΗΡΟΦΩΤΟΥ ΕΙΡΗΝΗ (ΡΕΝΑ) του Γεωργίου,ΤΣΙΑΜΟΥΡΑ ΕΥΘΑΛΙΑ-ΘΕΟΔΩΡΑ (ΘΑΛΕΙΑ) του Βασιλείου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΔΕΜΕΡΤΖΗ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΜΠΑΜΠΑΤΣΙΚΟΣ ΠΕΤΡΟΣ του Ηλία,ΝΤΑΒΑΡΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΔΡΑΓΟΥΤΣΟΥ ΧΡΥΣΑ του Στέφανου,ΚΑΠΝΙΑΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΚΥΡΙΤΣΗΣ ΑΠΟΣΤΟΛΟΣ του Θωμά,ΣΑΓΞΑΡΙΔΟΥ ΔΕΣΠΟΙΝΑ του Γεωργίου,ΦΙΛΙΠΠΟΥ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΙΟΥ ΚΛΕΑΝΘΗΣ του Αντωνίου,ΒΟΥΡΚΟΤΙΩΤΗ ΒΑΣΙΛΙΚΗ του Δημοσθένη,ΜΠΟΥΝΤΟΛΟΣ ΙΩΑΝΝΗΣ του Σωκράτη,ΝΤΟΒΟΛΟΥ ΑΝΑΣΤΑΣΙΑ του Δημητρίου,Κίνημα 21,ΖΑΧΟΥ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΡΒΑΝΙΤΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΙΟΡΔΑΝΟΥ ΔΕΣΠΟΙΝΑ του Χαραλάμπους,ΝΙΚΗ,ΑΓΓΕΛΟΥΔΗΣ ΔΗΜΗΤΡΙΟΣ του Παύλου,ΞΑΝΘΗΣ ΔΗΜΗΤΡΙΟΣ του Μάρκου,ΡΙΓΚΟΥ ΚΩΝΣΤΑΝΤΙΝΙΑ του Ιωάννου,ΤΣΩΝΟΥ ΞΑΝΘΗ του Παναγιώτη,κοινωνία αξιών,ΤΣΙΟΥΜΑ ΦΩΤΕΙΝΗ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΚΟΖΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Θεοδώρου,Ο.Α.Κ.Κ.Ε.,ΚΑΝΣΟΣ ΔΗΜΗΤΡΙΟΣ του Πάτροκλου,Μ-Λ Κ.Κ.Ε.,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΟΣ του Παναγιώτη,Ελλήνων Συνέλευσις,ΝΤΑΟΥΛΑΣ ΓΕΩΡΓΙΟΣ του Σωτηρίου,ΤΡΑΪΚΟΥ ΧΡΥΣΟΥΛΑ του Γεωργίου,Ένωση Κεντρώων,ΜΑΝΤΖΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δαμιανού,ΤΣΙΜΠΡΙΜΑΝΗ ΣΟΦΙΑ του Στυλιανού,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΑΠΠΑ ΕΥΣΤΑΘΙΑ του Αθανάσιου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΑΥΡΟΥΔΗΣ ΛΑΜΠΡΟΣ του Αναστασίου,ΜΠΟΥΝΤΟΥΡΗ ΕΥΑΝΘΙΑ (ΕΥΑ) του Ηλία,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΣΟΥΚΑΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΠΑΝΑΓΟΥ ΧΡΙΣΤΙΝΑ του Αλέξανδρου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΓΚΕΚΑ ΓΕΩΡΓΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΛΕΞΙΟΥ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΚΟΝΤΑΞΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ευριπίδη,ΜΗΤΡΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Γεωργίου,ΠΑΠΑΓΕΡΑ - ΠΑΠΑΓΕΡΟΥΔΗ ΔΕΣΠΟΙΝΑ του Στέλλιου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΛΥΒΙΩΤΗ ΝΙΚΟΛΕΤΑ του Θωμά,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΓΚΙΟΛΙΑ ΡΑΦΑΗΛΙΑ του Δημητρίου,ΤΑΓΑΡΟΥΛΙΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου
25 - Καρδίτσας,79 E.T. Δήμου Καρδίτσας,515,364,13,3,16,348,170,27,61,21,28,49,93,72,14,16,10,11,40,25,34,1,0,7,3,27,5,21,2,11,7,11,5,0,8,3,2,2,1,1,0,5,1,3,2,2,2,0,2,2,5,0,3,1,0,2,0,0,2,1,0,0,0,0,0,2,1,0,10,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,6,3,1,1,2,0,1,2,1,2,0,4,4,3
25 - Καρδίτσας,80 E.T. Δήμου Καρδίτσας,519,328,13,2,15,313,125,22,50,17,28,19,51,89,30,7,20,10,37,13,41,4,0,5,1,34,6,24,6,5,6,7,5,6,7,3,1,1,3,3,1,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,1,1,0,0,8,2,2
25 - Καρδίτσας,81 E.T. Δήμου Καρδίτσας,527,345,10,4,14,331,131,26,40,16,22,25,60,78,14,15,11,8,36,17,50,3,0,12,3,41,5,24,2,11,6,10,3,1,6,0,0,2,3,0,1,8,3,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,6,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,1,1,0,11,5,4
25 - Καρδίτσας,82 E.T. Δήμου Καρδίτσας,530,359,6,2,8,351,152,30,53,13,32,29,86,70,9,6,20,11,40,16,40,5,1,12,7,30,4,28,6,14,7,13,5,1,11,3,6,1,1,2,1,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,4,4,4,2,2,8,1,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,4,3,3,1,4,0,0,1,1,2,1,9,4,3
25 - Καρδίτσας,83 E.T. Δήμου Καρδίτσας,511,353,6,1,7,346,136,16,38,11,26,43,74,80,11,15,7,18,47,18,53,5,0,9,5,40,8,28,5,7,6,13,4,3,10,3,4,1,1,2,0,4,2,0,3,1,0,0,0,0,4,0,0,1,0,3,1,0,2,0,0,0,0,2,1,3,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,0,0,0,0,8,4,1,0,0,1,1,3,3,5,2,2
25 - Καρδίτσας,84 E.T. Δήμου Καρδίτσας,529,348,3,3,6,342,151,24,22,17,35,30,84,62,12,4,12,8,32,24,39,2,1,8,8,32,4,35,5,9,9,15,2,3,7,0,2,4,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,1,2,2,2,0,1,15,7,0,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,4,3,1
25 - Καρδίτσας,85 E.T. Δήμου Καρδίτσας,555,385,2,4,6,379,139,16,59,9,23,28,77,97,17,13,15,16,37,24,43,6,1,9,3,30,4,36,5,13,9,12,9,2,8,3,3,1,1,1,1,10,2,1,4,3,1,0,0,0,2,0,1,2,1,0,0,0,4,1,1,4,1,1,1,5,5,3,10,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,2,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,13,13,12
25 - Καρδίτσας,86 E.T. Δήμου Καρδίτσας,561,400,18,3,21,379,162,27,60,11,29,26,78,66,15,5,13,10,41,20,46,7,1,15,2,34,10,31,11,12,8,11,1,0,8,2,1,3,2,2,1,12,3,1,3,3,1,0,0,0,2,0,0,1,0,2,0,0,5,1,1,4,1,7,0,5,1,2,20,6,3,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,1,7,4,1
25 - Καρδίτσας,87 E.T. Δήμου Καρδίτσας,554,361,10,2,12,349,149,17,43,12,30,35,99,77,12,18,16,11,36,12,25,3,0,7,0,22,5,43,7,18,9,15,8,3,11,1,1,5,3,1,0,4,2,0,2,1,2,0,1,2,1,0,1,0,0,0,0,0,2,0,0,0,1,1,1,2,1,1,14,4,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,1,0,0,0,0,2,0,1,1,1,0,0,1,0,1,0,6,2,1
25 - Καρδίτσας,88 E.T. Δήμου Καρδίτσας,510,365,7,1,8,357,156,23,46,19,35,35,89,79,11,9,14,21,42,21,47,5,1,12,0,39,4,26,6,13,5,14,4,2,7,2,0,1,1,3,1,5,2,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,1,3,2,2,1,1,5,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,1,0,2,1,1,1,0,0,0,0,0,3,3,10,6,3
25 - Καρδίτσας,89 E.T. Δήμου Καρδίτσας,496,348,10,3,13,335,142,13,37,24,27,34,88,69,8,6,13,8,48,19,23,2,1,6,0,18,6,39,10,13,4,12,8,2,14,5,2,1,7,3,3,7,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,1,1,1,1,14,6,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,4,2,1,0,0,0,0,3,2,1,1,1,1,0,0,0,2,0,5,2,2
25 - Καρδίτσας,90 E.T. Δήμου Καρδίτσας,528,360,11,2,13,347,126,20,39,9,27,42,65,85,20,10,11,12,49,25,42,5,0,11,1,32,7,31,8,8,4,11,6,3,11,1,3,2,3,1,1,13,1,4,4,2,0,0,0,0,2,0,1,1,0,0,1,0,3,3,0,0,0,0,0,5,2,2,7,3,2,2,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,3,2,1,0,0,0,0,1,1,1,0,1,1,0,1,0,3,0,8,6,2
25 - Καρδίτσας,91 E.T. Δήμου Καρδίτσας,522,362,9,2,11,351,146,28,37,13,40,31,77,85,20,8,14,16,46,28,43,7,0,9,1,27,12,25,5,11,5,10,0,3,4,0,1,0,2,1,0,9,1,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,4,4,3,1,0,6,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,0,0,0,0,1,0,0,0,3,1,1,2,0,1,1,10,6,5
25 - Καρδίτσας,92 E.T. Δήμου Καρδίτσας,533,379,12,4,16,363,145,34,38,14,35,27,83,92,14,21,13,20,36,28,40,3,1,14,5,31,2,25,2,9,6,8,7,1,20,2,0,6,9,6,1,8,1,1,3,1,3,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,1,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,1,1,0,2,1,3,1,0,1,1,4,3,2,0,0
25 - Καρδίτσας,93 E.T. Δήμου Καρδίτσας,501,364,2,2,4,360,157,31,51,11,41,36,88,87,6,9,21,12,50,26,29,3,1,10,4,21,4,27,8,10,7,5,7,3,7,1,1,1,2,0,3,10,2,2,5,7,3,0,0,0,3,0,0,0,0,0,0,0,2,2,0,2,0,0,0,3,2,2,11,4,3,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,3,2,5,2,1,0,0,0,0,0,0,6,5,2
25 - Καρδίτσας,94 E.T. Δήμου Καρδίτσας,552,363,16,3,19,344,135,14,42,9,37,33,75,87,12,18,8,15,56,14,24,1,2,4,1,18,2,35,8,10,9,13,3,4,10,3,1,3,3,2,1,8,1,0,5,1,1,1,1,0,3,0,1,0,0,0,0,0,5,2,1,1,0,3,2,3,1,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,1,1,1,1,4,3,0,0,0,0,0,7,4,8,7,5
25 - Καρδίτσας,95 E.T. Δήμου Καρδίτσας,549,377,7,2,9,368,148,18,59,19,34,22,72,97,17,8,21,12,53,31,27,3,0,6,2,22,3,34,6,16,4,12,3,0,9,4,1,3,1,0,1,10,5,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,4,1,1,13,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,2,3,0,0,2,1,1,0,1,0,2,0,0,0,2,2,1,8,5,1
25 - Καρδίτσας,96 E.T. Δήμου Καρδίτσας,543,391,5,8,13,378,137,16,46,18,30,41,63,89,12,14,11,17,58,23,58,6,0,8,3,50,11,37,5,15,5,14,5,2,10,2,3,1,2,2,1,9,1,3,0,2,2,1,1,1,1,1,0,0,0,1,1,1,4,0,0,3,1,2,2,0,0,0,5,1,1,1,1,0,0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,3,1,0,1,1,1,1,10,7,5
25 - Καρδίτσας,97 E.T. Δήμου Καρδίτσας,557,346,10,1,11,335,115,13,31,15,31,23,59,95,25,7,6,11,33,14,49,12,0,8,4,33,7,23,10,10,7,6,1,1,16,2,2,7,2,3,1,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,11,4,3,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,4,0,1,1,2,1,0,2,1,0,0,7,6,1
25 - Καρδίτσας,98 E.T. Δήμου Καρδίτσας,544,364,4,1,5,359,150,18,63,13,34,38,76,72,14,13,15,15,28,15,29,2,1,3,3,27,4,44,6,13,8,16,8,2,15,5,3,5,5,2,1,8,1,1,1,1,3,0,0,1,1,0,1,1,0,0,0,0,3,1,0,0,0,2,1,3,2,1,12,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,8,5,5
25 - Καρδίτσας,99 E.T. Δήμου Καρδίτσας,548,371,7,2,9,362,120,15,34,11,26,27,56,89,23,11,18,13,56,18,53,8,2,10,10,36,10,36,10,15,9,7,3,3,7,1,1,2,3,2,0,15,3,2,8,4,2,2,0,1,4,1,2,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,10,0,2,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,4,2,2,0,0,1,0,2,2,0,0,1,0,0,0,0,1,1,11,10,3
25 - Καρδίτσας,100 E.T. Δήμου Καρδίτσας,540,361,3,1,4,357,158,49,58,16,36,34,82,69,12,9,14,17,43,14,36,3,1,11,2,34,1,36,8,16,4,12,8,2,15,1,6,5,3,0,0,8,2,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,3,1,1,5,1,1,0,2,0,0,3,2,0,0,0,0,0,0,0,1,0,1,1,1,6,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,7,2,1
25 - Καρδίτσας,101 E.T. Δήμου Καρδίτσας,548,388,3,2,5,383,140,20,59,10,31,28,67,97,15,16,13,29,55,21,52,7,1,9,1,41,7,30,8,12,1,10,3,1,17,0,4,14,1,1,0,13,1,4,8,6,2,2,0,2,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0,3,1,2,8,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,1,1,1,0,0,3,0,1,1,0,4,4,3,3,0
25 - Καρδίτσας,102 E.T. Δήμου Καρδίτσας,538,387,4,2,6,381,166,12,60,17,48,24,93,63,6,6,12,9,39,20,49,7,1,13,3,32,12,38,3,19,2,14,7,1,14,4,3,3,2,2,0,13,2,3,6,5,3,2,1,0,3,1,1,0,0,0,0,0,4,1,1,2,1,0,0,3,1,2,10,4,2,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,1,1,2,1,1,0,1,2,2,3,3,1
25 - Καρδίτσας,103 E.T. Δήμου Καρδίτσας,546,378,15,3,18,360,163,21,59,12,30,44,88,69,8,13,7,13,38,14,32,5,2,4,3,26,9,28,3,11,10,10,3,3,15,3,3,9,5,2,0,13,2,1,5,3,2,2,0,1,0,0,0,0,0,0,0,0,6,2,3,3,1,0,0,1,0,0,6,3,3,0,3,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,1,3,2,2,0,0,0,0,1,0,4,3,1,0,0,0,0,2,2,8,5,0
25 - Καρδίτσας,104 E.T. Δήμου Καρδίτσας,546,385,8,1,9,376,152,20,65,11,28,38,65,91,11,15,20,11,51,26,37,2,0,9,2,32,6,31,3,9,7,13,9,1,6,1,3,0,2,3,0,7,5,0,2,3,2,1,0,1,3,1,3,0,0,1,0,0,4,2,1,1,0,0,0,5,2,1,17,6,4,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,2,3,2,3,2,1,1,0,4,4,6,6,3
25 - Καρδίτσας,105 E.T. Δήμου Καρδίτσας,540,356,5,1,6,350,163,4,82,13,30,31,93,76,13,10,13,16,41,9,35,3,0,8,0,30,5,22,3,10,5,12,2,1,5,1,0,1,1,1,0,6,2,3,3,2,1,0,0,0,3,0,1,0,0,1,0,0,4,2,0,2,1,4,2,6,4,4,14,5,3,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,6,4,2
25 - Καρδίτσας,106 E.T. Δήμου Καρδίτσας,537,374,9,3,12,362,163,16,55,17,31,39,103,69,12,15,16,19,33,14,44,6,1,12,0,27,13,33,4,15,11,6,2,2,9,2,2,4,3,3,0,16,4,3,5,6,1,0,1,0,2,1,0,0,1,1,0,0,3,0,1,0,1,1,1,0,0,0,8,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,1,3,1,0,1,0,0,0,6,3,2
25 - Καρδίτσας,107 E.T. Δήμου Καρδίτσας,505,317,7,2,9,308,172,21,74,4,49,38,79,52,9,8,8,9,25,12,38,3,0,8,1,32,15,9,1,4,3,2,1,0,3,1,0,1,1,1,0,2,1,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,2,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,3,2,1,0,1,2,1,5,1,0
25 - Καρδίτσας,108 E.T. Δήμου Καρδίτσας,554,371,2,0,2,369,177,5,70,10,78,27,87,58,7,20,5,9,30,14,76,14,0,20,1,61,19,12,1,8,0,2,3,0,8,5,2,2,0,1,2,2,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,1,0,1,1,0,2,1,7,2,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,1,1,2,1,1,0,0,0,1,4,3,4,3,1
25 - Καρδίτσας,109 E.T. Δήμου Καρδίτσας,559,378,8,0,8,370,203,11,73,8,96,34,105,63,6,12,6,7,39,16,35,3,1,9,0,30,2,11,1,4,3,5,0,4,12,4,1,5,6,2,0,5,1,1,2,3,3,1,1,0,2,1,1,0,0,0,0,0,3,2,1,0,1,1,1,3,2,1,3,1,1,0,1,0,0,0,0,0,0,0,0,2,2,2,7,5,1,4,3,1,1,1,0,0,0,0,1,1,0,0,3,1,0,2,2,0,0,8,7,6
25 - Καρδίτσας,110 E.T. Δήμου Καρδίτσας,543,340,7,0,7,333,206,22,67,8,116,35,85,49,2,10,10,5,23,18,30,2,0,11,3,26,1,4,0,2,0,1,0,0,14,1,4,6,4,4,2,4,0,0,2,3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,2,2,1,6,1,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1
25 - Καρδίτσας,111 E.T. Δήμου Καρδίτσας,450,301,4,2,6,295,139,17,41,3,36,24,93,65,4,19,16,16,26,16,33,6,0,9,3,24,6,17,4,4,8,3,2,3,5,0,1,0,0,2,1,11,0,0,1,8,3,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,11,6,6
25 - Καρδίτσας,112 E.T. Δήμου Καρδίτσας,458,273,5,2,7,266,116,7,38,10,36,19,60,51,4,21,9,11,22,10,36,5,0,6,0,29,6,7,3,4,1,2,1,3,15,3,4,5,0,3,2,3,0,0,0,3,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,9,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,3,13,10,9
25 - Καρδίτσας,113 E.T. Δήμου Καρδίτσας,467,306,3,2,5,301,137,12,42,5,44,22,75,48,3,18,9,9,25,7,41,6,0,3,5,37,5,21,3,8,5,7,1,3,8,5,0,0,0,0,1,8,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,6,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,4,2,4,0,0,1,1,1,1,0,0,3,1,0,0,0,5,4,11,7,5
25 - Καρδίτσας,114 E.T. Δήμου Καρδίτσας,435,263,3,0,3,260,108,9,32,2,62,14,50,66,6,34,14,11,36,4,28,3,0,4,0,21,5,17,2,9,10,4,2,1,14,5,3,0,4,2,0,8,0,1,4,7,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,7,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,6,5,4
25 - Καρδίτσας,115 E.T. Δήμου Καρδίτσας,472,317,13,1,14,303,131,14,29,5,48,35,64,61,4,19,1,8,37,8,29,9,0,3,2,17,4,22,2,3,5,6,1,3,13,2,3,4,1,3,2,16,1,2,1,11,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,1,1,1,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,16,8,7
25 - Καρδίτσας,116 E.T. Δήμου Καρδίτσας,418,297,6,2,8,289,92,7,42,10,24,10,55,91,5,15,7,78,14,9,52,3,0,12,1,45,6,19,2,16,12,5,1,0,6,2,1,1,0,2,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,5,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,3,2,1,1,1,0,1,0,0,1,1,0,0,7,4,1
25 - Καρδίτσας,117 E.T. Δήμου Καρδίτσας,457,343,5,3,8,335,118,2,48,9,18,26,83,77,6,14,3,61,27,7,78,5,1,7,5,73,10,34,2,2,18,11,1,3,7,2,1,2,1,1,1,2,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4
25 - Καρδίτσας,118 E.T. Δήμου Καρδίτσας,596,419,4,1,5,414,166,24,41,7,28,28,123,66,5,23,16,13,30,13,75,5,0,26,7,66,14,61,7,26,12,34,2,19,11,4,2,3,1,3,1,8,2,1,4,4,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,8,3,0,0,1,1,0,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,4,2,2
25 - Καρδίτσας,119 E.T. Δήμου Καρδίτσας,362,250,3,2,5,245,99,9,41,13,34,14,55,77,4,22,3,48,25,9,29,1,0,9,3,23,8,13,2,4,3,2,5,2,7,2,1,0,1,0,1,4,1,0,2,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1
25 - Καρδίτσας,120 E.T. Δήμου Καρδίτσας,322,207,1,1,2,205,88,6,41,23,26,27,27,43,4,13,0,25,15,8,38,1,0,4,1,33,3,8,1,2,3,1,6,0,1,0,0,0,0,0,1,10,2,2,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,4,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,1
25 - Καρδίτσας,121 E.T. Δήμου Καρδίτσας,573,374,11,1,12,362,189,13,88,8,55,40,104,56,6,6,11,9,34,9,53,3,1,10,1,46,14,11,2,2,4,3,0,2,9,2,2,4,6,2,1,5,3,1,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,11,1,3,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,4,10,9,5
