ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΟΥ ΜΑΡΙΑ του Βασιλείου,ΚΑΝΔΥΛΗ-ΜΥΚΩΝΙΑΤΗ ΑΓΝΗ του Ανδρέα,ΤΖΗΚΑΛΑΓΙΑΣ ΖΗΣΗΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΑΓΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΣΙΣΙΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΕΛΙΓΙΟΡΙΔΟΥ ΟΛΥΜΠΙΑ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΑΡΣΑΜΗΣ ΚΟΣΜΑΣ του Μιχαήλ,ΝΤΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ευάγγελου,ΤΣΑΛΟΥΚΙΔΟΥ ΑΘΗΝΑ του Αχιλλέα,Κ.Κ.Ε.,ΓΡΑΜΜΕΝΟΥ ΓΙΑΝΝΟΥΛΑ (ΑΝΝΕΤΑ) του Γεωργίου,ΣΑΛΒΑΡΙΝΑ ΑΝΤΩΝΙΑ (ΤΟΝΙΑ) του Δημητρίου,ΤΙΓΚΑΣ ΓΕΩΡΓΙΟΣ του Αλέξανδρου,Ελληνική Λύση - Κ. Βελόπουλος,ΠΑΥΛΟΥ ΧΡΗΣΤΟΣ του Παύλου,ΣΑΛΤΖΙΔΟΥ ΜΑΡΙΑ του Ελλάδιου,ΣΙΔΗΡΟΠΟΥΛΟΣ ΑΝΕΣΤΗΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΟΥΛΗ ΦΙΛΙΑ του Δημητρίου,ΛΙΟΥΖΑΣ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΜΟΣΧΟΣ ΧΡΙΣΤΟΣ του Δημητρίου,Κ.Κ.Ε. (μ-λ),ΜΙΧΑΗΛ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΓΚΟΣΔΑ ΑΓΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΝΟΥΣΑΡΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Λαζάρου,Κίνημα 21,ΚΑΖΑΝΑ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΟΥΔΗΣ ΝΑΟΥΜ του Βασιλείου,ΝΙΚΗ,ΖΗΣΗΣ ΣΤΕΛΙΟΣ του Βασιλείου,ΚΟΥΣΟΥΝΗΣ ΓΕΡΑΣΙΜΟΣ του Αλεξίου,ΣΑΡΗΓΙΑΝΝΙΔΟΥ ΣΟΦΙΑ του Κυριάκου,κοινωνία αξιών,ΚΥΡΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΤΣΙΧΛΗΣ ΑΝΤΩΝΙΟΣ του Ευάγγελου,Μ-Λ Κ.Κ.Ε.,ΚΑΡΕΛΑ ΓΕΩΡΓΙΑ του Νικολάου,Ελλήνων Συνέλευσις,ΚΑΤΣΙΜΑΝΤΟΥ ΕΛΕΝΗ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΣΤΟΥΜΠΟΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,Ένωση Κεντρώων,ΜΑΝΟΥ ΕΜΜΑΝΟΥΗΛ του Δημητρίου,ΜΑΡΑΤΣΟΥ ΜΑΡΙΑ του Δημητρίου,ΠΡΟΚΟΠΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΠΟΣΤΟΛΟΥ ΜΑΡΙΑ του Ευριπίδη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΠΑΠΑΣΤΕΡΓΙΟΥ ΑΛΚΙΒΙΑΔΗΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΖΑΦΕΙΡΙΑΔΟΥ ΜΑΡΙΑ του Ηλία,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΟΥΛΙΑΣ ΗΛΙΑΣ του Θωμά,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΣΛΑΝΙΔΗΣ ΙΠΠΟΚΡΑΤΗΣ του Αναστασίου,ΕΑΝ...,ΣΟΥΝΤΑΣ ΜΑΡΙΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΟΥΣΤΑΜΠΑΣΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Μιλτιάδη
16 - Καστοριάς,1 E.T. Δήμου Άργους Ορεστικού,45,30,0,0,0,30,10,3,0,6,5,4,0,1,6,5,0,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
16 - Καστοριάς,2 E.T. Δήμου Άργους Ορεστικού,480,298,2,1,3,295,127,57,17,43,60,27,0,30,36,18,4,2,11,4,2,1,18,5,3,3,10,0,6,2,0,0,0,0,1,0,1,0,4,3,6,1,0,4,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,1,6,2,0,0,1,1,0,0,2,1,6,6
16 - Καστοριάς,3 E.T. Δήμου Άργους Ορεστικού,538,320,10,4,14,306,129,66,22,28,87,37,4,42,18,4,2,4,14,4,2,4,14,6,3,1,6,0,3,0,0,0,1,0,0,0,1,1,1,0,11,4,1,1,2,1,0,0,0,0,3,3,0,0,0,0,0,0,1,1,1,1,1,1,5,4,0,0,0,0,11,6
16 - Καστοριάς,4 E.T. Δήμου Άργους Ορεστικού,558,353,9,3,12,341,156,77,18,47,89,35,2,48,23,11,1,4,14,4,1,3,17,4,4,2,3,0,0,2,0,0,0,0,1,1,1,1,1,1,8,4,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,2,1,0,10,8,0,0,0,0,12,6
16 - Καστοριάς,5 E.T. Δήμου Άργους Ορεστικού,542,296,3,6,9,287,113,58,14,33,65,26,0,35,25,9,3,7,19,3,1,10,18,3,5,3,8,0,1,5,0,0,0,0,0,0,0,0,4,0,12,3,1,4,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,8,3,0,0,2,1,0,0,1,0,8,5
16 - Καστοριάς,6 E.T. Δήμου Άργους Ορεστικού,550,307,7,0,7,300,120,63,23,24,65,22,7,28,26,8,4,10,20,9,1,5,15,7,1,2,3,0,0,2,0,0,0,0,2,2,0,0,2,1,25,13,4,4,0,0,0,0,0,0,2,1,0,1,3,0,2,0,0,0,3,1,0,0,7,5,1,0,1,0,5,2
16 - Καστοριάς,7 E.T. Δήμου Άργους Ορεστικού,547,292,1,3,4,288,105,43,16,37,68,28,4,30,31,14,3,3,7,3,0,3,17,8,2,0,10,0,4,6,1,0,0,0,1,1,3,0,2,1,17,2,6,5,3,1,0,0,0,0,3,1,2,0,0,0,0,0,1,0,2,1,1,0,8,7,1,0,1,1,6,5
16 - Καστοριάς,8 E.T. Δήμου Άργους Ορεστικού,549,305,1,1,2,303,107,53,20,28,79,37,3,37,32,4,9,9,15,6,1,4,30,15,6,0,7,2,2,2,2,1,0,0,2,1,1,0,1,1,9,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,1,0,3,1,0,0,0,0,8,2
16 - Καστοριάς,9 E.T. Δήμου Άργους Ορεστικού,554,332,7,2,9,323,135,60,28,29,68,23,1,40,19,7,2,6,15,4,1,6,20,7,2,0,13,2,4,2,0,0,0,0,2,1,4,2,2,0,17,6,2,5,1,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,4,4,0,0,7,5,2,2,0,0,10,7
16 - Καστοριάς,10 E.T. Δήμου Άργους Ορεστικού,551,323,3,4,7,316,110,56,20,30,69,29,1,38,45,21,5,8,14,6,0,3,16,6,3,3,14,0,2,9,0,0,0,0,0,0,2,1,2,2,23,9,2,7,0,0,2,1,0,0,2,0,2,0,2,0,2,0,2,2,0,0,1,0,3,2,0,0,0,0,9,7
16 - Καστοριάς,11 E.T. Δήμου Άργους Ορεστικού,578,370,13,3,16,354,156,89,31,26,75,29,3,39,27,14,2,8,15,2,2,4,20,6,4,1,12,1,1,9,1,0,0,0,1,0,2,0,7,2,8,3,1,3,0,0,3,3,0,0,1,1,0,0,5,0,2,2,0,0,5,5,0,0,6,3,1,1,1,0,8,4
16 - Καστοριάς,12 E.T. Δήμου Άργους Ορεστικού,563,342,18,3,21,321,132,57,25,41,64,26,1,30,19,8,0,7,12,2,2,6,23,12,4,3,14,3,2,7,0,0,0,0,2,0,5,3,7,5,15,12,2,0,1,1,0,0,0,0,3,2,0,1,1,0,0,1,1,1,4,3,0,0,10,10,0,0,2,0,6,3
16 - Καστοριάς,13 E.T. Δήμου Άργους Ορεστικού,552,339,6,4,10,329,123,64,24,18,84,30,4,44,28,12,4,2,19,6,1,5,12,8,2,1,9,0,2,3,0,0,0,0,3,2,6,3,8,3,14,6,2,2,0,0,0,0,0,0,6,1,4,0,1,0,0,0,2,2,2,0,0,0,3,2,0,0,1,0,8,4
16 - Καστοριάς,14 E.T. Δήμου Άργους Ορεστικού,574,340,3,3,6,334,144,61,19,50,44,11,4,25,69,41,2,15,33,9,1,2,12,6,1,2,2,0,1,0,1,0,0,0,2,1,2,2,1,1,7,3,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,3,3,0,0,9,3
16 - Καστοριάς,15 E.T. Δήμου Άργους Ορεστικού,219,102,0,0,0,102,54,36,6,12,20,3,0,17,7,2,0,5,9,5,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16 - Καστοριάς,16 E.T. Δήμου Άργους Ορεστικού,211,112,5,0,5,107,47,17,7,18,32,8,0,24,9,4,1,1,8,3,0,1,6,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
16 - Καστοριάς,17 E.T. Δήμου Άργους Ορεστικού,251,72,0,0,0,72,21,14,2,4,19,8,2,8,8,4,0,1,9,2,2,5,3,1,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
16 - Καστοριάς,18 E.T. Δήμου Άργους Ορεστικού,223,112,0,1,1,111,59,31,8,11,22,6,2,13,10,7,1,0,6,2,0,0,7,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
16 - Καστοριάς,19 E.T. Δήμου Άργους Ορεστικού,552,304,6,1,7,297,156,83,21,41,56,11,2,36,35,9,5,5,5,1,1,1,13,6,2,0,4,1,0,3,0,0,0,0,1,1,0,0,5,4,8,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,2,0,0,3,2,6,1
16 - Καστοριάς,20 E.T. Δήμου Άργους Ορεστικού,355,167,2,1,3,164,86,47,13,18,9,5,0,2,6,1,1,1,10,0,1,5,13,5,4,1,1,1,0,0,0,0,0,0,1,1,1,1,3,1,22,5,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10,8
16 - Καστοριάς,21 E.T. Δήμου Άργους Ορεστικού,203,89,5,0,5,84,35,21,6,5,14,7,1,5,7,2,1,2,5,1,1,3,5,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,6,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
16 - Καστοριάς,22 E.T. Δήμου Άργους Ορεστικού,236,98,3,0,3,95,28,12,1,12,14,6,0,8,23,8,8,4,4,1,0,1,5,0,2,0,9,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0
16 - Καστοριάς,23 E.T. Δήμου Άργους Ορεστικού,185,83,2,1,3,80,34,15,2,14,24,8,1,14,7,3,1,1,7,2,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 - Καστοριάς,24 E.T. Δήμου Άργους Ορεστικού,291,112,3,2,5,107,31,18,0,9,36,10,2,20,21,4,7,2,2,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
16 - Καστοριάς,25 E.T. Δήμου Άργους Ορεστικού,487,204,3,5,8,196,101,15,20,60,26,1,2,19,12,4,2,5,12,6,1,1,9,4,1,3,6,2,0,2,0,0,0,0,1,0,2,0,0,0,11,2,2,4,0,0,1,1,1,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10,3
16 - Καστοριάς,26 E.T. Δήμου Άργους Ορεστικού,480,253,3,1,4,249,131,31,23,66,43,7,0,30,22,6,1,10,15,13,0,1,7,4,1,0,6,1,2,1,1,1,0,0,0,0,3,1,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,3,3,1,0,2,0,2,1
16 - Καστοριάς,27 E.T. Δήμου Άργους Ορεστικού,633,410,9,2,11,399,194,78,37,57,89,3,7,71,24,4,16,1,6,1,0,0,17,10,3,1,12,1,1,1,1,0,1,1,4,2,3,1,2,1,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,1
16 - Καστοριάς,28 E.T. Δήμου Άργους Ορεστικού,476,222,2,0,2,220,103,38,8,47,37,2,2,25,16,9,2,2,16,16,0,0,11,2,2,1,9,0,2,5,0,0,0,0,1,0,0,0,6,5,5,1,1,2,0,0,0,0,1,1,2,1,1,0,2,0,1,1,0,0,0,0,0,0,2,2,0,0,3,3,6,0
16 - Καστοριάς,29 E.T. Δήμου Άργους Ορεστικού,442,248,5,2,7,241,136,46,9,75,37,6,1,27,19,7,7,2,15,14,0,0,8,3,2,0,5,0,0,4,0,0,0,0,2,2,1,1,5,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,6,4
16 - Καστοριάς,30 E.T. Δήμου Άργους Ορεστικού,539,254,1,1,2,252,114,43,20,42,38,3,0,29,24,12,5,4,10,3,2,0,22,12,2,2,3,0,1,2,0,0,8,8,1,0,2,2,4,3,7,2,2,2,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,4,4,0,0,8,4,1,0,0,0,2,2
16 - Καστοριάς,31 E.T. Δήμου Άργους Ορεστικού,539,237,2,0,2,235,105,30,11,57,36,0,1,27,17,8,2,1,4,2,0,1,18,11,0,1,6,1,0,4,0,0,7,7,0,0,1,1,1,1,25,9,3,8,1,1,2,1,0,0,1,0,0,0,2,0,1,1,1,1,0,0,2,0,2,1,0,0,0,0,4,2
16 - Καστοριάς,32 E.T. Δήμου Άργους Ορεστικού,400,260,6,3,9,251,111,44,22,33,49,5,0,37,34,18,9,2,15,7,1,2,12,3,3,1,7,5,0,1,0,0,0,0,0,0,0,0,4,2,7,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,1,1,0,0,1,0,4,3
16 - Καστοριάς,33 E.T. Δήμου Καστοριάς,268,130,2,0,2,128,49,23,8,14,33,0,2,26,11,5,0,5,4,0,3,0,12,5,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,8,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2
16 - Καστοριάς,34 E.T. Δήμου Καστοριάς,502,192,3,0,3,189,80,24,17,29,33,2,0,25,26,2,0,20,7,2,1,1,6,4,0,0,4,2,0,1,0,0,1,0,0,0,1,1,2,1,17,4,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,2,2,0,0,6,4
16 - Καστοριάς,35 E.T. Δήμου Καστοριάς,642,320,5,0,5,315,134,57,29,47,88,6,6,67,25,11,3,4,18,5,2,4,13,4,1,0,10,3,1,5,2,0,1,0,1,1,1,1,2,2,14,10,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
16 - Καστοριάς,36 E.T. Δήμου Καστοριάς,488,345,4,2,6,339,178,96,34,36,65,6,2,55,20,10,2,5,13,1,3,5,15,4,4,2,4,0,2,0,0,0,0,0,0,0,1,1,5,2,19,10,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,0,0,2,2,2,2,3,3,5,3
16 - Καστοριάς,37 E.T. Δήμου Καστοριάς,500,331,5,1,6,325,157,70,34,43,73,5,1,60,21,8,0,5,11,1,1,6,15,12,0,0,5,0,1,2,1,0,1,0,1,0,4,2,5,3,24,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,3
16 - Καστοριάς,38 E.T. Δήμου Καστοριάς,490,330,5,2,7,323,154,69,34,42,80,6,1,67,22,9,2,4,9,2,1,4,7,4,1,1,10,0,2,4,0,0,0,0,0,0,2,0,7,2,18,7,0,5,0,0,0,0,1,1,0,0,0,0,2,0,0,2,2,0,3,1,0,0,1,1,0,0,0,0,5,3
16 - Καστοριάς,39 E.T. Δήμου Καστοριάς,501,308,5,0,5,303,152,62,46,36,90,5,8,68,14,7,0,1,13,4,3,4,7,4,1,0,3,1,1,1,0,0,0,0,1,1,0,0,2,2,12,6,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,2,1,0,0,0,0,0,0,2,1
16 - Καστοριάς,40 E.T. Δήμου Καστοριάς,310,64,1,0,1,63,29,18,5,6,14,1,2,11,12,3,0,6,2,1,0,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
