ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΠΑΚΑ-ΚΥΜΠΑΡΙΔΗ ΚΑΛΛΙΣΘΕΝΗ του Σταύρου,ΣΑΚΑΛΑΚΗ ΑΝΝΑ του Σοφοκλή,ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΣΥΡΙΖΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΛΕΩΝΙΔΑΣ του Κωνσταντίνου,ΕΜΜΑΝΟΥΗΛΙΔΟΥ ΔΗΜΗΤΡΑ του Παναγιώτη,ΠΑΝΑΓΙΩΤΙΔΟΥ ΜΑΡΙΑ (ΜΑΝΙΑ) του Αντωνίου,ΠΑΠΠΑΣ ΠΕΤΡΟΣ του Μιχαήλ,ΤΟΝΙΚΙΔΗΣ ΠΑΥΛΟΣ του Σπυρίδωνα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου,ΤΟΜΠΟΥΛΙΔΟΥ ΚΥΡΙΑΚΗ του Γεωργίου,ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου,ΧΑΡΑΛΑΜΠΙΔΟΥ ΚΩΝΣΤΑΝΤΙΑ - ΑΥΡΑ (ΝΤΙΝΑ) του Γεωργίου,ΧΑΡΤΟΜΑΤΣΙΔΟΥ - ΝΤΑΣΗ ΑΝΑΣΤΑΣΙΑ του Σωτηρίου,Κ.Κ.Ε.,ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη,ΝΙΚΟΛΑΪΔΟΥ ΣΤΑΥΡΟΥΛΑ του Κοσμά,ΣΜΥΔΑΚΗΣ ΧΑΜΟΥΡΟΥΔΗΣ ΗΛΙΑΣ του Παρασκευά,ΤΕΜΕΚΕΝΙΔΟΥ ΠΑΡΘΕΝΑ (ΜΕΜΑ) του Ιωάννη,ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΓΓΕΛΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΜΠΑΣΛΗ ΜΑΡΙΑ του Αποστόλου,ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ (ΝΟΥΛΑ) του Ιωάννη,ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΜΑΛΙΑΡΑ ΔΕΣΠΟΙΝΑ του Άγγελου,ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΡΕΠΠΑΣ ΣΤΕΦΑΝΟΣ του Σταματίου,ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΥΡΑΓΑΝΗ ΜΑΡΙΑ ΔΗΜΗΤΡΑ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΒΑ ΚΩΝΣΤΑΝΤΙΝΑ του Στυλιανού,Ο.Κ.Δ.Ε.,ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΔΡΕΑΔΟΥ ΗΛΕΚΤΡΑ του Ιωάννη,ΔΑΝΑΚΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΜΑΡΟΥΛΑΣΟΒ ΛΕΩΝΙΔΑΣ του Τσαμπούκα,Κίνημα 21,ΣΙΑΓΓΑΝΑΣ ΜΙΧΑΗΛ του Ιωάννη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΠΑΜΑ ΣΠΥΡΟΥΛΑ του Ιωάννη,ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΠΟΥΛΙΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΡΑΓΤΖΗ ΝΙΚΗ του Ιωάννη,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΔΗΜΟΣΘΕΝΗΣ του Μιχαήλ,ΝΙΚΗ,ΘΕΟΧΑΡΑΚΗΣ ΗΛΙΑΣ του Αθανασίου,ΚΑΜΠΑΤΑΓΗ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΚΕΜΕΝΤΣΕΤΣΙΔΗΣ ΙΩΑΝΝΗΣ του Θεοφίλου,κοινωνία αξιών,ΘΗΡΑΙΟΥ ΕΛΕΥΘΕΡΙΑ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΟΥ ΑΝΝΑ του Κυριάκου,ΟΥΖΟΥΝΙΔΗΣ ΜΑΡΙΟΣ του Γρηγόριου,ΤΖΩΡΤΖΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευάγγελου,Ελλήνων Συνέλευσις,ΑΠΑΤΣΙΔΟΥ ΧΡΙΣΤΙΝΑ του Παναγιώτη,ΔΑΝΙΗΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Λαζάρου,ΜΙΧΑΗΛΙΔΗΣ ΠΑΥΛΟΣ του Αντωνίου,Ένωση Κεντρώων,ΚΑΡΑΚΩΣΤΗΣ ΔΗΜΗΤΡΙΟΣ του Στέργιου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΑΛΑΒΑΝΙΔΟΥ ΒΑΣΙΛΙΚΗ του Δημοσθένη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΙΣΑΡΙΔΗΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΚΑΡΑΜΙΧΑΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΑΝΑΝΙΑΔΗΣ ΖΑΧΑΡΙΑΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΔΗΜΗΤΡΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΝΤΑΒΑΡΙΔΟΥ ΜΑΡΙΑ του Νικολάου,ΕΑΝ...,ΠΑΠΑΛΕΞΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΜΟΥΡΑΤΙΔΗΣ ΧΡΗΣΤΟΣ του Παύλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΙΟΥΡΗ ΕΥΑΓΓΕΛΙΑ του Σωτηρίου
10 - Κιλκίς,84 E.T. Δήμου Κιλκίς,305,192,3,1,4,188,68,35,18,4,1,8,30,2,1,2,13,11,53,43,0,8,0,0,17,1,1,1,0,12,3,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0
10 - Κιλκίς,85 E.T. Δήμου Κιλκίς,145,95,2,0,2,93,47,20,16,0,3,8,11,2,1,0,7,1,12,3,0,8,0,0,2,1,0,0,0,0,5,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4
10 - Κιλκίς,86 E.T. Δήμου Κιλκίς,327,134,1,1,2,132,49,7,26,4,0,3,8,0,0,1,4,2,27,13,2,8,0,0,5,0,0,0,0,1,20,2,2,4,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,3,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,5,1,1,1,0,0,0,0,0,0,0,1,1
10 - Κιλκίς,87 E.T. Δήμου Κιλκίς,410,224,3,1,4,220,116,43,43,16,1,8,16,4,0,0,6,5,30,18,0,11,0,0,0,0,0,0,0,0,15,1,12,1,1,0,2,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,19,10,1,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,1,1,3,2,0,0,0,0,0,0,4,4
10 - Κιλκίς,88 E.T. Δήμου Κιλκίς,386,216,1,1,2,214,124,32,57,15,3,15,24,2,4,0,4,12,15,12,0,3,0,0,1,0,0,0,0,0,12,1,4,0,2,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,3,2
10 - Κιλκίς,89 E.T. Δήμου Κιλκίς,375,239,0,4,4,235,127,36,35,14,2,37,23,5,1,1,6,7,21,17,1,3,0,0,4,2,1,0,0,1,18,0,4,1,11,0,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,19,7,2,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,3,2,7,5
10 - Κιλκίς,90 E.T. Δήμου Κιλκίς,361,227,14,0,14,213,102,39,22,12,5,21,20,2,0,2,4,10,32,22,0,6,0,0,5,0,1,0,0,1,17,2,2,1,7,0,3,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,16,8,0,3,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3,2,0,0,0,0,0,0,0,0,2,2,0,0,1,1,6,3
10 - Κιλκίς,91 E.T. Δήμου Κιλκίς,490,230,8,0,8,222,97,13,55,9,1,13,21,2,1,0,8,8,58,24,6,25,1,2,5,0,0,1,1,0,20,2,1,0,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,6,2,1,2,1,1,0,0,0,0,0,0,1,0,1,0,3,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,3,3
10 - Κιλκίς,92 E.T. Δήμου Κιλκίς,444,216,12,1,13,203,92,54,27,0,1,0,16,1,4,3,4,0,48,21,1,24,1,0,3,0,1,0,0,2,21,7,1,2,5,1,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,0,2,0,1,1,5,5
10 - Κιλκίς,93 E.T. Δήμου Κιλκίς,133,79,1,0,1,78,33,19,5,7,2,0,8,2,0,0,2,3,9,7,0,2,0,0,1,1,0,0,0,0,16,1,7,1,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
10 - Κιλκίς,94 E.T. Δήμου Κιλκίς,360,193,2,1,3,190,94,23,39,10,8,9,11,0,2,2,2,1,28,17,1,8,0,0,9,0,2,1,2,2,16,3,2,0,7,1,5,0,1,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,7,7
10 - Κιλκίς,95 E.T. Δήμου Κιλκίς,566,264,6,0,6,258,80,30,17,22,1,9,43,0,3,3,10,25,61,38,12,10,0,1,21,3,1,2,1,5,14,2,3,1,5,0,1,0,0,0,0,0,9,8,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,12,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,9,4
10 - Κιλκίς,96 E.T. Δήμου Κιλκίς,299,166,3,0,3,163,77,19,31,7,3,11,11,0,0,2,5,3,21,10,0,10,0,0,5,0,0,0,0,5,11,2,3,1,0,1,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,13,6,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,9,8
10 - Κιλκίς,97 E.T. Δήμου Κιλκίς,303,168,4,0,4,164,79,26,27,14,5,7,10,1,3,0,3,2,27,19,1,5,0,2,18,0,0,0,0,17,9,1,3,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0,0,1,0,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2
10 - Κιλκίς,98 E.T. Δήμου Κιλκίς,347,193,0,0,0,193,58,35,12,4,2,4,32,2,3,1,13,11,47,5,0,42,0,0,19,6,0,0,0,8,11,0,1,2,8,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,3,12,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
10 - Κιλκίς,99 E.T. Δήμου Κιλκίς,364,198,0,0,0,198,106,40,36,6,3,19,24,1,1,1,6,14,19,9,1,7,0,0,6,3,0,0,0,0,15,1,4,2,5,0,6,1,0,1,0,0,2,2,0,0,0,0,1,0,0,0,3,1,3,2,0,0,0,0,5,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
10 - Κιλκίς,100 E.T. Δήμου Κιλκίς,429,186,2,2,4,182,64,19,27,8,4,4,41,5,2,0,5,25,31,6,3,21,0,0,27,1,2,0,3,13,6,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,0,3,2
10 - Κιλκίς,101 E.T. Δήμου Κιλκίς,301,113,2,0,2,111,63,8,23,17,1,13,1,0,0,1,0,0,6,5,0,1,0,0,2,0,1,0,0,1,11,1,4,0,5,1,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3
10 - Κιλκίς,102 E.T. Δήμου Κιλκίς,459,240,2,0,2,238,93,29,21,17,5,16,27,2,2,4,6,6,62,27,1,34,0,0,18,0,3,0,2,5,15,1,3,6,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3
10 - Κιλκίς,103 E.T. Δήμου Κιλκίς,209,104,0,1,1,103,79,16,34,13,3,9,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,2,10,0,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
10 - Κιλκίς,104 E.T. Δήμου Κιλκίς,460,248,3,0,3,245,129,66,27,7,2,19,21,3,1,3,9,5,42,21,0,17,0,1,6,2,0,0,1,2,16,2,2,1,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,1,0,0,0,0,2,2,0,0,2,2
10 - Κιλκίς,105 E.T. Δήμου Κιλκίς,447,220,3,4,7,213,117,62,29,10,5,6,19,0,2,0,7,6,20,8,0,12,0,0,1,0,0,1,0,0,22,7,6,1,4,1,2,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,4,2,4,1,0,2,0,0,14,9,0,3,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2
10 - Κιλκίς,106 E.T. Δήμου Κιλκίς,453,221,9,0,9,212,128,69,26,13,3,17,21,0,0,5,8,4,22,15,0,6,0,0,4,0,1,0,0,2,13,3,7,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,0,0,4,4
10 - Κιλκίς,107 E.T. Δήμου Κιλκίς,467,231,10,0,10,221,115,70,19,9,1,11,13,1,0,2,3,7,32,17,1,13,0,0,8,1,0,2,2,2,31,15,5,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
10 - Κιλκίς,108 E.T. Δήμου Κιλκίς,536,213,4,0,4,209,134,109,15,6,2,0,16,1,1,1,6,2,17,4,0,12,1,0,6,1,0,1,1,2,12,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0,1,0,0,0,7,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9
10 - Κιλκίς,109 E.T. Δήμου Κιλκίς,442,192,1,1,2,190,77,35,18,10,8,2,29,1,1,0,5,19,25,13,2,4,0,1,14,3,1,1,0,3,19,7,2,1,4,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,2,2,0,1,0,0,0,8,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1
10 - Κιλκίς,110 E.T. Δήμου Κιλκίς,462,191,2,3,5,186,85,26,15,30,4,2,29,2,3,4,1,13,36,22,1,10,0,1,5,0,2,1,1,0,14,4,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,2
10 - Κιλκίς,111 E.T. Δήμου Κιλκίς,449,209,5,2,7,202,92,31,15,21,4,14,22,2,2,2,4,9,39,21,0,15,0,0,3,1,0,0,0,2,19,3,4,6,4,0,8,2,2,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,1,0,0,1,0,7,3
10 - Κιλκίς,112 E.T. Δήμου Κιλκίς,502,134,2,1,3,131,75,39,21,13,0,1,15,1,0,0,5,5,20,13,1,4,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,5,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2
10 - Κιλκίς,113 E.T. Δήμου Κιλκίς,504,170,4,1,5,165,92,51,6,30,1,3,19,1,0,1,2,15,34,20,1,9,0,2,3,0,0,0,2,1,8,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
10 - Κιλκίς,114 E.T. Δήμου Κιλκίς,531,140,9,2,11,129,66,36,10,14,4,1,20,3,2,1,8,5,28,14,2,9,0,1,0,0,0,0,0,0,8,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 - Κιλκίς,115 E.T. Δήμου Κιλκίς,504,307,6,1,7,300,143,29,87,8,7,3,28,3,6,2,6,7,49,29,0,19,0,0,19,2,8,1,3,0,10,1,4,0,4,1,9,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,17,8,2,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,5,1,0,3,0,0,0,0,3,2,0,0,1,0,8,6
10 - Κιλκίς,116 E.T. Δήμου Κιλκίς,520,349,4,1,5,344,157,32,102,15,3,2,30,3,5,2,12,6,49,31,0,13,0,1,14,3,5,0,2,2,18,2,2,3,3,3,6,0,3,0,1,0,3,3,0,0,0,0,1,0,1,0,3,2,4,0,0,1,1,0,24,14,5,1,1,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,2,0,5,0,2,1,0,0,18,12
10 - Κιλκίς,117 E.T. Δήμου Κιλκίς,406,252,2,4,6,246,107,24,43,24,3,3,48,0,2,1,4,33,41,25,0,16,0,0,9,1,0,1,1,4,16,2,4,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,2,0,1,0,0,0,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,4,4,2,1,0,0,1,1,3,2
10 - Κιλκίς,118 E.T. Δήμου Κιλκίς,468,262,7,0,7,255,66,12,16,6,5,20,49,3,2,0,16,23,74,28,0,46,0,0,35,6,20,0,2,3,8,0,4,0,4,0,4,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
10 - Κιλκίς,119 E.T. Δήμου Κιλκίς,468,245,4,0,4,241,60,14,12,8,5,16,29,3,0,0,12,11,79,36,2,39,0,0,32,1,23,1,0,2,10,1,0,1,5,0,4,3,0,0,0,1,2,1,1,1,0,0,1,0,1,0,1,1,2,0,0,0,0,0,5,0,1,3,0,0,5,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,6,4
10 - Κιλκίς,120 E.T. Δήμου Κιλκίς,643,337,3,0,3,334,94,19,35,13,7,16,28,2,2,2,6,12,142,122,0,15,0,0,15,3,2,0,2,2,19,2,5,1,8,0,2,0,0,0,0,1,3,2,1,0,0,0,1,1,0,0,1,0,2,0,2,0,0,0,10,7,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,3,1,1,0,0,0,0,0,9,5
10 - Κιλκίς,121 E.T. Δήμου Κιλκίς,428,259,1,4,5,254,197,30,120,12,9,20,4,0,2,0,2,0,12,6,0,5,1,0,1,0,0,0,1,0,11,2,2,1,3,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,14,8,5,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,3
10 - Κιλκίς,122 E.T. Δήμου Κιλκίς,432,266,17,1,18,248,160,39,90,13,1,10,9,0,4,0,0,1,3,1,0,2,0,0,7,0,3,0,0,1,19,3,1,2,5,2,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,4,5,4,0,0,8,0,7,0,0,0,1,0,1,0,3,3,1,1,3,1,1,0,0,0,3,1,1,0,3,3,0,0,4,3
10 - Κιλκίς,123 E.T. Δήμου Κιλκίς,438,274,0,0,0,274,186,28,131,11,8,5,8,1,0,1,3,0,21,7,2,9,0,1,3,2,1,0,0,0,19,3,2,0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,3,4,4,0,0,13,0,8,5,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,2,2,0,1,1
10 - Κιλκίς,124 E.T. Δήμου Κιλκίς,429,238,3,0,3,235,164,33,110,12,2,2,5,2,2,0,0,1,13,3,1,7,1,1,10,1,3,0,1,3,12,3,2,2,3,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,8,3,3,1,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,7,5
10 - Κιλκίς,125 E.T. Δήμου Κιλκίς,485,306,2,1,3,303,177,62,58,44,5,1,24,5,2,0,10,5,31,22,0,9,0,0,9,1,3,0,0,2,15,2,3,1,3,1,3,1,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,12,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,2,2,1,0,0,0,2,0,3,2,0,0,1,0,1,0,10,7
10 - Κιλκίς,126 E.T. Δήμου Κιλκίς,501,284,2,0,2,282,160,54,53,36,9,5,30,3,1,4,11,5,30,16,0,14,0,0,10,1,3,0,0,2,23,4,5,6,3,0,6,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,12,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,1,0,0,0,0,5,3
10 - Κιλκίς,127 E.T. Δήμου Κιλκίς,581,336,0,3,3,333,182,39,105,19,5,2,43,2,6,2,15,11,49,25,0,21,0,0,6,0,0,1,1,3,16,2,5,0,5,1,6,1,2,0,1,1,1,1,0,0,0,0,1,0,0,0,3,2,2,1,0,0,0,0,13,6,4,1,0,0,1,0,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,1
10 - Κιλκίς,128 E.T. Δήμου Κιλκίς,432,269,4,2,6,263,87,31,24,17,1,7,33,4,2,0,6,5,49,31,0,12,0,0,13,1,2,0,0,3,44,5,10,6,14,1,4,1,1,1,1,0,3,1,1,1,0,0,1,1,0,0,1,1,2,1,0,1,0,0,4,0,2,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,1,4,0,3,0,0,0,0,0,2,0,0,0,0,0,10,5
10 - Κιλκίς,129 E.T. Δήμου Κιλκίς,429,244,2,2,4,240,112,47,24,22,6,2,22,2,2,1,1,6,38,19,0,16,0,0,8,2,1,0,0,0,28,4,2,3,13,3,5,0,3,1,1,0,2,0,0,0,0,0,2,1,0,0,1,0,3,0,0,1,0,1,6,2,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,5,2,1,0,0,0,0,0,1,0,0,0,1,1,2,2
10 - Κιλκίς,130 E.T. Δήμου Κιλκίς,428,221,7,2,9,212,55,17,28,4,0,2,34,2,1,0,14,14,19,12,0,6,1,0,53,2,48,0,1,1,18,7,3,0,7,0,6,0,0,0,4,0,1,1,3,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,4,1,1,2,0,0,1,0,0,0,1,1,3,1,1,0,2,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,4,1
10 - Κιλκίς,131 E.T. Δήμου Κιλκίς,426,198,2,0,2,196,23,10,4,3,4,2,45,2,3,1,21,13,52,17,0,33,0,1,41,0,41,0,0,0,12,3,4,1,3,0,2,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,1,1,0,0,9,6
