ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΟΥΤΣΗΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Βασιλείου,ΚΑΦΟΥΡΟΣ ΜΑΡΚΟΣ του Εμμανουήλ,ΜΟΝΟΓΥΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΠΡΙΝΙΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΦΟΡΤΩΜΑΣ ΦΙΛΙΠΠΟΣ του Αριστοτέλη,ΧΑΛΚΙΑ ΑΝΘΗ του Γεωργίου,ΣΥΡΙΖΑ,ΒΛΑΣΤΑΡΗ ΕΙΡΗΝΗ του Κωνσταντίνου,ΓΛΕΖΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΚΑΡΑΜΟΛΕΓΚΟΥ ΘΑΛΛΕΛΑΙΑ (ΙΑΚΩΒΙΝΑ - ΘΑΛΕΙΑ) του Ηλία,ΜΑΡΑΓΚΟΣ ΓΕΩΡΓΙΟΣ του Ισιδώρου,ΣΥΡΜΑΛΕΝΙΟΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΧΑΝΙΩΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ (ΑΝΤΩΝΑΚΗ) ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΛΑΣΕΡΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΑΚΡΥΩΝΙΤΗΣ ΓΕΩΡΓΙΟΣ (ΤΖΩΡΤΖΗΣ) του Νικολάου,ΠΟΛΑΤΣΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΟΛΙΤΗ ΟΛΓΑ του Νικολάου,ΠΟΛΥΧΡΟΝΑΚΟΣ ΙΩΑΝΝΗΣ του Αλεξίου (Σέργης),Κ.Κ.Ε.,ΒΛΑΧΟΣ ΑΝΔΡΕΑΣ του Χρήστου,ΓΚΙΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ιωάννη,ΚΑΪΛΗΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,ΚΟΡΡΕΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΡΩΤΟΠΑΠΑ ΦΡΑΤΖΕΣΚΑ του Ιακώβου,ΡΕΜΟΥΝΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΑΜΠΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΜΠΟΥΛΜΕΤΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΣΑΚΕΛΛΑΡΙΟΣ ΝΙΚΟΛΑΟΣ του Φλώρου,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Θεοδώρου,ΧΑΣΤΑΤΖΕΡΗ ΣΟΥΛΙΩΤΗ ΒΑΣΙΛΙΚΗ του Σωκράτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΛΕΖΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΖΟΥΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΕΡΟΥΤΣΟΣ ΙΣΙΔΩΡΟΣ του Ιωάννη,ΠΑΠΙΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΝΤΖΑΣ ΑΘΑΝΑΣΙΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΜΑΚΟΣ ΗΛΙΑΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΣΕΜΙΖΙΔΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΣΙΛΑ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΒΟΥΤΣΙΝΟΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΔΗΜΗΤΡΕΛΟΣ ΛΟΥΚΑΣ του Δημητρίου,ΚΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΛΑΚΙΩΤΗ ΧΡΥΣΟΥΛΑ του Μιχαήλ,Κίνημα 21,ΑΡΑΓΙΑΝΝΗΣ ΕΥΑΓΓΕΛΟΣ του Πέτρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΔΑΜΙΔΗΣ ΦΙΛΙΠΠΟΣ του Παναγιώτη,ΔΗΜΗΤΡΙΟΥ ΠΕΤΡΟΣ του Ευαγγέλου,ΜΑΝΟΥ ΑΛΕΞΑΝΔΡΑ του Ορφέως Γεωργίου,ΜΟΣΧΟΒΗ ΑΝΝΑ του Βασιλείου,ΝΙΚΗ,ΑΥΛΙΤΗ ΘΕΟΔΩΡΑ του Μάρκου,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη,ΣΑΝΗ ΙΩΑΝΝΑ του Νικολάου,ΣΥΡΙΑΝΟΥ ΜΑΡΙΑ της Νικολάου,ΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννου,κοινωνία αξιών,ΧΑΛΑΡΗΣ ΦΙΛΙΠΠΟΣ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΞΑΓΟΡΑΡΗ ΦΩΤΕΙΝΗ του Δημήτρίου,ΟΡΦΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΔΙΠΛΑΡΑΚΗ ΑΝΝΑ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΤΣΩΝΗ ΙΩΑΝΝΑ του Μιχαήλ,Ελλήνων Συνέλευσις,ΒΑΒΛΙΑΚΗ ΣΤΑΥΡΟΥΛΑ του Δημητρίου,ΚΟΥΝΑΔΗΣ ΙΩΑΝΝΗΣ του Ματθαίου,Ένωση Κεντρώων,ΑΑΡΩΝ ΣΤΥΛΙΑΝΟΣ του Δημητρίου,ΔΡΙΛΛΗ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΜΑΝΔΗΛΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΥΡΣΙΑΔΗ ΚΑΛΛΙΟΠΗ - ΔΗΜΗΤΡΑ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΤΖΑΚΑ ΛΕΥΚΗ του Ιωάννη,ΠΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΔΙΑΜΑΝΤΩ του Αθανασίου,ΔΟΓΟΥ ΖΩΓΡΑΦΙΑ του Παντελή,ΛΑΜΠΡΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΜΑΝΩΛΗ ΑΣΗΜΙΝΑ του Γεωργίου,ΣΙΔΕΡΗΣ ΙΩΑΝΝΗΣ του Παύλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΡΒΑΡΑ του Βασιλείου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΥΜΒΡΑΓΟΥΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΒΑΓΙΟΥ ΣΤΥΛΙΑΝΗ του Ιωάννη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΛΜΠΕΡΤΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΒΙΡΒΙΛΗ ΣΤΑΥΡΟΥΛΑ του Σταύρου,ΚΑΜΝΙΤΣΗ ΝΙΟΒΗ του Χρήστου,ΜΑΛΑΚΑΤΕΣ ΕΥΑΓΓΕΛΟΣ του Ιακώβου,ΤΣΟΥΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑΣ ΜΑΤΘΑΙΟΣ του Ιωάννη,ΚΑΛΛΙΒΡΟΥΣΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Στεργίου,ΣΟΦΟΥ ΕΙΡΗΝΗ του Παναγιώτη,ΕΑΝ...,ΑΓΑΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΒΑΛΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΜΠΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Διογένη
51 - Κυκλάδων,35 E.T. Δήμου Θήρας,486,280,4,0,4,276,167,79,104,30,9,14,5,25,1,3,11,1,6,2,22,4,12,2,2,7,5,12,10,3,0,1,1,1,11,4,4,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,0,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,3,4,1,0,1,0,1,1,1,5,3,4,3,0,0,0,0,0,0,4,2,1,2,0,0,0,0,7,7,5
51 - Κυκλάδων,36 E.T. Δήμου Θήρας,476,313,5,5,10,303,208,81,145,42,11,12,6,14,3,1,8,1,3,2,22,3,15,3,0,4,2,7,5,1,0,0,1,2,17,4,6,3,4,3,2,2,1,0,1,1,1,1,1,1,0,0,0,2,2,1,0,1,0,1,0,4,1,0,1,0,7,1,2,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,1,0,5,2,2,2,0,0,0,0,5,4,3
51 - Κυκλάδων,37 E.T. Δήμου Θήρας,489,292,11,2,13,279,163,64,106,52,11,15,10,30,5,5,16,2,10,6,17,6,7,1,1,6,6,12,11,0,0,3,3,3,8,3,3,3,0,2,1,9,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,6,1,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,2,1,1,0,0,0,1,2,1,4,2,5,4,1,1,0,1,0,0,3,0,1,2,0,0,1,1,10,7,7
51 - Κυκλάδων,38 E.T. Δήμου Θήρας,497,286,8,1,9,277,170,68,103,35,12,17,5,30,7,5,11,2,13,4,23,4,11,2,3,8,7,10,10,1,3,2,0,0,11,3,2,1,1,0,1,7,6,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,2,5
51 - Κυκλάδων,39 E.T. Δήμου Θήρας,503,291,10,3,13,278,149,52,87,29,9,18,5,30,4,5,15,4,13,4,25,5,17,1,0,6,3,16,9,0,1,4,3,1,15,4,5,0,6,2,1,6,2,1,0,1,2,2,2,0,0,0,0,3,0,0,0,1,1,1,1,1,1,0,0,0,6,1,1,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,1,0,0,0,0,14,7,7
51 - Κυκλάδων,40 E.T. Δήμου Θήρας,518,334,6,2,8,326,181,102,109,22,8,33,8,34,8,5,23,6,8,1,30,7,20,1,1,13,1,12,5,2,1,1,2,1,18,6,7,1,1,0,1,6,3,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,8,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,2,6,3,2,0,1,1,0,0,0,3,3,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,10,6,6
51 - Κυκλάδων,41 E.T. Δήμου Θήρας,652,419,4,1,5,414,274,101,230,41,7,17,1,28,6,2,16,0,10,4,24,7,9,3,2,9,7,15,9,1,1,1,6,4,32,16,9,3,5,3,3,3,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,0,4,1,2,1,1,11,6,5,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,1,0,2,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,6,3,1
51 - Κυκλάδων,42 E.T. Δήμου Θήρας,408,283,2,0,2,281,180,90,101,57,32,48,6,22,2,6,20,1,6,4,19,4,14,1,0,6,5,11,7,2,1,2,1,1,16,10,7,1,0,2,3,6,3,0,2,0,1,3,3,1,1,0,0,1,1,0,0,0,0,1,1,2,1,1,1,0,3,1,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,4,3,1
51 - Κυκλάδων,43 E.T. Δήμου Θήρας,413,249,5,1,6,243,142,61,84,39,15,29,3,34,9,6,16,6,8,4,23,5,10,3,0,8,6,12,11,2,2,2,1,1,5,3,1,0,1,1,0,4,2,1,1,0,0,3,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,1,1,1,0,1,1,0,0,0,5,2,2
51 - Κυκλάδων,44 E.T. Δήμου Θήρας,490,344,11,2,13,331,200,100,102,73,17,26,5,41,7,7,21,4,10,6,27,14,5,2,1,5,4,8,6,1,1,3,0,0,22,8,3,0,7,7,1,7,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,4,0,3,0,1,2,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,2,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,2,1,1,0,0,5,4,4
51 - Κυκλάδων,45 E.T. Δήμου Θήρας,479,323,8,1,9,314,174,70,107,70,12,19,5,45,2,7,23,12,7,8,21,7,7,3,1,6,4,16,11,2,2,4,0,2,13,6,3,1,0,1,1,9,3,2,3,0,2,3,2,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,6,0,1,2,2,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,4,4,2,1,0,0,0,0,0,0,4,0,2,3,1,0,0,0,7,4,5
51 - Κυκλάδων,46 E.T. Δήμου Θήρας,454,297,8,3,11,286,183,84,121,53,31,24,7,29,4,3,14,8,9,7,17,2,6,2,0,4,2,10,6,1,0,0,0,0,9,3,3,1,1,0,2,5,2,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,1,2,0,0,0,0,0,0,0,1,0,1,1,0,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,0,3,3,2,2,0,0,0,0,0,0,1,0,1,0,3,2,3,0,5,1,1
51 - Κυκλάδων,47 E.T. Δήμου Θήρας,447,297,8,1,9,288,172,77,106,49,17,29,7,38,5,6,28,5,8,3,20,6,5,3,3,5,7,7,6,0,0,0,0,1,13,5,4,1,1,2,2,7,0,0,1,0,2,4,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,8,3,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,5
51 - Κυκλάδων,48 E.T. Δήμου Θήρας,375,277,3,1,4,273,158,76,109,25,14,20,1,17,1,5,9,0,6,2,48,4,42,3,0,5,6,5,5,0,0,1,1,0,11,3,3,1,1,3,4,4,1,1,0,1,0,9,9,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,1,5,1,2
51 - Κυκλάδων,49 E.T. Δήμου Θήρας,346,219,2,1,3,216,108,42,75,16,14,23,1,24,5,0,15,1,10,5,37,0,35,0,0,5,6,3,3,0,0,0,1,1,10,2,4,0,0,1,1,4,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,10,2,5,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,5,4,2
51 - Κυκλάδων,50 E.T. Δήμου Θήρας,548,351,14,1,15,336,122,52,84,25,8,14,4,87,8,8,81,3,16,3,21,3,13,3,0,2,3,38,31,12,3,11,4,1,14,5,6,1,1,4,2,7,5,1,3,0,1,3,2,0,0,0,0,1,0,1,0,0,1,3,1,1,0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,1,8,2,4,0,2,3,0,0,2,1,2,1,0,0,0,0,0,0,4,2,0,1,0,0,2,1,7,5,3
51 - Κυκλάδων,51 E.T. Δήμου Θήρας,529,317,8,1,9,308,139,48,91,31,3,20,7,72,7,6,56,5,15,5,9,3,0,6,1,1,3,31,25,9,0,7,2,2,13,5,2,1,3,5,2,4,1,2,2,1,1,4,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,3,2,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,4,11,7,7
51 - Κυκλάδων,52 E.T. Δήμου Θήρας,534,316,14,0,14,302,132,50,87,27,7,22,4,60,5,3,48,2,16,4,20,3,5,1,0,2,6,28,23,9,2,7,2,3,10,3,2,0,1,2,2,8,5,4,1,0,1,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,1,0,4,4,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,5,1,3,1,2,2,0,0,0,0,1,1,2,0,0,0,2,0,3,1,2,1,0,0,0,0,14,8,8
51 - Κυκλάδων,53 E.T. Δήμου Θήρας,379,212,6,2,8,204,87,37,53,20,3,21,4,26,5,2,20,1,6,5,33,13,12,6,1,11,8,9,7,2,0,3,0,0,4,0,2,0,0,0,1,5,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,10,6,10,1,0,0,0,0,0,0,0,3,3,1,1,2,0,0,0,0,0,3,1,1,1,0,0,2,2,8,4,3
51 - Κυκλάδων,54 E.T. Δήμου Θήρας,453,285,5,1,6,279,150,56,90,23,18,48,3,29,3,4,13,2,10,1,16,2,3,4,0,7,5,18,9,1,0,3,1,2,22,7,3,1,1,0,2,6,4,2,1,4,0,2,2,0,0,0,0,2,1,0,0,1,0,0,0,2,2,0,1,0,17,3,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7,4,3
51 - Κυκλάδων,55 E.T. Δήμου Θήρας,468,298,6,3,9,289,169,77,110,34,20,28,4,20,6,3,15,0,7,1,29,8,7,8,3,7,9,7,6,1,0,1,0,0,14,9,2,3,1,3,1,9,4,3,1,0,2,2,1,0,0,0,0,1,0,0,0,0,0,3,3,2,1,2,0,1,17,7,6,2,7,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,1,0,5,1,2
51 - Κυκλάδων,56 E.T. Δήμου Θήρας,575,372,4,4,8,364,214,75,134,61,17,60,3,31,9,1,21,16,6,3,28,12,7,2,1,9,11,21,17,3,2,3,2,3,18,6,3,2,6,1,2,8,6,4,3,0,1,3,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,2,1,0,3,0,0,0,1,1,0,0,0,0,0,1,1,1,2,2,0,1,0,2,0,2,1,0,0,0,0,0,0,0,3,3,0,0,1,1,1,0,0,0,1,1,0,1,3,2,0,0,19,11,8
51 - Κυκλάδων,57 E.T. Δήμου Θήρας,549,355,11,3,14,341,218,75,134,42,9,70,7,21,3,1,13,0,6,0,14,2,1,0,0,6,1,26,20,1,6,5,4,2,14,4,2,1,0,5,1,4,2,1,0,1,2,3,2,0,0,0,0,1,0,1,0,0,1,3,3,1,0,0,0,0,6,3,1,1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,3,2,0,0,0,0,0,0,6,5,0,0,1,0,0,1,0,0,3,1,1,1,2,2,1,1,9,8,6
51 - Κυκλάδων,58 E.T. Δήμου Θήρας,451,320,9,5,14,306,178,74,118,44,9,33,3,31,6,3,15,9,7,7,39,12,16,4,2,10,8,13,11,2,1,3,1,0,14,3,7,6,3,3,3,2,1,0,0,0,0,2,1,1,1,0,0,2,0,0,1,1,0,2,2,1,1,1,0,0,4,2,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,4,2,2
51 - Κυκλάδων,59 E.T. Δήμου Θήρας,444,322,9,2,11,311,186,67,125,82,17,19,4,29,0,1,17,6,12,5,17,6,5,1,0,7,3,19,17,1,0,9,3,1,17,8,7,2,4,3,1,1,0,0,0,0,0,5,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,1,5,4,0,1,3,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,13,12,6
51 - Κυκλάδων,60 E.T. Δήμου Θήρας,437,349,9,2,11,338,181,91,113,55,9,33,2,36,5,6,18,6,15,2,35,8,11,5,2,8,15,18,17,2,2,4,1,2,23,6,10,5,3,5,5,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,4,1,2,0,0,1,1,8,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,2,3,1,0,1,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,2,2,0,2,0,0,1,0,12,7,7
51 - Κυκλάδων,61 E.T. Δήμου Θήρας,443,323,5,5,10,313,139,70,70,29,5,40,0,60,6,7,47,4,19,5,17,6,2,2,0,4,7,24,21,4,1,7,4,1,17,2,5,1,2,2,3,7,3,1,2,2,2,6,3,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,6,2,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,6,3,1,4,1,1,4,1,11,7,6
51 - Κυκλάδων,62 E.T. Δήμου Θήρας,454,288,11,2,13,275,118,51,77,31,6,18,1,32,8,7,19,1,12,5,22,5,4,2,0,8,6,24,21,6,1,8,0,0,16,7,7,2,0,7,1,4,3,1,1,0,0,8,6,1,1,1,0,3,1,0,1,0,2,1,0,4,2,2,0,1,13,6,5,0,2,3,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,3,3,3,2,1,1,1,1,0,0,0,5,5,0,0,3,2,0,1,1,0,3,1,0,3,1,1,0,0,7,5,3
51 - Κυκλάδων,63 E.T. Δήμου Θήρας,466,336,8,4,12,324,164,72,103,51,11,32,7,34,8,4,22,2,4,6,31,8,5,0,1,19,14,29,24,2,0,14,1,2,13,5,8,1,2,2,1,3,2,1,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,13,5,3,5,6,4,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,2,0,0,0,1,1,1,0,0,0,1,0,4,4,1,1,1,0,0,1,0,1,4,2,0,3,0,0,2,2,7,6,3
51 - Κυκλάδων,64 E.T. Δήμου Θήρας,418,239,3,3,6,233,141,45,105,29,4,19,1,27,4,8,16,1,7,3,23,0,4,9,0,5,11,11,10,0,0,0,3,0,4,1,3,0,0,0,0,7,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,8,3,3
51 - Κυκλάδων,65 E.T. Δήμου Θήρας,379,211,4,1,5,206,108,48,76,21,4,20,4,27,4,5,16,3,8,2,24,4,3,5,1,5,11,12,6,1,1,0,3,2,5,2,1,2,2,1,1,6,2,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,9,2,7,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5
51 - Κυκλάδων,66 E.T. Δήμου Θήρας,347,162,8,1,9,153,82,29,53,15,8,12,12,24,5,3,15,4,11,4,13,4,1,2,2,4,8,7,5,1,0,0,4,0,8,2,4,2,0,1,1,4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,1,1,0,1,1,0,0,0,1,2,2,0,1,1,1,0,0,2,0,0
51 - Κυκλάδων,67 E.T. Δήμου Θήρας,551,219,5,1,6,213,184,74,117,23,17,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,6,0,8,0,0,6,5,2,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
51 - Κυκλάδων,68 E.T. Δήμου Ιητών,451,208,8,0,8,200,120,85,28,44,4,32,4,15,2,5,4,4,7,0,18,10,7,4,1,5,3,11,5,4,0,1,2,1,4,2,1,1,0,1,0,4,2,4,1,1,0,4,3,0,0,1,1,3,0,1,0,0,3,0,0,4,2,1,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,1,2
51 - Κυκλάδων,69 E.T. Δήμου Ιητών,466,238,6,0,6,232,111,59,24,49,5,33,5,24,7,2,10,5,11,3,21,10,10,2,1,6,2,18,10,8,0,2,3,3,7,4,1,0,2,1,0,9,7,5,0,2,2,1,0,0,0,0,0,6,2,0,0,1,5,0,0,3,3,0,2,1,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5,2,3,1,2,1,4,2,9,5,6
51 - Κυκλάδων,70 E.T. Δήμου Ιητών,466,232,7,1,8,224,110,68,15,49,6,33,8,30,12,3,9,6,10,9,22,10,5,8,2,8,3,11,5,6,0,0,4,2,15,4,2,3,1,1,3,9,3,2,1,2,1,0,0,0,0,0,0,7,1,1,1,0,6,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,3,2,2,1,1,0,0,0,1,0,0,2,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,2,2,2
51 - Κυκλάδων,71 E.T. Δήμου Ιητών,474,233,8,3,11,222,108,65,23,50,2,28,3,29,7,7,8,6,7,4,28,13,10,5,5,11,3,7,4,3,2,1,0,1,14,4,5,1,3,2,5,5,3,4,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,0,3,2,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,6,1,0,1,1,2,0,0,0,0,0,0,2,2,1,0,0,1,2,1,1,0,1,0,2,2,8,5,4
51 - Κυκλάδων,72 E.T. Δήμου Ιητών,453,209,4,3,7,202,103,62,21,56,3,28,5,25,4,9,8,4,11,1,18,8,7,7,0,5,4,14,5,6,1,1,2,1,7,4,5,1,0,0,1,9,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,2,0,0,0,2,0,0,3,3,1,1,1,0,0,0,0,0,2,2,0,1,0,0,0,0,7,4,3
51 - Κυκλάδων,73 E.T. Δήμου Σικίνου,411,176,3,2,5,171,93,65,18,45,5,12,2,26,5,11,5,9,11,4,25,5,15,14,3,4,3,11,3,4,1,4,3,1,4,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,5,5
51 - Κυκλάδων,74 E.T. Δήμου Φολεγάνδρου,506,278,4,2,6,272,125,50,38,49,14,17,7,62,7,17,36,2,19,8,21,8,6,2,3,8,3,16,4,3,1,4,6,5,12,4,9,0,0,1,1,2,1,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,16,1,11,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,2,2
51 - Κυκλάδων,75 E.T. Δήμου Φολεγάνδρου,263,168,5,3,8,160,99,56,14,64,10,10,8,18,0,5,7,5,1,4,19,3,11,3,0,6,3,7,2,3,0,0,1,3,3,1,2,0,1,0,0,6,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1
51 - Κυκλάδων,76 E.T. Δήμου Κέας,507,314,7,2,9,305,169,114,23,70,7,59,7,39,22,4,7,3,18,10,42,14,14,4,2,12,3,16,6,3,0,1,2,2,6,2,1,0,0,0,0,11,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,4,4
51 - Κυκλάδων,77 E.T. Δήμου Κέας,506,307,5,4,9,298,154,91,20,61,10,56,5,55,23,11,7,5,26,13,25,6,7,4,2,11,2,14,2,2,1,5,7,5,9,2,3,1,3,2,2,8,4,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,1,0,0,3,0,2,1,2,1,2,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,2,0,0,0,0,13,9,6
51 - Κυκλάδων,78 E.T. Δήμου Κέας,504,293,10,3,13,280,156,86,20,77,10,43,14,32,10,7,5,3,11,4,34,9,10,10,1,18,1,8,2,0,0,1,5,2,15,9,4,2,6,0,3,5,4,2,2,1,1,3,2,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,1,7,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,7,3,5
