ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΟΥΤΣΗΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Βασιλείου,ΚΑΦΟΥΡΟΣ ΜΑΡΚΟΣ του Εμμανουήλ,ΜΟΝΟΓΥΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΠΡΙΝΙΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΦΟΡΤΩΜΑΣ ΦΙΛΙΠΠΟΣ του Αριστοτέλη,ΧΑΛΚΙΑ ΑΝΘΗ του Γεωργίου,ΣΥΡΙΖΑ,ΒΛΑΣΤΑΡΗ ΕΙΡΗΝΗ του Κωνσταντίνου,ΓΛΕΖΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΚΑΡΑΜΟΛΕΓΚΟΥ ΘΑΛΛΕΛΑΙΑ (ΙΑΚΩΒΙΝΑ - ΘΑΛΕΙΑ) του Ηλία,ΜΑΡΑΓΚΟΣ ΓΕΩΡΓΙΟΣ του Ισιδώρου,ΣΥΡΜΑΛΕΝΙΟΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΧΑΝΙΩΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ (ΑΝΤΩΝΑΚΗ) ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΛΑΣΕΡΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΑΚΡΥΩΝΙΤΗΣ ΓΕΩΡΓΙΟΣ (ΤΖΩΡΤΖΗΣ) του Νικολάου,ΠΟΛΑΤΣΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΟΛΙΤΗ ΟΛΓΑ του Νικολάου,ΠΟΛΥΧΡΟΝΑΚΟΣ ΙΩΑΝΝΗΣ του Αλεξίου (Σέργης),Κ.Κ.Ε.,ΒΛΑΧΟΣ ΑΝΔΡΕΑΣ του Χρήστου,ΓΚΙΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ιωάννη,ΚΑΪΛΗΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,ΚΟΡΡΕΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΡΩΤΟΠΑΠΑ ΦΡΑΤΖΕΣΚΑ του Ιακώβου,ΡΕΜΟΥΝΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΑΜΠΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΜΠΟΥΛΜΕΤΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΣΑΚΕΛΛΑΡΙΟΣ ΝΙΚΟΛΑΟΣ του Φλώρου,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Θεοδώρου,ΧΑΣΤΑΤΖΕΡΗ ΣΟΥΛΙΩΤΗ ΒΑΣΙΛΙΚΗ του Σωκράτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΛΕΖΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΖΟΥΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΕΡΟΥΤΣΟΣ ΙΣΙΔΩΡΟΣ του Ιωάννη,ΠΑΠΙΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΝΤΖΑΣ ΑΘΑΝΑΣΙΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΜΑΚΟΣ ΗΛΙΑΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΣΕΜΙΖΙΔΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΣΙΛΑ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΒΟΥΤΣΙΝΟΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΔΗΜΗΤΡΕΛΟΣ ΛΟΥΚΑΣ του Δημητρίου,ΚΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΛΑΚΙΩΤΗ ΧΡΥΣΟΥΛΑ του Μιχαήλ,Κίνημα 21,ΑΡΑΓΙΑΝΝΗΣ ΕΥΑΓΓΕΛΟΣ του Πέτρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΔΑΜΙΔΗΣ ΦΙΛΙΠΠΟΣ του Παναγιώτη,ΔΗΜΗΤΡΙΟΥ ΠΕΤΡΟΣ του Ευαγγέλου,ΜΑΝΟΥ ΑΛΕΞΑΝΔΡΑ του Ορφέως Γεωργίου,ΜΟΣΧΟΒΗ ΑΝΝΑ του Βασιλείου,ΝΙΚΗ,ΑΥΛΙΤΗ ΘΕΟΔΩΡΑ του Μάρκου,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη,ΣΑΝΗ ΙΩΑΝΝΑ του Νικολάου,ΣΥΡΙΑΝΟΥ ΜΑΡΙΑ της Νικολάου,ΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννου,κοινωνία αξιών,ΧΑΛΑΡΗΣ ΦΙΛΙΠΠΟΣ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΞΑΓΟΡΑΡΗ ΦΩΤΕΙΝΗ του Δημήτρίου,ΟΡΦΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΔΙΠΛΑΡΑΚΗ ΑΝΝΑ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΤΣΩΝΗ ΙΩΑΝΝΑ του Μιχαήλ,Ελλήνων Συνέλευσις,ΒΑΒΛΙΑΚΗ ΣΤΑΥΡΟΥΛΑ του Δημητρίου,ΚΟΥΝΑΔΗΣ ΙΩΑΝΝΗΣ του Ματθαίου,Ένωση Κεντρώων,ΑΑΡΩΝ ΣΤΥΛΙΑΝΟΣ του Δημητρίου,ΔΡΙΛΛΗ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΜΑΝΔΗΛΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΥΡΣΙΑΔΗ ΚΑΛΛΙΟΠΗ - ΔΗΜΗΤΡΑ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΤΖΑΚΑ ΛΕΥΚΗ του Ιωάννη,ΠΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΔΙΑΜΑΝΤΩ του Αθανασίου,ΔΟΓΟΥ ΖΩΓΡΑΦΙΑ του Παντελή,ΛΑΜΠΡΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΜΑΝΩΛΗ ΑΣΗΜΙΝΑ του Γεωργίου,ΣΙΔΕΡΗΣ ΙΩΑΝΝΗΣ του Παύλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΡΒΑΡΑ του Βασιλείου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΥΜΒΡΑΓΟΥΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΒΑΓΙΟΥ ΣΤΥΛΙΑΝΗ του Ιωάννη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΛΜΠΕΡΤΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΒΙΡΒΙΛΗ ΣΤΑΥΡΟΥΛΑ του Σταύρου,ΚΑΜΝΙΤΣΗ ΝΙΟΒΗ του Χρήστου,ΜΑΛΑΚΑΤΕΣ ΕΥΑΓΓΕΛΟΣ του Ιακώβου,ΤΣΟΥΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑΣ ΜΑΤΘΑΙΟΣ του Ιωάννη,ΚΑΛΛΙΒΡΟΥΣΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Στεργίου,ΣΟΦΟΥ ΕΙΡΗΝΗ του Παναγιώτη,ΕΑΝ...,ΑΓΑΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΒΑΛΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΜΠΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Διογένη
51 - Κυκλάδων,123 E.T. Δήμου Μυκόνου,478,308,4,2,6,302,175,70,7,137,11,29,14,46,11,13,7,10,17,15,15,5,4,1,0,6,1,6,0,2,1,1,4,1,12,5,6,2,2,2,2,9,5,1,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,3,0,1,1,0,0,0,0,1,1,5,3,0,0,0,0,0,0,4,2,1,2,1,1,1,0,10,6,6
51 - Κυκλάδων,124 E.T. Δήμου Μυκόνου,476,273,13,1,14,259,145,52,7,117,2,31,5,37,11,8,8,6,15,12,19,9,4,5,1,1,4,12,3,4,2,3,3,4,12,6,2,2,2,1,4,7,4,0,4,1,0,3,2,0,0,0,0,3,2,1,0,0,3,0,0,2,2,0,1,0,4,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,6,3,3
51 - Κυκλάδων,125 E.T. Δήμου Μυκόνου,467,288,6,2,8,280,167,67,4,98,3,36,11,37,4,11,8,2,12,16,15,4,0,4,3,5,5,6,0,0,1,1,3,2,7,3,0,0,4,1,1,6,3,1,4,0,1,3,3,0,0,0,0,2,2,0,0,0,2,1,1,2,0,0,0,0,13,1,4,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,4,3,1,0,9,5,4
51 - Κυκλάδων,126 E.T. Δήμου Μυκόνου,467,285,14,1,15,270,158,71,3,115,3,27,13,32,8,5,4,4,9,12,19,12,4,5,2,5,3,11,1,3,3,2,5,3,7,2,2,0,0,0,3,6,4,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,1,3,4,6,1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7,2,1,4,2,1,0,0,8,4,7
51 - Κυκλάδων,127 E.T. Δήμου Μυκόνου,466,291,8,1,9,282,145,61,6,113,7,30,11,41,17,6,4,7,6,21,26,12,1,9,2,9,7,12,0,6,4,2,4,1,14,7,8,1,3,2,4,10,7,2,5,0,3,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,1,0,1,1,3,2,0,0,13,9,9
51 - Κυκλάδων,128 E.T. Δήμου Μυκόνου,497,306,8,0,8,298,146,45,5,102,11,25,13,45,15,13,4,6,18,12,23,7,8,6,5,10,2,11,1,2,1,1,3,3,20,9,6,4,2,2,1,13,6,6,3,1,3,0,0,1,1,0,0,2,1,1,0,0,2,2,1,4,2,1,0,0,8,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,4,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,2,0,0,2,2,10,4,4
51 - Κυκλάδων,129 E.T. Δήμου Μυκόνου,435,257,6,1,7,250,125,41,2,100,7,12,15,42,11,10,2,6,13,15,25,5,3,3,3,9,5,13,1,2,4,2,3,0,12,7,3,0,5,1,1,7,2,1,2,1,1,1,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,5,0,4,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,2,1,2,1,2,1,0,0,5,2,5
51 - Κυκλάδων,130 E.T. Δήμου Μυκόνου,431,255,5,1,6,249,136,43,2,110,7,19,4,26,2,7,7,5,8,9,20,8,0,1,0,15,0,15,6,4,2,2,4,5,9,5,3,1,1,1,3,9,5,1,3,2,2,4,3,1,0,0,0,0,0,0,0,0,0,1,1,4,0,2,3,3,4,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4,4,1,3,1,0,1,1,6,2,5
51 - Κυκλάδων,131 E.T. Δήμου Μυκόνου,415,209,9,1,10,199,97,36,1,82,3,20,7,36,10,11,0,4,9,14,11,5,3,2,3,5,2,12,0,1,1,4,6,3,9,4,3,0,1,3,2,5,2,2,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,2,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,2,1,1,1,1,0,0,10,6,7
51 - Κυκλάδων,132 E.T. Δήμου Μυκόνου,438,271,5,2,7,264,121,42,1,91,5,20,9,40,10,7,7,5,11,13,32,9,8,8,1,14,11,11,2,4,6,1,4,1,15,6,5,1,2,2,5,3,2,0,1,2,0,5,4,1,1,0,0,0,0,0,0,0,0,4,2,4,0,1,1,0,7,2,2,2,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,3,3,0,0,8,4,6
51 - Κυκλάδων,133 E.T. Δήμου Αμοργού,453,243,6,1,7,236,88,53,9,36,7,32,4,37,3,16,11,4,18,2,19,6,13,1,0,2,7,32,5,15,7,8,6,9,12,5,5,1,3,1,2,15,7,0,7,0,6,0,0,1,1,0,0,4,0,3,0,0,2,3,3,2,1,0,0,1,8,2,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,9,6,9
51 - Κυκλάδων,134 E.T. Δήμου Αμοργού,602,330,4,1,5,325,103,71,15,37,4,38,4,48,13,27,7,1,22,8,37,14,27,6,1,4,10,22,2,1,6,5,6,3,10,4,3,0,2,1,0,22,13,3,5,3,7,1,0,0,0,0,0,4,1,0,1,1,2,9,8,4,3,0,2,2,34,0,3,31,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,2,2,2,1,0,1,0,0,1,0,3,2,9,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,6,11
51 - Κυκλάδων,135 E.T. Δήμου Αμοργού,228,123,5,1,6,117,81,41,5,48,17,24,3,11,1,7,3,0,3,1,6,2,3,3,0,0,0,1,1,0,0,0,0,1,6,1,1,0,2,1,0,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
51 - Κυκλάδων,136 E.T. Δήμου Αμοργού,75,34,0,0,0,34,16,8,2,7,5,4,0,3,0,2,1,0,2,1,3,1,2,2,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4
51 - Κυκλάδων,137 E.T. Δήμου Αμοργού,214,131,0,0,0,131,68,45,19,24,2,20,2,16,2,6,1,1,7,3,16,5,8,5,0,2,1,2,1,0,0,0,1,1,4,2,1,1,1,0,0,4,3,0,0,2,1,1,1,0,0,0,0,1,1,0,1,0,0,6,5,0,0,0,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4
51 - Κυκλάδων,138 E.T. Δήμου Αμοργού,616,322,3,2,5,317,112,48,12,58,5,55,6,40,7,18,5,6,18,7,33,16,13,15,0,6,5,20,2,3,6,5,3,2,11,2,5,1,1,1,5,27,16,9,3,3,4,4,4,1,0,0,0,2,1,0,0,0,1,6,2,5,2,1,3,1,31,9,3,25,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,4,1,0,0,0,1,4,4,1,1,3,3,0,0,0,0,0,0,2,1,1,1,0,0,1,1,7,6,5
51 - Κυκλάδων,139 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,204,114,2,1,3,111,55,47,13,5,1,24,2,19,4,5,2,5,8,3,13,0,6,1,0,7,4,7,1,0,0,4,1,1,3,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2
51 - Κυκλάδων,140 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,612,352,5,1,6,346,117,97,7,38,4,20,2,69,4,46,9,7,26,14,87,1,80,3,2,4,20,20,2,2,2,8,4,3,5,1,1,0,1,0,0,12,6,1,0,1,0,3,2,0,0,0,0,5,4,1,0,3,0,0,0,0,0,0,0,0,10,6,1,1,7,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,11,7,1
51 - Κυκλάδων,141 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,460,245,0,0,0,245,100,75,28,31,2,15,3,72,3,65,6,0,17,8,23,0,16,1,0,3,9,18,0,1,0,7,1,0,3,1,0,0,1,0,1,5,4,1,0,0,1,1,1,1,1,0,0,6,4,0,0,2,0,1,1,2,1,0,0,0,8,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2
51 - Κυκλάδων,142 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,432,235,5,1,6,229,69,51,11,27,2,8,1,89,5,82,6,0,23,3,18,2,12,0,0,1,4,21,0,0,0,12,0,1,6,3,3,0,2,0,0,9,6,2,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,0,1,0,8,3,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1
51 - Κυκλάδων,143 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,406,207,1,0,1,206,70,47,18,20,1,11,2,58,5,50,3,2,10,6,19,2,7,3,0,5,4,24,0,5,1,15,4,2,6,0,3,0,5,0,1,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,2,0,0,1,0,9,3,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,5,1,1
51 - Κυκλάδων,144 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,325,169,2,2,4,165,63,50,7,14,3,11,1,39,0,37,4,0,11,5,13,0,4,0,0,0,2,9,0,0,0,5,0,0,10,0,0,0,9,0,0,9,2,1,0,0,1,1,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,7,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5
51 - Κυκλάδων,145 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,338,209,3,1,4,205,73,56,10,22,0,20,0,43,7,24,7,5,9,4,53,0,49,1,1,2,7,13,2,2,1,3,1,1,2,0,2,0,1,0,1,9,7,0,0,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0
51 - Κυκλάδων,146 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,309,206,2,1,3,203,85,65,11,32,1,19,0,36,6,21,8,0,6,6,42,0,42,1,0,0,11,13,1,1,1,7,4,2,3,1,0,0,0,1,0,2,2,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,1,2
51 - Κυκλάδων,147 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,211,118,2,1,3,115,64,47,14,35,0,3,1,22,1,10,1,2,4,9,12,1,9,0,0,0,6,6,0,0,0,3,3,1,1,1,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51 - Κυκλάδων,148 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,236,137,1,0,1,136,77,40,7,47,1,16,2,19,1,14,0,3,2,8,19,2,14,1,0,2,13,5,1,1,0,2,1,2,2,1,0,0,0,0,1,2,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,3,3,3
51 - Κυκλάδων,149 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,367,186,1,0,1,185,33,18,0,25,0,4,2,54,11,33,2,8,18,16,14,3,9,0,0,1,6,61,13,7,0,60,3,0,3,2,2,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6
51 - Κυκλάδων,150 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,356,175,0,2,2,173,38,32,1,14,2,9,2,48,8,15,4,16,10,25,24,0,23,0,0,1,14,44,4,5,1,44,2,1,7,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,2
51 - Κυκλάδων,151 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,364,194,0,3,3,191,80,54,3,44,0,12,0,32,2,24,3,8,9,4,23,3,15,1,0,1,12,21,0,0,0,21,7,5,14,5,7,2,4,3,2,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,2,2,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1,3
51 - Κυκλάδων,152 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,381,168,1,1,2,166,75,60,4,30,0,13,4,13,0,8,3,1,3,2,35,3,26,1,0,0,26,11,1,3,1,10,2,2,5,2,1,0,3,0,0,3,3,1,0,0,1,2,2,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,6,0,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,6,4,5
51 - Κυκλάδων,153 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,365,179,5,1,6,173,63,59,2,25,2,15,1,31,2,20,3,10,11,3,46,0,37,0,0,0,24,10,1,2,1,5,0,1,7,3,3,2,2,0,1,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5,3,4
51 - Κυκλάδων,154 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,222,116,1,0,1,115,36,17,2,18,2,13,1,14,4,9,2,1,6,2,22,2,21,0,0,0,11,15,7,2,0,13,3,1,7,2,1,1,3,1,0,5,3,1,0,2,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,1,0,1,0,0,0,0,4,1,2
51 - Κυκλάδων,155 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,406,151,2,3,5,146,32,28,5,8,0,1,0,45,6,32,3,4,7,10,31,0,28,3,0,3,3,9,1,1,0,4,1,0,7,3,1,0,1,1,2,6,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,2,5,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
51 - Κυκλάδων,156 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,298,134,1,0,1,133,47,36,7,17,0,14,0,24,5,15,4,2,10,4,13,2,8,0,0,1,6,33,2,4,1,31,1,10,4,1,1,0,3,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
51 - Κυκλάδων,157 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,357,225,1,0,1,224,88,71,22,37,0,9,2,16,2,11,1,2,5,3,86,5,82,2,2,4,11,9,0,0,0,6,2,1,10,4,3,1,1,1,1,2,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
51 - Κυκλάδων,158 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,379,191,1,1,2,189,100,87,18,33,0,9,2,11,2,6,4,3,1,2,61,1,60,0,0,1,11,5,0,0,0,4,0,0,1,0,1,0,0,0,0,4,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
51 - Κυκλάδων,159 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,366,217,1,0,1,216,100,84,30,34,2,12,0,35,5,22,5,5,7,9,51,3,47,1,0,0,14,14,1,2,1,10,1,1,6,3,0,0,3,1,1,3,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
51 - Κυκλάδων,160 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,332,201,2,0,2,199,117,89,27,43,2,16,3,20,3,11,0,6,2,10,39,0,31,0,4,5,11,9,1,0,0,7,0,0,5,2,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
51 - Κυκλάδων,161 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,353,215,2,1,3,212,95,75,23,31,2,19,1,23,2,15,4,2,7,5,66,3,64,0,0,2,8,4,1,0,0,1,1,0,3,2,2,0,1,0,0,2,2,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,6,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,3
51 - Κυκλάδων,162 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,345,210,2,0,2,208,89,71,19,31,5,15,1,34,9,18,7,2,4,11,46,1,39,1,0,3,16,12,1,0,1,11,2,0,7,3,0,1,2,0,1,3,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,3
51 - Κυκλάδων,163 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,357,223,2,2,4,219,99,90,30,30,1,12,1,23,2,17,3,3,5,2,49,2,44,0,1,2,9,27,2,2,0,21,2,1,2,1,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,5,0,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1
51 - Κυκλάδων,164 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,163,100,0,0,0,100,51,31,5,35,1,12,3,12,4,5,1,1,9,2,13,3,6,0,0,3,4,5,1,0,1,1,1,2,4,1,1,0,2,1,0,7,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
51 - Κυκλάδων,165 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,345,226,4,0,4,222,157,116,19,53,3,43,14,36,4,14,0,24,8,5,20,4,5,7,0,3,3,4,1,0,0,0,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
