ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΓΙΑΝΝΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αριστείδη,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ (ΝΙΚΗ) του Οδυσσέα,ΣΑΡΑΛΙΩΤΟΥ ΜΑΡΙΑ του Θεοδώρου,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ (ΔΙΟΝΥΣΗΣ) του Ευαγγέλου,ΣΥΡΙΖΑ,ΔΑΝΤΣΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Τρύφωνα,ΜΠΑΛΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΜΠΑΜΠΑΛΗΣ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Χρήστου,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΣΤΑΥΡΙΔΟΥ ΣΟΦΙΑ του Κωνσταντίνου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΝΟΥΣΗΚΥΡΟΥ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Γεωργίου,ΞΥΛΟΥΡΓΙΔΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΤΣΑΛΤΑΦΕΡΙΔΗΣ ΑΠΟΣΤΟΛΟΣ του Στυλιανού,Κ.Κ.Ε.,ΚΟΥΤΟΥΦΗΣ ΘΕΟΦΑΝΗΣ του Χριστόδουλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΜΠΑΛΑΤΣΟΥ ΠΕΡΙΣΤΕΡΑ ΣΤΕΛΛΑ του Ιωάννη,ΞΕΦΤΕΡΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΑΡΙΔΟΥ ΣΟΦΙΑ του Ευριπίδη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΥΠΙΔΗΣ ΣΟΦΟΚΛΗΣ του Κωνσταντίνου,ΚΟΓΙΟΥ ΕΛΕΝΗ του Ιωάννη,ΜΠΑΡΜΠΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΖΙΓΚΑΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΤΣΑΚΙΡΙΔΗΣ-ΠΑΛΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΧΑΡΗΣ) του Σάββα,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΚΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΒΟΝΤΣΗ ΣΩΤΗΡΙΑ του Δημητρίου,ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευαγγέλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΛΚΑΝΗ ΙΦΙΓΕΝΕΙΑ του Ιωάννη,ΚΑΤΛΑΜΟΥΣΗ ΙΩΑΝΝΑ του Δημητρίου,ΚΕΧΑΓΙΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Κίνημα 21,ΓΟΥΓΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΙΑΝΝΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΟΥΦΑΛΗΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνος,ΛΙΑΚΟΥΛΗ ΦΑΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Παύλου,ΝΙΚΗ,ΒΑΣΙΛΕΙΑΔΗΣ ΑΝΤΩΝΙΟΣ του Ιωάννη,ΓΑΛΑΝΤΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΚΑΡΑΣΑΒΒΙΔΗΣ ΓΕΩΡΓΙΟΣ του Βιτάνη,ΜΑΚΡΙΔΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΜΑΡΑΝΤΙΔΟΥ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΑΒΟΥΛΑΡΗ ΕΛΕΝΗ του Αναστασίου,κοινωνία αξιών,ΧΑΡΑΛΑΜΠΟΥΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΙΑΝΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ευάγγελου,ΔΗΜΗΤΡΙΑΔΟΥ ΑΝΤΩΝΙΑ του Κυριάκου,Ο.Α.Κ.Κ.Ε.,ΓΚΙΟΥΛΑΚΗΣ ΣΤΕΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Κωνσταντίνου,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΠΟΥΤΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΣΤΡΕΠΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΒΑΝΙΔΟΥ ΒΑΣΙΛΙΚΗ του Προδρόμου,ΚΥΖΥΡΙΔΟΥ ΕΙΡΗΝΗ του Θεόφιλου,ΤΣΟΥΜΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΡΟΥΤΙΟΥΝΙΑΝ- ΔΗΜΗΤΡΙΑΔΟΥ ΙΡΜΑ- ΕΙΡΗΝΗ του Ράφαελ,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΩΣΤΑ ΑΘΑΝΑΣΙΑ του Σταύρου,ΟΥΡΕΪΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΕΛΤΣΟΥ ΜΑΡΙΑ του Οδυσσέα,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΤΖΗΜΙΧΑΗΛ ΑΝΤΩΝΙΟΣ του Ζαχαρία,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΕΑΝ...,ΔΕΛΗΧΑΤΖΟΓΛΟΥ ΠΡΟΔΡΟΜΟΣ του Ελευθερίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΛΕΥΚΗ ΜΑΡΙΝΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,172 E.T. Δήμου Πέλλας,487,294,6,1,7,287,101,69,1,29,8,5,36,55,7,3,7,10,9,39,39,15,24,4,5,3,9,9,2,2,1,0,0,4,23,11,8,1,2,2,6,5,1,2,0,0,2,0,6,3,0,0,0,0,0,1,1,0,1,0,2,1,2,0,0,1,1,33,22,17,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5,3
11 - Πέλλας,173 E.T. Δήμου Πέλλας,506,327,5,1,6,321,135,60,6,34,8,4,66,53,3,9,12,9,3,31,17,6,8,1,3,3,4,14,2,0,4,1,0,3,33,19,8,2,3,3,8,7,3,3,0,0,3,0,4,1,0,0,0,1,1,3,2,1,0,0,2,0,3,1,1,0,0,24,13,9,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,5,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,10,5
11 - Πέλλας,174 E.T. Δήμου Πέλλας,502,288,9,1,10,278,120,62,5,32,3,3,60,32,4,5,5,3,2,20,22,11,6,1,1,3,4,11,1,2,5,0,1,4,22,11,5,3,2,1,5,6,4,2,0,1,1,0,4,2,0,0,0,0,0,1,1,1,0,0,1,1,4,0,0,1,0,27,21,11,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,2,0,0,0,4,2,2,0,0,2,1,0,0,2,2,0,0,0,0,16,10
11 - Πέλλας,175 E.T. Δήμου Πέλλας,501,309,1,0,1,308,128,69,9,32,4,3,70,38,13,5,10,3,7,23,40,17,13,12,5,5,8,6,2,1,0,2,0,2,13,5,4,2,1,0,1,5,2,1,0,1,0,1,4,4,1,0,0,0,0,2,0,0,0,2,4,4,4,0,0,0,2,40,31,17,1,1,6,4,0,0,0,0,0,0,0,0,0,4,0,2,2,1,2,4,3,3,0,1,1,3,3,2,2,1,0,0,0,0,0,0,1,1,1,0,7,6
11 - Πέλλας,176 E.T. Δήμου Πέλλας,490,289,12,1,13,276,93,47,4,27,4,4,43,57,2,8,13,13,4,33,18,7,9,0,1,3,1,23,9,0,12,0,0,13,17,12,7,0,1,1,2,6,1,2,0,1,2,1,2,2,0,0,0,0,0,1,1,1,0,0,1,1,3,3,1,0,2,29,22,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,2,1,4,4,2,1,2,1,2,2,0,0,11,7
11 - Πέλλας,177 E.T. Δήμου Πέλλας,502,294,5,3,8,286,104,54,6,40,1,2,52,42,10,8,6,8,7,20,30,12,17,0,2,4,3,15,6,1,3,0,0,6,30,18,9,7,3,3,7,8,2,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,38,30,12,2,4,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,1,1,1,0,7,7
11 - Πέλλας,178 E.T. Δήμου Πέλλας,486,272,10,3,13,259,97,58,5,28,5,4,39,46,4,5,10,6,2,28,25,6,14,1,2,3,6,16,3,5,4,3,0,7,26,8,7,3,4,7,11,9,1,1,1,1,2,3,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,1,0,1,0,24,15,12,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,1,1,1,0,0,1,1,0,0,1,1,3,1,0,0,2,0
11 - Πέλλας,179 E.T. Δήμου Πέλλας,497,301,11,0,11,290,122,50,8,31,14,6,55,64,1,6,17,11,6,46,31,21,9,1,6,2,3,12,1,2,3,1,3,6,19,11,5,0,0,2,5,4,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,3,0,1,0,2,10,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,2,2,0,0,1,1,1,1,4,2,0,0,1,0,9,6
11 - Πέλλας,180 E.T. Δήμου Πέλλας,475,294,15,3,18,276,123,68,3,37,8,5,58,45,6,9,11,7,2,29,17,6,6,4,3,0,4,7,1,2,2,1,0,2,25,5,10,2,2,1,6,8,1,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,1,32,25,13,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,6,4
11 - Πέλλας,181 E.T. Δήμου Πέλλας,25,7,0,0,0,7,3,1,0,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 - Πέλλας,182 E.T. Δήμου Πέλλας,31,20,1,0,1,19,8,4,0,1,0,1,6,3,0,0,1,0,0,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 - Πέλλας,183 E.T. Δήμου Πέλλας,476,309,12,2,14,295,95,69,3,22,4,1,36,78,13,7,18,16,7,54,47,21,34,5,5,4,4,11,5,3,5,2,1,3,24,14,3,5,3,2,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,13,6,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,4,2,1,1,0,0,0,0,12,7
11 - Πέλλας,184 E.T. Δήμου Πέλλας,458,298,6,1,7,291,110,71,7,34,2,2,49,60,3,6,13,12,2,37,34,10,24,3,3,5,4,11,2,2,5,0,0,1,25,12,5,2,2,3,6,4,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,2,0,1,2,1,4,1,1,1,3,22,12,13,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,7,3
11 - Πέλλας,185 E.T. Δήμου Πέλλας,556,401,7,2,9,392,140,105,3,35,0,1,40,116,13,1,8,20,5,97,20,9,5,1,3,4,0,26,7,0,22,0,1,10,31,13,5,5,3,0,9,4,1,0,0,1,1,1,4,3,5,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,23,17,11,0,0,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,12,12,2,0,1,1,1,0,1,0,1,0
11 - Πέλλας,186 E.T. Δήμου Πέλλας,510,374,7,1,8,366,170,110,7,53,3,1,62,90,13,0,5,9,4,72,18,4,2,2,3,11,2,18,4,1,14,0,1,7,20,6,7,0,2,1,1,8,0,0,0,2,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,8,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,3,0,0,0,1,0,3,3,2,2,1,0,1,1,0,0,7,4
11 - Πέλλας,187 E.T. Δήμου Πέλλας,388,224,7,1,8,216,80,46,1,31,7,1,38,71,3,38,11,8,2,32,12,5,2,1,1,1,0,8,6,0,1,2,0,3,13,5,4,4,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,8,4,3,0,0,0,0,0,0,2,1,1,1,0,0,0,5,1,0,2,1,5,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,2,1,0,0,3,3
11 - Πέλλας,188 E.T. Δήμου Πέλλας,397,217,8,0,8,209,69,46,4,28,3,4,20,67,5,38,5,4,1,40,18,7,11,1,0,3,0,3,3,2,0,0,0,1,18,4,11,0,1,0,3,3,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,3,1,1,0,0,2,1,0,0,7,2
11 - Πέλλας,189 E.T. Δήμου Πέλλας,396,216,6,0,6,210,59,25,3,20,4,0,51,75,4,40,5,1,0,58,23,10,13,1,1,3,3,3,2,1,1,1,0,0,17,12,8,4,1,1,5,1,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,1,4,0,1,1,3,12,4,6,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,7,6
11 - Πέλλας,190 E.T. Δήμου Πέλλας,530,255,5,1,6,249,103,64,8,36,9,9,29,48,6,17,2,8,10,26,17,6,3,3,8,4,5,7,1,1,4,4,0,0,14,1,9,0,0,1,1,8,1,2,0,1,3,1,1,0,3,0,0,0,0,3,2,1,1,0,0,0,11,1,0,0,11,17,7,10,1,2,6,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,1,0,0,8,4
11 - Πέλλας,191 E.T. Δήμου Πέλλας,529,294,5,0,5,289,127,69,20,46,4,18,46,49,13,11,2,4,11,28,27,9,4,9,7,5,1,4,1,0,2,0,0,1,32,3,28,2,2,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,1,1,1,1,6,0,0,0,6,21,6,13,0,1,8,3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,1,1,0,1,1,1,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,10,8
11 - Πέλλας,192 E.T. Δήμου Πέλλας,517,288,0,0,0,288,130,66,14,36,15,18,41,44,6,9,2,3,6,34,25,7,7,1,15,5,3,9,0,3,1,1,3,3,21,7,18,1,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,12,1,1,1,10,19,10,9,1,2,6,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,16,13
11 - Πέλλας,193 E.T. Δήμου Πέλλας,518,230,5,1,6,224,97,45,16,38,5,8,43,36,1,12,6,3,3,17,21,6,5,9,6,5,2,13,2,2,6,3,0,5,19,4,15,1,0,0,3,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,5,8,3,4,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,3,3,0,0,1,0,2,1,0,0,0,0,1,1,9,8
11 - Πέλλας,194 E.T. Δήμου Πέλλας,506,275,7,0,7,268,93,45,9,36,12,8,34,50,7,17,1,7,2,31,25,11,0,7,15,8,2,12,0,6,7,1,1,8,32,3,31,0,1,1,3,3,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,4,1,15,1,1,3,15,17,8,11,3,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,1,0,2,1,2,1,0,0,0,0,4,4
11 - Πέλλας,195 E.T. Δήμου Πέλλας,503,255,1,1,2,253,130,67,21,56,13,11,34,28,7,4,2,4,6,16,10,1,4,0,6,2,0,2,2,2,0,0,0,0,26,3,20,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,7,37,12,26,7,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,1
11 - Πέλλας,196 E.T. Δήμου Πέλλας,506,250,6,0,6,244,132,78,25,41,7,16,46,38,0,8,1,6,4,32,19,14,6,2,4,0,2,4,2,0,2,0,0,0,18,1,15,0,1,1,2,5,1,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,4,17,7,12,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,3,2
11 - Πέλλας,197 E.T. Δήμου Πέλλας,520,262,4,0,4,258,103,47,13,25,10,9,42,36,2,11,1,3,4,26,18,5,3,3,3,8,2,7,4,2,3,2,0,1,18,2,14,3,3,0,6,10,3,1,2,3,1,3,1,1,1,0,1,0,0,0,0,0,0,0,3,2,21,3,1,1,16,17,6,9,2,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,3,3,0,0,0,0,2,1,0,0,2,1,0,0,13,10
11 - Πέλλας,198 E.T. Δήμου Πέλλας,523,272,5,3,8,264,134,109,10,90,9,8,42,35,5,8,7,4,8,9,12,8,1,5,6,3,0,5,1,5,2,0,0,1,32,4,30,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,32,15,25,4,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,5,0,0,0,0,0,0,3,3
11 - Πέλλας,199 E.T. Δήμου Πέλλας,500,251,1,1,2,249,121,66,6,50,7,8,49,31,5,4,1,5,8,22,10,4,0,3,3,2,0,2,1,1,0,0,0,0,24,3,21,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,1,10,33,13,18,2,0,14,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,2,1,3,1,0,0,0,0,6,5
11 - Πέλλας,200 E.T. Δήμου Πέλλας,520,284,5,1,6,278,143,75,39,59,13,4,31,34,4,7,3,5,6,25,27,14,4,4,10,7,4,8,4,0,4,1,0,2,16,1,13,0,1,0,3,7,2,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,10,1,0,0,9,16,4,10,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,7
11 - Πέλλας,201 E.T. Δήμου Πέλλας,499,237,6,0,6,231,101,77,8,35,6,3,28,45,6,34,1,9,12,27,20,6,3,1,8,6,1,5,4,0,2,0,0,2,17,1,13,3,2,1,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,3,19,9,10,11,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,0,0,1,1,2,2,1,0,0,0,1,0,7,3
11 - Πέλλας,202 E.T. Δήμου Πέλλας,400,247,6,1,7,240,99,73,27,2,7,31,0,32,6,4,0,6,2,20,33,17,6,6,11,4,2,4,1,1,2,3,0,1,35,12,30,4,1,3,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0,2,24,7,11,3,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,3,2,0,0,1,1,0,0,2,2
11 - Πέλλας,203 E.T. Δήμου Πέλλας,389,243,13,0,13,230,103,74,6,30,6,2,37,41,10,3,2,7,5,29,30,19,13,0,5,8,5,7,2,4,2,1,0,1,20,5,15,9,1,0,1,2,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,3,12,2,8,1,0,6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,2,1
11 - Πέλλας,204 E.T. Δήμου Πέλλας,398,273,9,1,10,263,138,92,12,55,4,10,39,38,5,2,0,7,8,31,40,26,7,3,15,6,3,3,2,0,0,1,0,1,21,5,17,0,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,10,2,8,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
11 - Πέλλας,205 E.T. Δήμου Πέλλας,464,230,6,0,6,224,95,45,5,43,4,1,32,31,5,5,0,4,6,21,25,11,2,2,13,0,0,3,0,0,0,0,0,2,34,4,25,3,2,0,0,6,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,14,2,11,2,2,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,4,1
11 - Πέλλας,206 E.T. Δήμου Πέλλας,458,201,3,1,4,197,89,41,9,47,8,6,36,34,7,5,2,8,7,18,11,7,1,0,2,3,0,6,0,3,1,0,0,2,18,4,14,1,0,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,1,5,14,3,8,1,5,7,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,7,5
11 - Πέλλας,207 E.T. Δήμου Πέλλας,430,207,3,2,5,202,98,40,6,45,4,2,46,23,3,3,2,7,1,12,20,6,1,3,7,6,3,9,0,2,1,0,0,8,21,3,15,1,2,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,19,8,18,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
11 - Πέλλας,208 E.T. Δήμου Πέλλας,444,306,7,2,9,297,113,75,15,22,26,5,47,80,17,4,6,14,6,62,16,4,5,7,1,0,4,1,0,0,1,0,0,0,35,5,19,11,1,2,4,4,1,2,0,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,32,6,29,4,2,7,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5,4
11 - Πέλλας,209 E.T. Δήμου Πέλλας,446,301,4,1,5,296,171,104,31,42,20,13,112,57,12,2,2,6,10,49,14,8,3,7,1,0,1,3,0,2,0,0,1,0,18,8,6,1,1,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,2,1,1,0,0,0,2,0,0,1,2,18,2,18,0,3,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0
11 - Πέλλας,210 E.T. Δήμου Πέλλας,448,328,2,1,3,325,118,59,3,48,11,16,47,109,21,2,2,2,16,102,24,13,1,3,6,6,1,4,2,0,1,1,2,0,30,11,12,6,4,2,4,9,0,3,0,1,2,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,3,11,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,2
11 - Πέλλας,211 E.T. Δήμου Πέλλας,532,313,8,1,9,304,121,71,3,33,4,4,61,44,5,11,12,6,7,23,45,34,11,3,2,5,6,3,2,2,0,0,0,2,36,18,7,4,3,5,5,8,3,1,0,2,0,3,1,1,1,1,1,0,0,1,0,0,0,0,4,3,3,1,1,2,0,16,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,3,2,1,0,14,9
11 - Πέλλας,212 E.T. Δήμου Πέλλας,530,330,3,0,3,327,143,86,0,32,5,5,66,35,3,4,2,5,2,18,47,26,11,3,6,6,7,5,0,2,1,0,0,0,42,23,7,7,6,1,5,5,0,2,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,30,13,17,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,2,0,1,1,1,0,6,5
11 - Πέλλας,213 E.T. Δήμου Πέλλας,514,322,4,2,6,316,142,71,2,43,3,8,73,57,4,9,13,12,1,38,35,11,14,0,4,5,11,9,3,5,2,0,0,4,22,12,6,3,0,1,2,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,24,15,11,2,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,8,5
11 - Πέλλας,214 E.T. Δήμου Πέλλας,529,292,4,1,5,287,139,86,2,24,3,6,72,31,2,6,4,2,1,25,27,17,13,1,0,2,4,4,1,0,2,0,0,3,25,13,9,2,1,5,1,11,2,3,0,1,1,8,0,0,1,0,0,1,1,2,1,0,0,1,1,1,2,1,0,0,1,25,13,17,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,2,2,0,0,0,0,1,0,0,0,1,0,2,2,8,4
11 - Πέλλας,215 E.T. Δήμου Πέλλας,567,383,6,1,7,376,167,140,24,14,4,82,0,64,9,4,9,19,6,36,74,69,6,1,3,11,1,7,4,2,2,0,0,1,30,15,29,0,0,2,2,3,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,1,0,1,0,1,0,0,6,4,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,3,3,1,1,10,5
11 - Πέλλας,216 E.T. Δήμου Πέλλας,549,372,2,1,3,369,192,140,8,30,9,7,76,44,2,2,4,23,5,28,66,56,8,3,3,6,5,10,2,2,1,2,0,4,20,7,5,1,2,2,1,3,1,0,0,0,0,2,1,1,0,0,0,0,0,4,0,0,4,1,1,0,2,1,0,0,0,14,3,10,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,6
11 - Πέλλας,217 E.T. Δήμου Πέλλας,551,384,3,0,3,381,168,88,6,35,6,9,95,70,8,2,6,21,2,40,66,55,6,2,8,11,0,3,0,0,0,0,0,3,23,9,8,2,1,2,3,5,1,2,0,0,1,0,1,1,0,0,0,0,0,4,1,0,2,2,2,1,3,2,1,1,1,17,5,5,1,1,4,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,2,0,0,0,10,7
