ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΓΙΑΝΝΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αριστείδη,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ (ΝΙΚΗ) του Οδυσσέα,ΣΑΡΑΛΙΩΤΟΥ ΜΑΡΙΑ του Θεοδώρου,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ (ΔΙΟΝΥΣΗΣ) του Ευαγγέλου,ΣΥΡΙΖΑ,ΔΑΝΤΣΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Τρύφωνα,ΜΠΑΛΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΜΠΑΜΠΑΛΗΣ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Χρήστου,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΣΤΑΥΡΙΔΟΥ ΣΟΦΙΑ του Κωνσταντίνου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΝΟΥΣΗΚΥΡΟΥ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Γεωργίου,ΞΥΛΟΥΡΓΙΔΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΤΣΑΛΤΑΦΕΡΙΔΗΣ ΑΠΟΣΤΟΛΟΣ του Στυλιανού,Κ.Κ.Ε.,ΚΟΥΤΟΥΦΗΣ ΘΕΟΦΑΝΗΣ του Χριστόδουλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΜΠΑΛΑΤΣΟΥ ΠΕΡΙΣΤΕΡΑ ΣΤΕΛΛΑ του Ιωάννη,ΞΕΦΤΕΡΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΑΡΙΔΟΥ ΣΟΦΙΑ του Ευριπίδη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΥΠΙΔΗΣ ΣΟΦΟΚΛΗΣ του Κωνσταντίνου,ΚΟΓΙΟΥ ΕΛΕΝΗ του Ιωάννη,ΜΠΑΡΜΠΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΖΙΓΚΑΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΤΣΑΚΙΡΙΔΗΣ-ΠΑΛΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΧΑΡΗΣ) του Σάββα,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΚΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΒΟΝΤΣΗ ΣΩΤΗΡΙΑ του Δημητρίου,ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευαγγέλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΛΚΑΝΗ ΙΦΙΓΕΝΕΙΑ του Ιωάννη,ΚΑΤΛΑΜΟΥΣΗ ΙΩΑΝΝΑ του Δημητρίου,ΚΕΧΑΓΙΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Κίνημα 21,ΓΟΥΓΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΙΑΝΝΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΟΥΦΑΛΗΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνος,ΛΙΑΚΟΥΛΗ ΦΑΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Παύλου,ΝΙΚΗ,ΒΑΣΙΛΕΙΑΔΗΣ ΑΝΤΩΝΙΟΣ του Ιωάννη,ΓΑΛΑΝΤΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΚΑΡΑΣΑΒΒΙΔΗΣ ΓΕΩΡΓΙΟΣ του Βιτάνη,ΜΑΚΡΙΔΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΜΑΡΑΝΤΙΔΟΥ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΑΒΟΥΛΑΡΗ ΕΛΕΝΗ του Αναστασίου,κοινωνία αξιών,ΧΑΡΑΛΑΜΠΟΥΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΙΑΝΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ευάγγελου,ΔΗΜΗΤΡΙΑΔΟΥ ΑΝΤΩΝΙΑ του Κυριάκου,Ο.Α.Κ.Κ.Ε.,ΓΚΙΟΥΛΑΚΗΣ ΣΤΕΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Κωνσταντίνου,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΠΟΥΤΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΣΤΡΕΠΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΒΑΝΙΔΟΥ ΒΑΣΙΛΙΚΗ του Προδρόμου,ΚΥΖΥΡΙΔΟΥ ΕΙΡΗΝΗ του Θεόφιλου,ΤΣΟΥΜΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΡΟΥΤΙΟΥΝΙΑΝ- ΔΗΜΗΤΡΙΑΔΟΥ ΙΡΜΑ- ΕΙΡΗΝΗ του Ράφαελ,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΩΣΤΑ ΑΘΑΝΑΣΙΑ του Σταύρου,ΟΥΡΕΪΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΕΛΤΣΟΥ ΜΑΡΙΑ του Οδυσσέα,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΤΖΗΜΙΧΑΗΛ ΑΝΤΩΝΙΟΣ του Ζαχαρία,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΕΑΝ...,ΔΕΛΗΧΑΤΖΟΓΛΟΥ ΠΡΟΔΡΟΜΟΣ του Ελευθερίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΛΕΥΚΗ ΜΑΡΙΝΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,264 E.T. Δήμου Σκύδρας,359,234,10,0,10,224,82,54,7,20,8,4,23,38,0,7,1,14,7,24,46,29,4,0,27,4,2,13,4,0,1,6,2,2,14,5,4,4,1,0,2,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,1,0,2,2,2,2,0,0,0,0,5,4
11 - Πέλλας,265 E.T. Δήμου Σκύδρας,215,135,1,0,1,134,55,41,2,10,6,6,23,5,0,0,0,1,0,4,41,36,7,0,5,2,0,3,1,1,0,0,0,2,11,9,3,0,1,0,7,3,2,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,6,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
11 - Πέλλας,266 E.T. Δήμου Σκύδρας,412,260,2,1,3,257,84,73,2,8,1,1,19,43,1,7,6,12,14,27,78,48,47,0,23,6,0,5,1,0,0,2,0,0,21,3,2,5,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,5,6,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,2
11 - Πέλλας,267 E.T. Δήμου Σκύδρας,402,246,4,0,4,242,93,89,4,9,0,0,8,36,3,1,1,7,11,29,67,36,45,1,18,1,0,8,0,2,2,5,1,0,13,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,4,3,0,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,4,4,0,0,1,1,0,0,0,0,8,5
11 - Πέλλας,268 E.T. Δήμου Σκύδρας,390,251,4,1,5,246,84,74,0,20,0,4,20,28,2,2,3,12,6,18,85,57,40,6,20,10,0,6,1,1,0,3,0,1,26,15,6,8,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,2
11 - Πέλλας,269 E.T. Δήμου Σκύδρας,382,274,3,2,5,269,123,70,32,35,7,5,40,50,13,2,1,7,11,38,44,23,2,8,17,17,0,9,2,3,1,4,2,1,16,5,1,6,2,0,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,11,4,7,2,4,0,0,1,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
11 - Πέλλας,270 E.T. Δήμου Σκύδρας,390,271,2,5,7,264,81,38,17,36,6,3,19,75,10,3,3,15,16,60,40,23,1,9,14,6,0,15,1,5,3,8,7,1,19,9,2,5,1,2,3,6,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,14,5,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,7,2
11 - Πέλλας,271 E.T. Δήμου Σκύδρας,360,251,0,2,2,249,95,54,36,24,4,12,35,54,6,2,3,24,12,31,42,21,2,7,15,15,1,14,0,2,5,9,3,3,13,3,2,4,3,2,2,4,1,1,0,0,1,1,2,2,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,9,3,2,2,1,5,0,1,1,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,5
11 - Πέλλας,272 E.T. Δήμου Σκύδρας,525,327,5,2,7,320,108,66,17,33,15,4,26,71,15,2,1,13,25,32,51,28,28,10,28,4,1,19,0,6,0,12,2,0,17,5,4,8,2,0,0,5,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,2,1,0,1,1,30,6,10,3,6,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,1,0,0,0,0,1,0,2,2,1,1,0,0,4,3
11 - Πέλλας,273 E.T. Δήμου Σκύδρας,518,307,9,2,11,296,131,69,36,18,24,14,51,50,13,5,6,10,17,21,31,17,3,10,12,5,0,4,0,1,1,2,0,0,25,9,7,8,4,1,6,5,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,2,27,8,4,2,11,13,1,1,1,1,0,0,0,0,0,0,5,3,2,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,1,3,2,2,0,0,0,0,0,3,3
11 - Πέλλας,274 E.T. Δήμου Σκύδρας,526,319,6,1,7,312,119,66,26,39,22,3,28,45,15,0,3,15,18,18,41,18,4,4,18,7,2,8,1,2,1,2,0,0,13,3,4,8,1,0,0,9,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,2,1,3,1,0,2,1,46,7,17,3,15,23,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,1,1,0,0,0,3,2,2,0,0,1,1,1,0,0,0,1,1,0,0,14,10
11 - Πέλλας,275 E.T. Δήμου Σκύδρας,524,336,16,3,19,317,130,86,34,24,17,6,54,46,7,2,3,13,16,26,33,15,2,5,11,5,0,13,2,3,2,6,2,0,12,4,3,6,3,2,1,11,3,1,0,1,4,1,3,3,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,34,12,10,4,6,15,4,0,0,1,0,0,0,0,0,0,5,2,2,0,2,1,5,1,2,3,1,1,2,2,2,0,0,5,2,0,0,0,0,1,1,1,0,11,9
11 - Πέλλας,276 E.T. Δήμου Σκύδρας,533,322,4,1,5,317,140,83,27,26,21,5,55,48,12,8,4,12,14,25,38,22,5,6,13,7,4,15,1,6,2,12,0,3,15,2,6,11,1,0,1,8,2,0,0,2,2,3,1,1,0,0,0,0,0,1,0,1,0,0,2,1,4,0,2,0,1,31,2,9,8,18,13,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,9,5
11 - Πέλλας,277 E.T. Δήμου Σκύδρας,519,322,2,2,4,318,119,55,34,31,22,6,43,38,14,3,3,6,17,16,54,20,7,7,35,10,3,10,1,6,1,5,1,1,25,8,9,10,2,0,4,7,0,1,0,3,2,1,2,1,3,2,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,35,9,11,1,9,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,1,1,4,3,1,1,0,0,0,0,10,4
11 - Πέλλας,278 E.T. Δήμου Σκύδρας,521,315,2,1,3,312,132,69,39,44,25,10,33,53,8,1,2,14,13,30,38,14,2,6,27,7,0,13,0,4,2,7,2,0,26,13,5,8,2,1,5,5,0,1,0,0,0,0,10,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,18,5,10,2,6,5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,2,1,1,1,0,0,2,0,0,0,4,2
11 - Πέλλας,279 E.T. Δήμου Σκύδρας,529,350,1,3,4,346,145,74,32,32,24,7,68,50,8,2,1,13,19,27,55,26,5,10,32,2,3,14,1,3,0,10,1,2,15,1,3,8,1,0,2,2,1,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,26,9,8,6,4,9,2,1,1,0,0,0,0,0,0,0,5,0,5,0,0,0,3,1,2,0,0,0,2,2,2,0,0,1,1,3,2,1,0,3,3,0,0,15,11
11 - Πέλλας,280 E.T. Δήμου Σκύδρας,465,303,4,2,6,297,114,73,31,21,11,3,5,55,9,2,6,19,18,22,33,22,3,4,9,10,2,16,0,4,0,10,0,6,20,7,4,7,2,1,5,7,1,3,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,30,7,14,8,15,6,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,1,1,0,0,2,2,0,0,0,1,0,0,0,1,1,0,0,5,0,0,0,5,5
11 - Πέλλας,281 E.T. Δήμου Σκύδρας,449,312,7,1,8,304,141,70,33,31,18,5,69,38,14,3,3,5,14,21,48,14,2,33,10,4,1,21,1,8,3,9,2,1,12,3,3,6,2,0,1,7,2,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,17,2,5,3,13,1,2,0,0,1,1,1,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,9,7
11 - Πέλλας,282 E.T. Δήμου Σκύδρας,439,285,4,3,7,278,119,64,33,24,11,4,41,38,8,1,0,10,6,29,55,16,8,40,19,3,0,9,1,3,0,6,0,1,23,4,4,1,1,2,11,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,19,0,5,2,15,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4,3
11 - Πέλλας,283 E.T. Δήμου Σκύδρας,474,304,4,1,5,299,99,45,23,27,22,6,37,39,13,3,0,6,12,23,62,18,10,34,16,10,0,20,1,5,1,10,1,3,13,6,2,4,1,0,4,11,2,4,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,2,0,5,32,5,8,1,22,12,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,9,7
11 - Πέλλας,284 E.T. Δήμου Σκύδρας,519,334,5,1,6,328,147,98,11,33,29,1,34,40,2,2,3,6,5,28,53,36,13,2,13,10,2,11,0,3,0,9,0,1,30,7,13,10,4,1,6,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,18,2,9,3,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,3,2,1,0,0,0,0,0,2,2,10,8
11 - Πέλλας,285 E.T. Δήμου Σκύδρας,506,316,6,4,10,306,132,72,17,34,33,3,25,57,7,2,4,16,8,41,46,26,9,4,11,13,4,12,2,2,0,6,0,2,26,11,5,10,6,0,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,1,0,11,0,4,2,2,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,8,8
11 - Πέλλας,286 E.T. Δήμου Σκύδρας,398,237,9,0,9,228,91,32,8,27,35,1,45,35,4,1,4,5,14,23,41,18,18,5,21,7,0,16,2,3,3,10,0,0,18,13,4,6,0,0,6,5,2,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,1,1,2,1,0,1,0,8,2,2,2,1,3,1,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
11 - Πέλλας,287 E.T. Δήμου Σκύδρας,405,263,4,0,4,259,91,35,14,25,36,3,29,34,1,5,0,11,10,24,49,21,10,9,29,9,1,29,2,15,5,21,4,2,10,5,2,2,2,2,6,6,3,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,16,4,3,1,15,1,2,1,1,0,1,1,2,2,2,0,0,0,0,2,0,0,0,1,0,1,1,5,4
11 - Πέλλας,288 E.T. Δήμου Σκύδρας,378,253,6,2,8,245,123,60,12,28,71,2,38,21,3,4,1,4,11,12,41,25,10,1,15,8,0,12,3,4,1,3,2,3,9,6,5,0,0,1,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,3,2,1,1,2,11,1,1,1,7,4,0,0,0,0,0,0,0,0,0,0,13,0,4,2,13,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,3,3
11 - Πέλλας,289 E.T. Δήμου Σκύδρας,259,142,1,0,1,141,44,21,19,7,5,3,22,11,2,3,2,4,4,5,66,5,2,1,62,6,0,3,0,3,1,2,0,0,5,3,2,1,1,0,3,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11 - Πέλλας,290 E.T. Δήμου Σκύδρας,501,348,9,2,11,337,150,74,64,45,15,3,53,68,5,2,1,14,10,55,20,6,4,1,10,8,1,15,2,0,0,15,5,0,36,2,9,33,1,0,1,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,24,3,20,8,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0
11 - Πέλλας,291 E.T. Δήμου Σκύδρας,495,308,0,3,3,305,144,64,55,41,10,3,52,59,1,2,2,12,5,42,15,10,2,0,8,0,0,17,5,2,0,17,0,1,31,3,3,22,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,13,3,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,2,2
11 - Πέλλας,292 E.T. Δήμου Σκύδρας,438,310,0,0,0,310,168,95,12,64,24,16,68,34,6,5,3,5,4,22,33,18,6,6,17,2,0,8,0,4,1,4,0,1,26,4,7,10,2,0,2,6,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,1,16,4,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,3,2,0,0,1,0,0,0,0,0,7,5
11 - Πέλλας,293 E.T. Δήμου Σκύδρας,475,317,3,0,3,314,112,74,2,39,11,8,37,36,5,4,4,3,4,28,74,41,8,21,21,8,2,12,2,1,2,9,4,1,25,14,7,4,2,0,9,2,2,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,16,0,8,3,6,2,1,0,0,3,2,2,1,1,0,0,3,0,1,2,2,0,2,0,0,0,1,0,8,8,1,3,0,0,0,0,0,1,0,2,0,0,0,8,7
11 - Πέλλας,294 E.T. Δήμου Σκύδρας,417,313,1,1,2,311,149,91,10,63,15,5,56,45,4,0,2,10,10,28,54,29,5,10,18,7,1,13,2,2,4,7,2,1,22,8,8,8,1,1,4,2,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,12,1,6,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,6,5
11 - Πέλλας,295 E.T. Δήμου Σκύδρας,374,267,3,2,5,262,105,71,17,27,9,5,37,58,6,0,3,6,8,47,56,33,4,13,13,9,1,7,0,1,0,4,0,2,13,4,12,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,15,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
11 - Πέλλας,296 E.T. Δήμου Σκύδρας,374,260,0,2,2,258,101,76,14,38,13,9,19,47,10,2,2,3,4,39,52,31,1,13,17,12,0,2,0,1,0,1,0,1,10,2,6,0,0,0,1,2,0,1,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,27,5,23,1,4,1,3,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
11 - Πέλλας,297 E.T. Δήμου Σκύδρας,366,240,7,0,7,233,97,55,6,59,19,5,20,21,2,0,1,1,1,19,38,16,13,1,24,7,3,9,1,2,3,3,0,5,15,3,10,1,0,0,3,1,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,1,0,0,4,2,0,0,0,0,0,24,4,17,1,5,5,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,2,2,0,0,0,0,3,3,0,0,10,10
11 - Πέλλας,298 E.T. Δήμου Σκύδρας,364,234,3,1,4,230,79,53,1,41,11,0,14,30,3,1,1,1,11,21,60,26,14,7,29,19,0,8,0,2,1,3,0,3,22,6,17,4,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,2,2,0,1,0,2,7,0,5,0,1,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,1,0,1,1,1,0,0,0,8,5
11 - Πέλλας,299 E.T. Δήμου Σκύδρας,553,382,8,0,8,374,179,87,35,85,14,7,75,71,5,3,3,8,13,62,55,24,4,21,19,7,1,3,1,1,1,2,0,1,30,5,15,5,5,2,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,22,4,16,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,1,0,0,0,1,1,1,0,0,0,2,2
11 - Πέλλας,300 E.T. Δήμου Σκύδρας,532,382,3,0,3,379,210,97,35,105,15,19,88,56,4,2,0,9,9,49,49,23,1,8,10,22,0,9,3,1,1,8,1,3,15,8,6,4,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,4,18,0,3,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,2,2,1,0,0,1,0,0,0,2,1,0,0,0,0,5,2
11 - Πέλλας,301 E.T. Δήμου Σκύδρας,531,324,7,4,11,313,146,107,12,57,13,16,29,52,17,3,4,12,11,37,37,21,3,6,12,6,1,5,0,1,0,2,1,1,18,5,11,3,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,5,3,1,0,0,0,0,31,17,11,2,6,10,1,0,0,0,0,0,0,0,0,0,3,1,2,0,3,0,3,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3
11 - Πέλλας,302 E.T. Δήμου Σκύδρας,509,297,14,2,16,281,111,83,4,33,6,13,27,57,13,0,4,12,8,48,47,35,6,4,13,5,1,9,3,4,3,5,0,2,26,8,7,12,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,22,14,4,2,6,6,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1
11 - Πέλλας,303 E.T. Δήμου Σκύδρας,251,163,2,1,3,160,47,23,4,15,7,1,16,20,2,1,1,4,9,12,50,17,0,32,20,1,1,1,0,1,0,0,0,0,21,3,6,10,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,1,3,2,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5
11 - Πέλλας,304 E.T. Δήμου Σκύδρας,512,319,5,1,6,313,149,108,10,60,24,2,36,47,4,0,2,12,20,33,28,17,4,2,11,10,1,5,0,1,2,1,0,0,28,10,6,9,4,0,6,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,2,26,1,1,1,2,24,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,1,2,0,1,1,0,0,0,0,0,6,4,0,0,0,0,0,0,1,0,9,6
11 - Πέλλας,Ετερ. Πέλλας (από 31ο Ε.Τ. Νομ. Θεσσαλονικης),348,217,0,0,0,217,80,31,13,25,21,20,14,46,13,5,4,18,18,16,12,7,2,4,4,1,0,21,7,10,4,2,2,5,12,6,3,2,0,0,4,3,0,2,0,1,2,0,2,2,0,0,0,1,1,4,1,1,0,0,3,2,4,2,2,0,1,7,5,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,6,4,5,2,2,1,1,3,2,0,0,0,0,0,0,7,4
11 - Πέλλας,Ετερ. Πέλλας (από Εφετείο Θεσσαλονίκης),40,22,2,0,2,20,5,1,0,1,2,2,2,5,2,1,0,0,2,1,4,2,1,2,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11 - Πέλλας,Ετερ. Πέλλας (από 139ο Ε.Τ. Νομ. Αττικης-Αθηνών),373,261,4,1,5,256,111,36,28,39,12,16,29,61,19,8,10,9,19,27,21,5,2,3,6,9,1,20,2,5,4,5,1,8,9,5,2,3,3,2,3,10,0,4,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,3,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,9,7
11 - Πέλλας,Ετερ. Πέλλας (από Εφετείο Πειραιώς),53,35,0,0,0,35,12,4,4,2,2,0,6,7,1,0,1,2,1,3,2,2,0,0,2,0,0,4,2,1,1,1,1,2,4,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Σύνολο,,145384,90549,1662,384,2046,88503,36333,18678,6807,10393,2498,3566,12905,16831,3116,1362,1553,3822,1758,11500,11566,4763,2118,1968,3477,2939,1025,3334,598,1034,675,682,496,793,6287,2326,2125,1189,622,355,1131,1354,282,371,60,214,271,211,434,322,105,49,32,38,25,337,103,78,53,119,432,251,698,177,101,104,296,5421,1806,2226,951,697,1301,606,77,37,154,113,52,14,9,31,14,375,101,106,67,96,149,386,146,129,89,189,121,473,303,248,109,56,375,257,414,259,250,123,199,114,125,61,2162,1399
