ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΑΤΡΑΝΤΖΗ ΜΟΥΣΤΑΦΑ του Χασάν,ΚΩΦΙΔΗΣ ΘΕΟΦΑΝΗΣ του Δημητρίου,ΠΕΧΛΙΒΑΝ ΣΕΒΗΛ του Σαλή,ΣΤΥΛΙΑΝΙΔΗΣ ΕΥΡΙΠΙΔΗΣ του Στυλιανού,ΧΑΤΖΗ ΕΛΕΝΗ του Ιωάννη,ΣΥΡΙΖΑ,ΓΑΒΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σταύρου,ΓΙΑΝΝΟΥΣΑ ΕΙΡΗΝΗ του Χρήστου,ΜΕΜΕΤ ΧΟΥΣΑΜΕΤΙΝ του Σεραφετίν,ΦΕΡΧΑΤ ΟΖΓΚΙΟΥΡ του Ναζήφ,ΧΑΡΙΤΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αθανασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΧΜΕΤ ΙΛΧΑΝ του Σαμπρή,ΜΑΝΑΝΑΣ ΓΕΩΡΓΙΟΣ του Χαραλάμπους,ΜΟΥΣΤΑΦΑ ΟΓΛΟΥ ΣΙΜΠΕΛ του Σαμή,ΜΟΥΤΟΥΣΙΔΟΥ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΠΕΤΑΛΩΤΗΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,Κ.Κ.Ε.,ΕΥΑΓΓΕΛΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΚΑΣΑΠΑΝΤΩΝΙΟΥ ΑΜΑΛΙΑ του Γεωργίου,ΚΕΡΑΤΖΗ ΙΜΠΡΑΜ ΙΜΠΡΑΗΜ του Φερεντίν,ΤΑΞΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Παναγιώτη,ΧΑΤΣΗ ΑΛΗ ΑΛΗ του Καμπέρ,Ελληνική Λύση - Κ. Βελόπουλος,ΕΛΕΥΘΕΡΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Βάιου,ΜΑΡΙΝΗ ΘΩΜΑΗ του Αθανασίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΓΑ του Δημητρίου,ΤΖΑΒΑΡΑΣ ΘΕΟΔΩΡΟΣ του Ευάγγελου,ΧΑΤΖΗΑΠΟΣΤΟΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΛΑΜΠΟΥΚΑΣ ΧΡΗΣΤΟΣ του Γρηγορίου,ΚΟΛΤΣΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωάννη,ΜΑΝΩΛΟΠΟΥΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΜΠΟΥΛΜΠΟΥΛ ΑΛΗ του Μεχμέτ,ΧΑΣΑΝ ΟΓΛΟΥ ΝΕΡΣΙΝ του Σαδίκ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΟΥ ΣΟΦΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΥ ΜΑΡΙΑ του Αντωνίου,ΜΟΥΣΤΑΦΑ ΕΡΧΑΝ του Αλή,Ο.Κ.Δ.Ε.,ΔΡΑΓΟΥΤΑ ΜΑΡΙΑ του Παύλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΛΑΪΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΜΑΡΓΕΛΗ ΜΥΡΤΩ του Ζώη,ΤΖΙΑΡΑΣ ΘΡΑΣΥΒΟΥΛΟΣ του Χρήσιμου,Κίνημα 21,ΣΟΥΚΙΑΣΙΑΝ ΓΕΩΡΓΙΟΣ του Αλμπέρτου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΔΡΑΓΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΕΡΒΑΣ ΞΕΝΟΦΩΝ του Δημοσθένη,ΜΑΝΩΛΑΤΟΣ ΣΠΥΡΙΔΩΝ του Διονυσίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΥΤΕΡΠΗ του Γεωργίου,ΝΙΚΗ,ΜΑΡΙΝΟΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΠΑΠΑΔΑΜΟΥ ΒΑΣΙΛΙΚΗ του Βασιλείου,ΣΑΛΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Χρήστου,κοινωνία αξιών,ΠΑΧΝΟΥ ΜΑΡΙΑ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΣΑΧΙΝΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ανέστη,Ο.Α.Κ.Κ.Ε.,ΣΟΦΤΖΟΓΛΟΥ ΠΑΝΤΕΛΕΗΜΩΝ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΤΑΓΙΑ ΑΡΓΥΡΩ του Γεωργίου,Ελλήνων Συνέλευσις,ΜΠΕΝΗ ΕΥΘΥΜΙΑ του Σάββα,ΜΥΛΩΘΡΙΔΗΣ ΗΛΙΑΣ του Αναστάσιου,ΠΑΡΑΣΚΕΥΑΣ ΣΤΕΦΑΝΟΣ του Κοσμά,Ένωση Κεντρώων,ΑΛΤΙΔΗΣ ΑΓΓΕΛΟΣ του Στεφάνου,ΒΑΡΟΥΤΑ ΝΙΚΗ του Γεωργίου,ΣΚΑΜΑΓΚΑΣ ΙΩΑΝΝΗΣ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΒΙΖΙΩΤΗ ΠΑΝΑΓΙΩΤΑ του Σταύρου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΛΟΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΑΥΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,Κ.Ο.Τ.Ε.Σ.,ΛΟΥΒΡΟΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΣΥΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΚΙΑ ΖΩΗ του Παναγιώτη,ΝΙΚΟΛΑΪΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γρηγορίου,ΠΟΥΛΙΑΝΙΤΗΣ ΘΩΜΑΣ του Νικολάου,Οικολόγοι Πράσινοι,ΚΥΡΙΑΚΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΕΡΑΝΗΣ ΝΙΚΟΛΑΟΣ του Ηλία
2 - Ροδόπης,139 E.T. Δήμου Κομοτηνής,499,279,7,6,13,266,75,2,7,0,52,6,63,3,2,5,29,20,55,19,1,13,2,18,9,3,1,0,1,1,18,11,0,4,0,1,9,0,3,4,0,0,3,3,2,1,0,0,0,1,0,1,0,1,1,0,0,3,1,0,2,18,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,3,2,1,0,1,1,2,1
2 - Ροδόπης,140 E.T. Δήμου Κομοτηνής,490,281,12,6,18,263,67,3,5,0,44,3,64,3,4,7,30,19,71,17,8,26,5,12,10,3,0,3,1,1,16,9,0,3,1,1,6,0,3,0,3,0,2,1,0,0,0,0,0,2,0,0,2,1,1,0,0,3,0,0,1,8,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,0,5,4
2 - Ροδόπης,141 E.T. Δήμου Κομοτηνής,502,241,15,0,15,226,61,2,7,0,42,4,73,1,4,12,25,26,49,5,5,10,1,28,4,1,2,0,0,0,12,6,1,1,1,1,8,0,2,5,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,0,0,2,2
2 - Ροδόπης,142 E.T. Δήμου Κομοτηνής,494,291,11,4,15,276,114,1,14,0,87,6,47,3,1,3,15,20,50,6,8,19,3,13,8,0,1,0,1,5,16,8,1,1,2,3,12,0,2,1,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,1,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,5,3
2 - Ροδόπης,143 E.T. Δήμου Κομοτηνής,497,299,10,4,14,285,104,0,12,0,84,4,63,3,1,0,5,50,42,5,10,6,2,19,16,10,3,0,0,1,16,6,1,2,1,3,6,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,2,1,2,1,0,0,14,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,1,0,8,5
2 - Ροδόπης,144 E.T. Δήμου Κομοτηνής,500,286,12,5,17,269,90,4,6,0,69,7,57,7,3,3,11,32,49,8,8,6,3,24,10,5,0,0,2,3,18,11,0,2,2,1,10,2,3,4,1,0,1,0,3,2,1,0,0,1,1,0,0,2,2,0,0,1,0,0,0,12,4,1,5,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,1,0,0,0,7,7
2 - Ροδόπης,145 E.T. Δήμου Κομοτηνής,492,209,7,3,10,199,53,5,3,0,40,4,51,1,1,8,27,11,54,14,3,24,0,8,12,5,1,0,0,5,11,5,1,0,1,3,2,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,2,1,1,0,0,6,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2 - Ροδόπης,146 E.T. Δήμου Κομοτηνής,501,243,5,3,8,235,72,0,8,0,49,12,49,4,1,5,14,22,39,4,7,14,5,8,6,4,2,0,0,0,29,11,1,2,5,4,7,1,1,4,1,0,1,1,1,0,0,0,0,2,1,1,0,0,0,1,0,2,0,1,1,13,2,4,1,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,1,1,3,3
2 - Ροδόπης,147 E.T. Δήμου Κομοτηνής,496,289,8,4,12,277,82,1,7,0,59,7,67,8,2,1,18,33,62,12,8,10,6,23,8,3,2,0,2,1,20,10,1,1,1,5,8,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,2,2,1,0,0,2,2,3,0,0,1,2,2,4,3
2 - Ροδόπης,148 E.T. Δήμου Κομοτηνής,499,302,2,5,7,295,96,5,6,0,69,8,62,7,1,2,23,24,69,18,8,15,4,22,14,5,2,0,2,3,14,4,2,1,2,3,8,3,0,1,0,2,1,1,3,2,0,0,0,0,0,0,0,5,3,1,0,2,1,1,0,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,3,0,4,3
2 - Ροδόπης,149 E.T. Δήμου Κομοτηνής,501,313,10,2,12,301,134,3,10,0,99,9,51,3,2,1,13,27,50,12,7,12,0,18,11,3,2,0,3,1,21,5,0,3,2,3,6,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,9,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,1,1,0,1,1,2,2,0,0,0,0,0,0,3,3,3,2
2 - Ροδόπης,150 E.T. Δήμου Κομοτηνής,494,343,8,4,12,331,140,1,11,2,101,13,54,5,0,1,4,33,59,4,13,4,4,31,8,3,1,0,2,0,29,11,1,2,3,6,6,1,4,0,1,0,0,0,3,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,7,0,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,10,5
2 - Ροδόπης,151 E.T. Δήμου Κομοτηνής,470,360,13,3,16,344,80,4,5,1,55,7,82,8,4,9,35,20,92,26,5,31,6,18,14,3,1,0,3,7,37,10,4,2,3,9,8,1,1,1,4,0,2,0,0,0,0,0,0,2,0,1,0,4,3,0,0,1,0,0,0,7,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,1,1,3,2,1,0,0,0,1,0,0,0,2,2,2,2
2 - Ροδόπης,152 E.T. Δήμου Κομοτηνής,502,222,6,2,8,214,28,4,2,1,18,0,72,2,0,14,42,13,77,23,5,39,2,6,9,2,0,0,1,6,9,3,2,1,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,6,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,153 E.T. Δήμου Κομοτηνής,469,249,7,10,17,232,39,5,3,1,25,2,71,1,0,10,54,4,90,31,2,51,0,4,11,3,0,1,0,7,5,2,0,0,0,2,6,0,0,1,4,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
2 - Ροδόπης,154 E.T. Δήμου Κομοτηνής,498,213,8,3,11,202,56,5,4,1,37,3,49,2,1,2,32,5,42,9,4,13,1,12,3,0,1,0,1,0,18,7,1,0,2,6,13,1,1,3,7,0,1,1,0,0,0,0,0,1,1,0,0,3,3,0,0,1,0,0,0,4,1,0,1,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3,3
2 - Ροδόπης,155 E.T. Δήμου Κομοτηνής,502,316,9,3,12,304,102,0,18,1,64,13,52,3,2,5,22,15,71,10,10,17,2,28,16,3,5,1,1,2,18,8,1,1,0,4,8,2,0,1,4,0,1,1,0,0,0,0,0,2,0,1,1,1,0,3,2,8,2,1,0,8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,2,1,2,2,0,0,0,0,2,1,5,4
2 - Ροδόπης,156 E.T. Δήμου Κομοτηνής,503,249,14,2,16,233,50,1,2,0,40,4,52,3,1,6,19,22,53,16,10,9,3,13,8,4,0,0,2,2,16,10,0,2,1,1,10,1,2,2,2,1,2,2,2,1,0,0,0,1,0,0,0,2,1,0,0,3,1,0,1,19,2,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,2,4,4,0,0,0,0,0,0,0,0,1,1,4,4
2 - Ροδόπης,157 E.T. Δήμου Κομοτηνής,494,355,2,6,8,347,133,0,16,0,99,8,56,2,4,6,1,39,42,2,13,2,2,20,8,3,1,0,0,0,49,18,5,10,4,3,9,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,7,7,0,0,1,0,0,1,9,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,7,4,4,3,3,1,3,2,0,0,0,0,2,2,9,7
2 - Ροδόπης,158 E.T. Δήμου Κομοτηνής,493,307,12,4,16,291,84,3,4,0,64,1,66,6,1,9,17,32,68,3,4,22,1,33,11,6,1,0,3,0,14,3,2,3,2,2,12,3,3,3,2,0,1,1,3,0,3,0,0,1,0,0,1,1,1,1,1,3,1,0,2,8,1,4,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,2,2,7,7,0,0,1,1,0,0,0,0,1,1,3,2
2 - Ροδόπης,159 E.T. Δήμου Κομοτηνής,485,229,7,3,10,219,52,3,7,0,38,2,74,2,2,16,35,17,52,16,3,15,4,10,3,3,0,0,0,0,12,4,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,4,1,1,0,7,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,4,4
2 - Ροδόπης,160 E.T. Δήμου Κομοτηνής,481,221,6,2,8,213,61,5,9,0,37,6,60,7,1,8,30,8,45,19,5,10,1,8,9,4,1,0,0,2,11,5,0,3,0,3,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,1,0,1,0,3,3,7,3
2 - Ροδόπης,161 E.T. Δήμου Κομοτηνής,502,322,8,2,10,312,101,1,4,2,79,10,68,5,4,3,14,37,73,12,10,11,7,29,14,2,3,0,2,5,15,6,0,2,1,1,7,1,0,2,1,2,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,4,1,1,2,12,3,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,1,2,1,0,0,1,1,0,0,0,0,0,0,4,3
2 - Ροδόπης,162 E.T. Δήμου Κομοτηνής,489,342,4,7,11,331,114,1,16,1,86,5,55,3,1,1,17,30,53,4,16,12,3,18,9,7,0,0,2,0,32,12,2,8,2,5,11,2,3,2,1,0,2,2,2,2,0,0,0,0,0,0,0,2,1,2,2,5,3,0,1,13,6,2,2,0,0,1,1,0,0,0,0,1,0,0,1,2,1,0,0,3,3,6,5,2,1,1,1,1,1,0,0,0,0,2,2,12,10
2 - Ροδόπης,163 E.T. Δήμου Κομοτηνής,484,269,6,1,7,262,86,2,15,0,56,8,53,1,3,1,10,31,44,6,5,5,5,17,20,6,2,2,3,0,18,8,0,0,2,3,5,0,1,1,0,1,0,0,1,1,0,0,0,5,0,1,4,0,0,1,1,1,1,0,0,13,5,3,3,1,1,1,1,0,0,0,0,1,0,0,1,2,1,0,1,0,0,2,2,1,1,0,0,4,4,0,0,0,0,1,1,2,2
2 - Ροδόπης,164 E.T. Δήμου Κομοτηνής,489,240,8,3,11,229,39,4,4,1,23,2,77,1,1,8,44,20,72,23,0,33,0,13,6,0,1,0,0,4,11,5,0,3,0,2,4,0,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,5,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4
2 - Ροδόπης,165 E.T. Δήμου Κομοτηνής,493,232,3,3,6,226,41,10,4,2,20,2,73,1,0,17,39,14,85,40,3,38,1,3,4,0,1,0,0,3,2,0,0,0,0,2,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,2,2,1,1
2 - Ροδόπης,166 E.T. Δήμου Κομοτηνής,464,191,6,1,7,184,22,1,1,1,14,2,58,1,1,9,41,6,69,23,6,26,3,9,13,4,1,1,0,5,6,3,0,1,0,0,6,0,0,0,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2 - Ροδόπης,167 E.T. Δήμου Κομοτηνής,445,193,5,3,8,185,34,7,3,1,22,1,61,2,7,8,27,10,54,21,2,19,1,11,13,2,3,0,3,4,5,1,1,2,0,0,2,1,0,0,1,0,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
2 - Ροδόπης,168 E.T. Δήμου Κομοτηνής,487,233,16,5,21,212,54,2,6,1,37,4,92,0,0,8,36,39,42,7,5,17,2,9,2,0,1,0,0,1,6,3,0,0,0,0,2,0,0,0,1,0,2,2,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2 - Ροδόπης,169 E.T. Δήμου Κομοτηνής,478,258,3,1,4,254,76,0,8,0,61,3,61,6,3,2,23,24,57,12,12,10,2,18,10,3,1,0,0,1,15,6,1,0,2,3,10,0,1,5,3,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,2,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,0,1,0,1,0,2,1,3,1
2 - Ροδόπης,170 E.T. Δήμου Κομοτηνής,492,225,12,3,15,210,80,0,7,0,66,2,38,2,0,2,12,19,37,6,4,7,2,17,11,3,1,1,4,1,12,6,3,0,0,1,3,0,0,2,1,0,2,2,2,1,1,0,0,0,0,0,0,2,2,3,2,2,1,1,0,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,2,0,0,1,1,0,0,0,0,0,0,4,3
2 - Ροδόπης,171 E.T. Δήμου Κομοτηνής,476,260,8,2,10,250,96,1,4,0,71,10,57,1,2,1,13,33,43,8,5,6,1,22,9,3,3,0,0,1,14,4,1,0,3,2,7,0,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,6,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,2,1,1,0,0,3,2,0,0,0,0,1,1,3,0
2 - Ροδόπης,172 E.T. Δήμου Κομοτηνής,480,300,10,3,13,287,114,0,15,0,89,7,61,3,1,2,15,38,45,13,8,1,2,19,4,0,0,0,0,1,25,8,3,0,3,9,11,2,1,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,4,0,0,1,1,3,2,1,0,0,0,1,1,8,6
2 - Ροδόπης,173 E.T. Δήμου Κομοτηνής,477,255,6,3,9,246,98,0,2,1,84,6,57,3,0,2,14,29,42,8,5,3,2,23,5,2,1,0,1,0,10,5,1,1,0,1,6,2,1,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,4,2,1,0,6,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,6
2 - Ροδόπης,174 E.T. Δήμου Κομοτηνής,522,250,3,3,6,244,74,2,12,0,56,3,84,3,1,7,27,42,46,9,7,12,3,12,12,8,0,0,1,1,9,4,2,1,1,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,1,1,2,0
2 - Ροδόπης,175 E.T. Δήμου Κομοτηνής,492,301,4,1,5,296,85,2,6,0,64,5,85,5,1,7,40,26,49,21,7,6,1,13,11,6,3,0,0,1,13,6,1,0,0,5,13,0,2,4,5,0,2,1,1,1,0,0,0,1,0,1,0,2,1,1,1,2,1,0,0,17,4,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,5,3,2,2,0,0,0,0,1,0,1,0,1,0,2,2
2 - Ροδόπης,176 E.T. Δήμου Κομοτηνής,486,312,7,1,8,304,122,1,13,0,94,9,56,5,2,0,12,34,44,3,6,9,1,23,14,6,2,0,3,1,24,10,1,3,1,6,5,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,5,2,1,0,7,5,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,2,1,1,1,1,0,1,1,0,0,0,0,3,1,12,11
2 - Ροδόπης,177 E.T. Δήμου Κομοτηνής,484,255,5,2,7,248,76,1,6,0,52,10,73,3,4,2,27,30,40,12,6,5,2,15,8,2,0,0,3,0,18,4,2,3,4,1,5,1,0,0,2,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,12,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,3,1
2 - Ροδόπης,178 E.T. Δήμου Κομοτηνής,483,304,7,2,9,295,136,1,10,0,94,9,45,4,0,3,6,28,39,1,8,1,4,21,6,0,1,0,4,0,23,4,2,1,6,5,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,1,8,1,1,0,16,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,0,0,0,1,0,0,0,0,0,2,1
2 - Ροδόπης,179 E.T. Δήμου Κομοτηνής,481,302,7,0,7,295,123,0,18,0,82,10,52,1,2,0,3,42,50,2,10,0,5,28,19,5,3,0,5,0,6,4,1,0,1,0,9,2,2,2,0,0,1,0,1,1,0,0,0,2,0,0,0,1,1,1,1,5,2,0,2,14,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,5,4
2 - Ροδόπης,180 E.T. Δήμου Κομοτηνής,510,233,14,1,15,218,66,9,5,1,39,10,68,2,1,5,37,17,61,14,4,29,1,9,9,0,0,3,0,5,2,1,0,1,0,0,3,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2 - Ροδόπης,181 E.T. Δήμου Κομοτηνής,484,230,7,6,13,217,49,6,1,1,33,4,70,3,0,7,48,12,60,18,5,23,2,11,6,1,0,1,1,1,5,2,0,0,1,1,6,0,0,0,4,1,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,0,0
2 - Ροδόπης,182 E.T. Δήμου Κομοτηνής,478,266,4,4,8,258,91,1,12,0,71,4,64,5,1,4,17,32,46,8,10,8,1,18,9,2,1,0,0,3,11,1,1,0,1,6,8,2,0,0,5,0,2,2,1,0,1,0,0,0,0,0,0,3,3,0,0,3,0,1,1,7,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,2,2,1,0,0,0,2,2,4,3
2 - Ροδόπης,183 E.T. Δήμου Κομοτηνής,497,226,8,2,10,216,67,1,5,0,52,2,50,8,1,5,17,19,41,6,5,19,1,9,6,1,3,0,1,0,22,7,1,2,4,4,4,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,6,2
2 - Ροδόπης,184 E.T. Δήμου Κομοτηνής,493,308,9,2,11,297,134,3,13,2,101,10,62,3,1,0,4,50,33,2,12,0,5,12,16,5,5,0,3,2,10,3,0,1,0,3,10,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,2,0,1,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1,1,3,2,0,0,0,0,0,0,9,7
2 - Ροδόπης,185 E.T. Δήμου Κομοτηνής,474,293,10,2,12,281,109,1,7,0,85,8,62,2,3,3,13,28,45,2,6,6,3,27,15,4,2,0,4,1,15,8,1,2,1,0,4,1,0,2,0,0,1,0,1,0,1,0,0,2,2,0,0,0,0,2,0,6,2,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,0,0,1,0,0,0,0,0,0,0,1,1,7,5
2 - Ροδόπης,186 E.T. Δήμου Κομοτηνής,478,214,8,3,11,203,54,3,2,0,42,5,67,1,1,4,31,29,54,11,2,14,0,27,6,3,0,0,0,3,7,2,1,0,0,2,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1
2 - Ροδόπης,187 E.T. Δήμου Κομοτηνής,492,196,12,3,15,181,47,5,1,1,34,4,89,2,1,8,30,42,24,5,6,2,1,8,4,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2
