ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΩΡΓΟΣ ΙΩΑΝΝΗΣ του Αγγελή,ΚΑΡΑΝΑΣΙΟΣ ΕΥΘΥΜΙΟΣ του Βασιλείου,ΛΑΘΟΥΡΗ-ΠΑΡΓΑ ΜΑΡΙΑ του Σπυρίδωνος,ΜΥΛΩΝΑ ΖΑΦΕΙΡΟΥΛΑ του Δημητρίου,ΤΑΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΖΑΧΟΥ ΕΛΕΝΗ του Βασιλείου,ΙΓΓΛΕΖΗ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΜΑΛΑΜΑ ΚΥΡΙΑΚΗ του Ιωάννη,ΜΟΥΛΑΓΙΑΝΝΙΟΣ ΛΕΩΝΙΔΑΣ του Κωνσταντίνου,ΦΩΤΑΚΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΝΕΛΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Αριστείδη,ΚΑΤΣΑΡΟΥ ΑΝΝΑ του Χρήστου,ΜΑΝΤΣΙΟΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΤΑΡΚΑΣΗ ΒΑΡΒΑΡΑ του Αθανασίου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΜΑΡΙΑ του Ευαγγέλου,ΛΥΡΤΖΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΑΝΩΛΗΣ ΕΜΜΑΝΟΥΗΛ του Ελευθερίου,ΠΑΝΤΕΛΗΣ ΛΑΖΑΡΟΣ του Αστέριου,ΧΡΙΣΤΙΑΝΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΩΝΣΤΑΝΤΙΝΟΥΔΗΣ ΝΙΚΟΛΑΟΣ του Κλεάνθη,ΛΑΜΠΑΔΑΚΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΤΣΑΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΦΑΦΟΥΤΗΣ ΛΑΜΠΡΟΣ του Ηλία,ΧΑΤΖΗΓΙΑΝΝΙΔΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΕΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Χριστόδουλου,ΓΡΑΣΣΟΥ ΚΑΛΛΙΡΡΟΗ (ΗΡΩ) του Γεωργίου,ΣΟΦΤΣΗ ΜΑΡΙΑ του Βασιλείου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Μιχαήλ,ΧΟΥΧΟΥΤΑΣ ΝΙΚΗΤΑΣ του Αθανασίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΡΑΣΤΑΝΑΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΡΑΣΚΕΥΗ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΓΕΩΡΓΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΑΝΤΩΝΙΟΥ ΣΤΕΡΓΙΑΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΣΟΥΝΔΟΥΛΟΥΝΑΚΗ ΙΩΑΝΝΑ του Νικολάου,ΤΑΤΑΛΑΣ ΠΕΤΡΟΣ του Κωνσταντίνου,Κίνημα 21,ΜΟΥΣΤΑΚΑ ΣΟΦΙΑ του Ιερόθεου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΑΓΓΛΗΣ ΑΣΤΕΡΙΟΣ (ΣΤΕΡΓΙΟΣ) του Αγγέλου,ΜΙΓΚΟΥ ΠΑΝΑΓΙΩΤΑ ΛΗΤΩ του Θωμά,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΝΙΚΟΛΑΟΣ του Σαραφιανού,ΝΙΚΗ,ΓΙΑΝΝΑΚΟΠΟΥΛΟΥ ΝΙΚΟΛΙΤΣΑ του Σπυρίδωνα,ΖΑΡΤΑΛΟΥΔΗΣ ΖΩΗΣ του Δημητρίου,ΣΤΑΜΑΤΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Μιχαήλ,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,ΚΟΥΚΑ ΑΝΝΑ του Βασιλείου,κοινωνία αξιών,ΓΟΥΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Μιλτιάδου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΓΚΟΡΤΖΟΣ ΝΙΚΟΛΑΟΣ του Γεώργιου,ΚΑΡΑΝΤΩΝΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΡΕΒΕΝΙΚΙΩΤΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΖΑΦΕΙΡΟΠΟΥΛΟΣ ΗΛΙΑΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΡΑΠΤΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Ελλήνων Συνέλευσις,ΑΛΕΥΡΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΟΥΣΤΑΚΑ ΜΑΡΙΑ του Παναγιώτη,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΑΛΚΗΣ του Χρήστου,Ένωση Κεντρώων,ΗΛΙΑΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Νικολάου,ΤΣΙΦΤΣΗΣ ΧΡΗΣΤΟΣ του Μιχαήλ,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΙΜΕΝΟΠΟΥΛΟΣ ΣΤΑΥΡΟΣ ΙΟΡΔΑΝΗΣ του Βασιλείου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΡΧΟΝΤΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αντωνίου,ΚΑΡΑΜΙΧΑΛΗΣ ΙΩΑΝΝΗΣ - ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΛΟΓΓΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Λογγίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΡΑΝΤΩΝΑΣ ΑΣΤΕΡΙΟΣ του Δημητρίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΚΕΤΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΠΑΚΡΑΤΣΑΣ ΜΕΝΕΛΑΟΣ του Στάμου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΦΡΟΣΥΝΗ του Γεωργίου,Οικολόγοι Πράσινοι,ΦΑΦΟΥΤΑΚΗ ΟΛΓΑ ΔΙΑΜΑΝΤΩ του Παύλου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Παύλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΡΕΝΤΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου
9 - Χαλκιδικής,128 E.T. Δήμου Νέας Προποντίδας,501,306,9,1,10,296,109,39,12,10,9,31,35,6,4,17,2,2,67,2,2,6,44,5,4,0,2,0,0,0,14,2,1,6,0,1,12,3,4,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,8,4,0,1,16,2,11,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,0,4,1,0,0,0,0,1,0,2,2,2,1,1,1,4,3,0,0,11,10
9 - Χαλκιδικής,129 E.T. Δήμου Νέας Προποντίδας,504,283,8,0,8,275,115,28,19,2,18,39,30,4,4,15,1,2,29,0,2,0,27,0,6,3,1,1,0,0,36,9,2,17,0,2,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,1,12,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,3,2,1,1,0,0,0,1,1,0,0,1,1,6,6,1,1,1,0,0,0,1,0,16,16
9 - Χαλκιδικής,130 E.T. Δήμου Νέας Προποντίδας,488,313,4,3,7,306,131,29,32,0,15,46,28,7,2,14,0,0,47,5,3,2,29,2,9,4,2,0,0,1,26,8,6,6,0,1,8,0,3,0,0,2,0,0,0,1,1,0,0,3,1,1,0,0,0,4,2,0,2,15,5,8,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,1,2,0,1,0,0,0,1,0,2,2,1,1,3,3,0,0,20,19
9 - Χαλκιδικής,131 E.T. Δήμου Νέας Προποντίδας,489,322,3,3,6,316,114,27,14,4,30,30,48,8,6,24,1,4,44,2,2,3,32,1,21,12,2,2,0,0,32,11,3,10,1,5,5,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,24,4,15,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,1,5,4,0,0,2,1,0,0,8,4
9 - Χαλκιδικής,132 E.T. Δήμου Νέας Προποντίδας,371,269,6,0,6,263,121,23,36,1,33,16,38,21,3,7,1,2,30,0,1,1,26,0,9,4,0,0,0,2,14,7,2,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,10,2,3,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,3,1,1,1,10,10,0,0,2,1,0,0,11,8
9 - Χαλκιδικής,133 E.T. Δήμου Νέας Προποντίδας,509,373,3,0,3,370,151,28,17,1,49,41,34,9,4,8,1,3,66,1,2,4,53,0,19,6,0,2,1,1,13,3,3,0,1,1,15,4,1,2,1,0,3,1,2,0,0,0,0,3,0,1,1,7,5,11,3,0,2,23,7,11,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1,0,1,1,1,1,14,7
9 - Χαλκιδικής,134 E.T. Δήμου Νέας Προποντίδας,435,307,3,2,5,302,161,53,36,4,30,33,22,2,2,12,1,2,48,0,2,0,46,0,5,0,0,0,0,3,21,2,1,10,1,2,8,2,0,3,0,2,5,0,5,0,0,0,0,1,0,1,0,3,2,3,2,0,0,5,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,3,3,7,4,0,0,1,1,1,0,1,0
9 - Χαλκιδικής,135 E.T. Δήμου Νέας Προποντίδας,557,370,6,2,8,362,137,28,30,2,35,23,54,9,4,24,2,5,68,0,2,7,51,2,18,5,2,0,0,3,24,14,1,2,1,1,7,1,1,0,0,1,2,0,2,0,0,0,0,2,0,1,0,0,0,3,2,1,0,21,3,11,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,2,1,5,2,1,1,3,1,2,2,6,4
9 - Χαλκιδικής,136 E.T. Δήμου Νέας Προποντίδας,551,344,10,7,17,327,135,45,18,5,22,36,29,5,1,12,1,4,70,3,4,2,59,1,15,8,0,0,0,2,23,5,2,4,4,2,5,2,0,0,2,1,2,0,1,1,1,0,0,2,0,1,0,1,1,1,0,1,0,8,2,5,0,0,0,1,1,2,0,2,0,0,0,1,1,1,0,0,1,3,1,1,0,0,0,3,3,0,0,0,0,1,1,2,2,1,1,3,3,0,0,17,12
9 - Χαλκιδικής,137 E.T. Δήμου Νέας Προποντίδας,549,391,3,3,6,385,142,26,27,3,37,37,48,6,8,18,0,6,60,2,6,3,48,0,15,7,2,2,0,3,30,11,4,6,0,1,14,1,0,3,1,0,3,0,3,0,0,0,0,1,1,0,0,2,2,6,4,1,1,27,3,16,4,0,0,1,1,3,1,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,4,2,0,1,1,1,2,1,2,1,1,1,4,1,0,0,16,10
9 - Χαλκιδικής,138 E.T. Δήμου Νέας Προποντίδας,551,383,10,3,13,370,123,19,35,4,25,29,49,5,1,22,1,13,63,3,2,0,52,0,32,13,5,4,0,2,33,16,4,5,1,1,8,0,0,0,3,0,8,1,6,0,0,0,0,0,0,0,0,2,0,6,1,1,2,16,6,8,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,6,3,0,0,2,0,2,1,2,1,0,0,1,0,1,0,9,6
9 - Χαλκιδικής,139 E.T. Δήμου Νέας Προποντίδας,530,328,4,1,5,323,84,9,22,3,15,28,49,8,3,20,4,4,51,0,4,1,43,0,16,10,0,2,0,2,40,22,1,7,1,4,10,1,0,1,1,1,7,2,5,0,0,0,0,1,0,1,0,8,5,4,0,1,0,15,3,7,2,0,0,0,0,4,2,2,0,0,0,0,0,6,0,0,6,2,1,0,0,0,0,3,2,0,0,0,0,4,2,3,2,1,0,3,1,2,1,10,4
9 - Χαλκιδικής,140 E.T. Δήμου Νέας Προποντίδας,421,265,0,3,3,262,101,24,14,1,18,35,33,4,7,10,4,2,44,2,0,1,37,3,8,4,0,1,0,0,21,8,3,3,1,0,5,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,1,12,3,4,4,0,0,1,0,1,1,0,0,0,0,1,1,7,2,1,4,3,3,0,0,3,3,1,1,0,0,0,0,2,1,0,0,0,0,4,2,4,1,6,5
9 - Χαλκιδικής,141 E.T. Δήμου Νέας Προποντίδας,418,271,9,2,11,260,105,27,20,9,15,31,44,12,1,10,3,15,40,1,1,0,36,1,10,0,1,0,1,1,28,9,9,4,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,6,1,3,2,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,1,3,1,0,1,0,0,3,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,5
9 - Χαλκιδικής,142 E.T. Δήμου Νέας Προποντίδας,397,250,8,2,10,240,86,27,13,3,10,30,43,7,4,12,0,15,47,2,4,1,34,1,8,0,0,0,0,3,12,6,1,2,0,0,4,1,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,4,4,2,0,2,0,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,12,9
9 - Χαλκιδικής,143 E.T. Δήμου Νέας Προποντίδας,510,355,3,2,5,350,85,40,8,4,19,4,65,19,6,21,2,1,61,0,0,0,49,1,14,4,1,0,1,4,26,4,4,4,0,3,6,0,0,0,0,2,7,0,6,2,1,0,0,0,0,0,0,3,0,6,1,1,3,28,3,17,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0,10,1,0,1,0,1,1,0,0,0,0,0,0,4,2,3,3,1,1,1,0,4,3,20,9
9 - Χαλκιδικής,144 E.T. Δήμου Πολυγύρου,377,245,4,0,4,241,75,15,22,4,13,8,31,10,7,8,0,2,43,3,4,2,24,2,32,5,2,1,0,16,7,1,1,1,0,3,8,2,0,1,2,0,12,0,12,2,1,0,0,2,0,0,0,3,2,2,0,0,1,10,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,2,2,0,0,8,2
9 - Χαλκιδικής,145 E.T. Δήμου Πολυγύρου,379,258,7,0,7,251,97,15,43,11,9,12,29,6,5,7,3,1,19,1,1,3,9,3,33,10,3,4,3,8,9,5,2,0,0,1,8,1,2,2,0,0,18,1,16,0,0,0,0,2,2,0,0,2,1,1,0,1,0,2,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,3,0,1,1,1,0,0,0,0,0,0,2,2,1,0,1,0,3,2,2,2,12,5
9 - Χαλκιδικής,146 E.T. Δήμου Πολυγύρου,322,240,5,1,6,234,93,52,2,1,19,13,38,5,4,4,1,16,17,0,6,0,9,1,17,2,1,2,0,6,9,2,2,0,0,0,4,0,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,3,2,1,1,0,0,24,6,8,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,3,3,2,1,1,1,5,3,4,3,6,0
9 - Χαλκιδικής,147 E.T. Δήμου Πολυγύρου,506,329,11,1,12,317,156,44,43,6,13,36,32,4,4,9,1,8,15,0,1,0,8,4,7,1,1,0,0,2,20,14,1,1,1,0,12,5,2,1,1,0,2,2,0,1,1,0,0,1,0,0,1,9,6,5,4,0,0,22,4,10,3,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,6,3,0,1,1,0,0,0,0,0,1,0,5,3,2,0,1,0,3,1,4,2,8,5
9 - Χαλκιδικής,148 E.T. Δήμου Πολυγύρου,470,284,8,1,9,275,120,38,27,5,11,28,32,4,2,10,2,8,17,2,4,0,9,1,7,2,1,1,0,1,28,17,1,3,0,4,9,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,3,3,6,0,1,2,27,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,1,4,3,2,0,2,2,1,1,10,7
9 - Χαλκιδικής,149 E.T. Δήμου Πολυγύρου,475,299,10,1,11,288,130,31,36,5,15,24,37,2,6,12,1,11,10,1,0,1,5,1,7,2,3,0,0,1,29,7,2,8,2,1,6,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,10,3,5,0,0,4,28,5,13,3,0,0,0,0,3,0,0,0,1,0,0,0,2,0,1,1,3,0,1,0,2,1,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,0,8,7
9 - Χαλκιδικής,150 E.T. Δήμου Πολυγύρου,463,289,3,1,4,285,119,35,27,5,13,25,40,9,6,10,1,6,27,5,3,3,5,7,11,2,0,0,0,4,24,10,1,5,0,4,5,1,3,0,0,0,3,0,3,2,0,1,1,1,1,0,0,5,2,7,1,1,3,22,5,8,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,3,1,0,2,1,1,0,6,4
9 - Χαλκιδικής,151 E.T. Δήμου Πολυγύρου,477,314,2,3,5,309,102,32,18,5,10,18,42,5,4,17,2,8,41,3,4,1,15,10,21,2,6,1,0,5,19,9,1,4,0,1,14,2,1,1,1,1,3,1,1,1,1,0,0,1,0,0,0,2,1,3,1,0,2,27,8,11,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,2,0,5,2,0,0,0,0,1,0,0,0,0,0,2,0,5,3,14,2
9 - Χαλκιδικής,152 E.T. Δήμου Πολυγύρου,464,301,3,1,4,297,128,28,29,9,15,30,26,3,2,9,3,5,27,1,3,1,14,1,13,4,3,2,0,0,22,8,1,4,0,2,11,2,1,1,1,0,8,0,5,2,1,0,0,0,0,0,0,6,3,0,0,0,0,26,6,11,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,4,2,3,2,1,1,1,1,12,10
9 - Χαλκιδικής,153 E.T. Δήμου Πολυγύρου,621,425,9,4,13,412,181,47,28,7,30,37,66,8,5,31,5,8,47,2,8,2,25,5,18,5,1,0,1,4,20,7,6,0,0,1,4,0,0,1,0,0,8,0,8,0,0,0,0,1,0,0,0,1,1,6,1,0,1,34,11,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3,1,2,0,0,0,2,0,3,1,0,0,3,0,0,0,11,6
9 - Χαλκιδικής,154 E.T. Δήμου Πολυγύρου,408,325,7,0,7,318,98,35,25,2,12,16,86,13,2,36,4,26,55,3,7,2,30,8,24,0,8,3,0,4,17,4,3,5,0,1,2,0,0,1,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,2,12,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,2,0,0,1,0,3,3,1,1,0,0,1,1,0,0,4,3
9 - Χαλκιδικής,155 E.T. Δήμου Πολυγύρου,405,288,6,1,7,281,103,30,32,0,9,22,70,13,4,41,0,5,48,3,9,0,27,6,20,1,6,1,0,4,8,2,1,2,1,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,8,1,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,6,6
9 - Χαλκιδικής,156 E.T. Δήμου Πολυγύρου,406,286,8,3,11,275,137,47,19,7,29,24,44,1,16,12,3,9,35,1,4,0,19,7,13,5,2,0,0,4,10,4,2,2,1,0,2,0,1,0,0,1,3,0,3,0,0,0,0,0,0,0,0,5,4,4,0,0,4,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,3
9 - Χαλκιδικής,157 E.T. Δήμου Πολυγύρου,324,251,1,0,1,250,110,36,28,10,16,18,38,5,15,8,1,3,43,0,3,2,31,3,5,1,0,0,0,2,18,4,4,6,1,1,5,0,1,3,0,1,5,2,1,0,0,0,0,1,1,0,0,0,0,2,0,0,2,11,1,7,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,5,5,2,2
9 - Χαλκιδικής,158 E.T. Δήμου Πολυγύρου,564,387,5,1,6,381,164,56,21,5,26,54,92,7,5,60,4,6,48,1,5,0,17,15,8,3,0,0,1,2,21,12,2,2,0,1,7,2,3,1,0,0,2,1,1,0,0,0,0,1,0,1,0,2,2,3,0,0,0,16,6,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,2,1,6,4
9 - Χαλκιδικής,159 E.T. Δήμου Πολυγύρου,559,360,14,3,17,343,159,84,18,4,36,8,59,5,16,22,0,8,36,3,0,0,31,2,20,1,6,1,1,3,14,2,1,5,2,1,6,0,1,0,1,0,4,0,3,1,0,0,0,0,0,0,0,9,6,0,0,0,0,9,2,3,3,0,0,1,1,0,0,0,0,0,0,2,1,3,0,0,1,1,0,0,0,0,0,3,1,0,2,0,0,4,3,1,0,2,2,2,1,0,0,7,6
9 - Χαλκιδικής,160 E.T. Δήμου Πολυγύρου,592,315,14,2,16,299,113,35,19,7,6,41,68,11,12,26,2,5,17,1,2,7,4,1,7,1,1,0,0,4,29,12,5,3,0,2,5,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,41,3,24,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,8,8
9 - Χαλκιδικής,161 E.T. Δήμου Πολυγύρου,537,320,6,1,7,313,99,26,17,6,3,39,53,5,5,19,4,12,38,4,0,6,23,1,23,2,4,0,0,10,18,4,5,2,0,0,18,0,0,1,13,4,1,0,1,12,4,1,0,2,2,0,0,1,1,1,0,0,0,25,2,21,1,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,11,3
9 - Χαλκιδικής,162 E.T. Δήμου Πολυγύρου,540,332,12,1,13,319,109,17,25,6,14,42,61,3,7,23,1,15,48,1,4,3,37,3,18,1,5,0,1,9,18,7,3,5,1,1,21,0,0,1,19,0,3,2,1,5,2,0,0,2,0,2,0,0,0,1,0,1,0,18,3,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,2,1,0,0,2,2,3,3,1,1,4,4
9 - Χαλκιδικής,163 E.T. Δήμου Πολυγύρου,533,320,3,2,5,315,105,16,20,8,17,38,41,1,4,25,0,3,48,2,8,6,27,2,17,1,4,0,0,9,27,3,10,4,1,5,23,0,0,1,17,1,1,0,1,4,3,0,0,2,1,1,0,0,0,0,0,0,0,22,5,10,3,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,2,0,0,2,0,0,0,14,8
9 - Χαλκιδικής,164 E.T. Δήμου Πολυγύρου,522,336,8,3,11,325,106,20,20,3,16,32,49,4,6,21,6,3,43,3,1,1,31,2,23,1,7,1,0,6,30,8,4,4,3,1,21,0,0,0,18,1,3,0,3,10,2,1,0,0,0,0,0,1,1,1,0,0,1,22,0,12,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,1,0,0,1,0,1,0,6,3
9 - Χαλκιδικής,165 E.T. Δήμου Πολυγύρου,517,323,9,1,10,313,104,16,18,6,9,49,71,2,12,33,3,18,37,0,1,3,26,5,18,2,3,1,0,6,16,4,4,7,0,1,16,0,0,0,14,1,3,0,3,8,4,0,0,2,0,1,1,1,1,2,1,0,1,9,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,3,2,0,0,1,1,2,0,3,1,0,0,3,2,0,0,11,7
9 - Χαλκιδικής,166 E.T. Δήμου Πολυγύρου,532,311,8,2,10,301,99,19,28,1,9,35,53,6,13,20,1,9,43,2,0,3,33,1,27,2,9,0,1,8,25,7,2,9,0,1,15,1,0,0,8,4,2,2,0,7,5,0,0,1,0,0,0,1,1,2,2,0,0,14,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,7
9 - Χαλκιδικής,167 E.T. Δήμου Πολυγύρου,535,334,1,0,1,333,123,13,26,2,15,53,56,3,3,31,2,9,50,2,6,4,25,6,22,4,9,1,0,5,18,2,5,5,1,0,23,0,2,0,18,1,2,0,2,5,5,0,0,4,0,0,0,0,0,3,1,0,1,13,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,2,1,0,0,5,3
9 - Χαλκιδικής,168 E.T. Δήμου Πολυγύρου,544,365,4,1,5,360,190,38,83,2,25,34,38,1,6,10,2,13,61,4,8,0,38,8,10,2,2,1,1,1,10,4,1,0,0,2,3,1,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,14,13,9,0,0,9,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0,1,0,9,4
9 - Χαλκιδικής,169 E.T. Δήμου Πολυγύρου,543,374,4,6,10,364,191,38,57,7,16,62,49,3,6,20,2,12,35,0,1,1,20,12,5,0,0,0,0,3,18,1,1,14,0,0,12,4,0,1,0,5,5,0,3,1,1,0,0,0,0,0,0,2,2,1,0,0,1,21,4,11,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,1,0,1,0,2,2,2,1,1,0,0,0,1,0,6,4,0,0,2,0,0,0,7,5
9 - Χαλκιδικής,170 E.T. Δήμου Πολυγύρου,553,346,5,2,7,339,158,24,56,1,16,54,40,5,5,16,0,7,35,3,1,2,12,14,8,1,3,0,0,2,31,7,9,6,0,2,6,0,0,0,3,1,8,1,6,1,0,0,0,3,0,0,1,2,2,4,0,0,3,22,2,18,0,0,0,0,0,4,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0,0,2,2,2,1,2,2,0,0,6,6
9 - Χαλκιδικής,171 E.T. Δήμου Πολυγύρου,184,118,6,1,7,111,63,8,25,0,26,3,8,1,2,3,0,0,14,0,5,0,2,5,0,0,0,0,0,0,5,0,2,1,0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,2,2
9 - Χαλκιδικής,172 E.T. Δήμου Πολυγύρου,570,367,7,1,8,359,156,47,49,3,16,28,31,2,6,10,2,8,48,3,1,2,32,5,8,3,2,0,0,3,39,13,4,13,1,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,0,3,23,2,17,2,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,3,2,0,1,0,1,0,2,0,1,0,1,0,2,0,1,1,0,0,2,2,0,0,21,20
9 - Χαλκιδικής,173 E.T. Δήμου Πολυγύρου,557,354,3,2,5,349,134,14,60,5,9,32,47,6,10,14,2,6,61,6,4,6,36,5,17,6,1,2,0,4,39,15,3,10,0,6,5,2,0,1,0,1,3,0,3,0,0,0,0,1,0,0,0,2,1,0,0,0,0,15,6,7,0,0,0,0,0,2,1,1,0,0,0,1,0,4,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,0,0,11,10
