ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΩΡΓΟΣ ΙΩΑΝΝΗΣ του Αγγελή,ΚΑΡΑΝΑΣΙΟΣ ΕΥΘΥΜΙΟΣ του Βασιλείου,ΛΑΘΟΥΡΗ-ΠΑΡΓΑ ΜΑΡΙΑ του Σπυρίδωνος,ΜΥΛΩΝΑ ΖΑΦΕΙΡΟΥΛΑ του Δημητρίου,ΤΑΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΖΑΧΟΥ ΕΛΕΝΗ του Βασιλείου,ΙΓΓΛΕΖΗ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΜΑΛΑΜΑ ΚΥΡΙΑΚΗ του Ιωάννη,ΜΟΥΛΑΓΙΑΝΝΙΟΣ ΛΕΩΝΙΔΑΣ του Κωνσταντίνου,ΦΩΤΑΚΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΝΕΛΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Αριστείδη,ΚΑΤΣΑΡΟΥ ΑΝΝΑ του Χρήστου,ΜΑΝΤΣΙΟΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΤΑΡΚΑΣΗ ΒΑΡΒΑΡΑ του Αθανασίου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΜΑΡΙΑ του Ευαγγέλου,ΛΥΡΤΖΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΑΝΩΛΗΣ ΕΜΜΑΝΟΥΗΛ του Ελευθερίου,ΠΑΝΤΕΛΗΣ ΛΑΖΑΡΟΣ του Αστέριου,ΧΡΙΣΤΙΑΝΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΩΝΣΤΑΝΤΙΝΟΥΔΗΣ ΝΙΚΟΛΑΟΣ του Κλεάνθη,ΛΑΜΠΑΔΑΚΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΤΣΑΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΦΑΦΟΥΤΗΣ ΛΑΜΠΡΟΣ του Ηλία,ΧΑΤΖΗΓΙΑΝΝΙΔΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΕΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Χριστόδουλου,ΓΡΑΣΣΟΥ ΚΑΛΛΙΡΡΟΗ (ΗΡΩ) του Γεωργίου,ΣΟΦΤΣΗ ΜΑΡΙΑ του Βασιλείου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Μιχαήλ,ΧΟΥΧΟΥΤΑΣ ΝΙΚΗΤΑΣ του Αθανασίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΡΑΣΤΑΝΑΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΡΑΣΚΕΥΗ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΓΕΩΡΓΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΑΝΤΩΝΙΟΥ ΣΤΕΡΓΙΑΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΣΟΥΝΔΟΥΛΟΥΝΑΚΗ ΙΩΑΝΝΑ του Νικολάου,ΤΑΤΑΛΑΣ ΠΕΤΡΟΣ του Κωνσταντίνου,Κίνημα 21,ΜΟΥΣΤΑΚΑ ΣΟΦΙΑ του Ιερόθεου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΑΓΓΛΗΣ ΑΣΤΕΡΙΟΣ (ΣΤΕΡΓΙΟΣ) του Αγγέλου,ΜΙΓΚΟΥ ΠΑΝΑΓΙΩΤΑ ΛΗΤΩ του Θωμά,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΝΙΚΟΛΑΟΣ του Σαραφιανού,ΝΙΚΗ,ΓΙΑΝΝΑΚΟΠΟΥΛΟΥ ΝΙΚΟΛΙΤΣΑ του Σπυρίδωνα,ΖΑΡΤΑΛΟΥΔΗΣ ΖΩΗΣ του Δημητρίου,ΣΤΑΜΑΤΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Μιχαήλ,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,ΚΟΥΚΑ ΑΝΝΑ του Βασιλείου,κοινωνία αξιών,ΓΟΥΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Μιλτιάδου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΓΚΟΡΤΖΟΣ ΝΙΚΟΛΑΟΣ του Γεώργιου,ΚΑΡΑΝΤΩΝΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΡΕΒΕΝΙΚΙΩΤΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΖΑΦΕΙΡΟΠΟΥΛΟΣ ΗΛΙΑΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΡΑΠΤΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Ελλήνων Συνέλευσις,ΑΛΕΥΡΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΟΥΣΤΑΚΑ ΜΑΡΙΑ του Παναγιώτη,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΑΛΚΗΣ του Χρήστου,Ένωση Κεντρώων,ΗΛΙΑΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Νικολάου,ΤΣΙΦΤΣΗΣ ΧΡΗΣΤΟΣ του Μιχαήλ,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΛΙΜΕΝΟΠΟΥΛΟΣ ΣΤΑΥΡΟΣ ΙΟΡΔΑΝΗΣ του Βασιλείου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΡΧΟΝΤΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αντωνίου,ΚΑΡΑΜΙΧΑΛΗΣ ΙΩΑΝΝΗΣ - ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΛΟΓΓΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Λογγίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΡΑΝΤΩΝΑΣ ΑΣΤΕΡΙΟΣ του Δημητρίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΚΕΤΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΠΑΚΡΑΤΣΑΣ ΜΕΝΕΛΑΟΣ του Στάμου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΦΡΟΣΥΝΗ του Γεωργίου,Οικολόγοι Πράσινοι,ΦΑΦΟΥΤΑΚΗ ΟΛΓΑ ΔΙΑΜΑΝΤΩ του Παύλου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Παύλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΡΕΝΤΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου
9 - Χαλκιδικής,174 E.T. Δήμου Πολυγύρου,334,253,1,0,1,252,129,46,44,2,5,25,52,10,7,13,2,17,19,0,1,1,12,2,8,1,4,1,0,0,10,4,4,1,0,1,7,2,2,1,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,9,0,5,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,2,0
9 - Χαλκιδικής,175 E.T. Δήμου Πολυγύρου,445,302,6,1,7,295,142,17,20,1,59,37,36,1,5,12,0,8,39,2,5,0,21,11,17,4,1,0,0,1,22,5,4,2,0,2,4,0,1,0,0,0,4,0,4,0,0,0,0,2,0,0,0,3,1,3,0,0,1,10,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,7,5
9 - Χαλκιδικής,176 E.T. Δήμου Πολυγύρου,386,222,4,1,5,217,69,12,15,1,11,22,55,1,3,16,2,25,35,1,1,0,22,8,17,2,12,2,0,1,7,1,0,4,0,0,6,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,11,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1
9 - Χαλκιδικής,177 E.T. Δήμου Πολυγύρου,392,267,1,4,5,262,99,18,35,5,14,23,43,2,2,9,0,20,46,1,1,4,31,9,22,1,17,0,0,0,5,1,1,1,0,0,5,0,1,0,2,0,2,0,2,3,2,0,0,0,0,0,0,1,1,16,1,0,14,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,6,3
9 - Χαλκιδικής,178 E.T. Δήμου Πολυγύρου,366,253,0,1,1,252,99,19,28,2,9,33,57,3,2,24,1,23,38,2,0,2,22,5,8,1,1,0,1,1,15,1,1,7,0,2,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,0,0,0,8,0,0,8,11,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,6,5
9 - Χαλκιδικής,179 E.T. Δήμου Πολυγύρου,532,392,5,0,5,387,186,36,59,0,11,73,67,8,2,14,0,37,47,0,1,5,18,23,13,2,3,0,0,3,11,2,1,4,0,0,13,0,0,1,1,6,2,0,0,0,0,0,0,2,2,0,0,0,0,8,1,0,7,18,2,13,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,0,0,0,4,3,0,0,1,0,1,1,1,1,0,0,1,1,0,0,7,5
9 - Χαλκιδικής,180 E.T. Δήμου Πολυγύρου,553,369,4,2,6,363,199,22,64,3,10,90,56,1,3,19,1,29,30,1,0,1,7,20,8,0,1,1,0,4,12,2,0,3,0,0,11,0,2,1,0,7,1,0,1,0,0,0,0,3,0,2,0,1,0,6,0,0,6,13,0,9,2,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,3,1,1,0,0,0,1,1,2,1,1,0,2,1,2,1,5,2
9 - Χαλκιδικής,181 E.T. Δήμου Πολυγύρου,541,370,9,2,11,359,178,29,51,2,18,73,55,2,3,15,1,29,34,0,1,2,15,10,9,0,1,0,0,4,12,3,1,3,0,0,15,0,0,1,4,9,2,0,1,0,0,0,0,3,3,0,0,4,2,7,0,0,5,23,6,9,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,9,5
9 - Χαλκιδικής,182 E.T. Δήμου Πολυγύρου,547,375,7,3,10,365,160,19,54,2,15,61,65,6,3,14,2,30,44,3,0,1,9,30,10,0,3,0,0,5,9,3,2,2,0,1,12,0,1,2,1,5,2,0,1,2,0,0,0,2,0,1,0,1,0,4,1,0,3,30,3,21,2,0,0,1,1,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,3,2,0,0,0,0,2,2,3,3,1,0,3,2,1,1,5,4
9 - Χαλκιδικής,183 E.T. Δήμου Πολυγύρου,534,423,4,1,5,418,179,19,59,3,13,73,63,4,1,17,3,31,41,0,5,5,14,17,23,3,9,0,1,6,21,5,0,9,0,1,21,2,3,2,6,3,3,2,1,1,1,0,0,0,0,0,0,1,1,11,1,0,7,25,5,16,2,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,2,2,1,1,0,1,1,3,1,1,0,1,1,2,2,1,1,0,0,1,1,0,0,13,10
9 - Χαλκιδικής,184 E.T. Δήμου Πολυγύρου,556,371,6,0,6,365,128,15,29,2,17,57,80,3,5,29,2,35,27,0,2,3,7,13,23,3,8,0,2,7,24,8,0,11,0,0,18,2,0,3,1,4,2,0,2,0,0,0,0,3,3,0,0,2,1,11,0,1,9,26,0,18,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,4,3,0,0,1,1,3,2,0,0,7,5
9 - Χαλκιδικής,185 E.T. Δήμου Πολυγύρου,544,370,4,4,8,362,151,29,69,1,6,40,68,1,6,23,0,31,25,1,1,0,4,15,17,2,3,0,0,7,13,3,2,5,0,0,17,1,1,3,3,7,2,0,2,0,0,0,0,1,1,0,0,0,0,19,0,2,17,22,2,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,6,4,0,0,4,3,2,1,7,5
9 - Χαλκιδικής,186 E.T. Δήμου Πολυγύρου,544,373,3,3,6,367,185,25,57,1,9,81,60,4,3,23,2,19,39,1,0,0,8,24,16,0,5,0,1,4,8,0,0,4,0,0,8,1,1,1,2,3,1,0,0,1,1,0,0,0,0,0,0,1,0,12,0,0,9,12,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,1,1,1,2,2,0,0,0,0,2,1,3,0,0,0,0,0,2,1,10,5
9 - Χαλκιδικής,187 E.T. Δήμου Πολυγύρου,548,387,4,1,5,382,174,20,63,1,10,67,45,3,1,11,1,23,38,1,0,3,10,22,17,0,3,0,0,9,27,6,3,10,0,0,17,1,0,1,2,6,6,0,5,1,1,0,0,3,1,0,0,1,1,12,1,0,10,23,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,0,0,3,1,3,3,6,1
9 - Χαλκιδικής,188 E.T. Δήμου Πολυγύρου,611,459,5,2,7,452,227,71,51,1,6,88,49,4,2,6,0,18,42,3,0,6,21,9,3,0,2,0,0,0,39,9,5,18,0,1,9,3,2,0,1,2,6,1,4,4,2,0,0,0,0,0,0,3,3,13,1,1,9,36,3,25,4,0,0,1,1,4,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,2,2,1,0,5,3
9 - Χαλκιδικής,189 E.T. Δήμου Σιθωνίας,476,299,6,2,8,291,128,29,15,18,13,38,37,8,4,20,2,0,32,2,1,19,6,0,4,1,0,0,0,2,18,8,4,2,0,1,11,1,4,0,0,6,0,0,0,1,0,0,0,1,0,1,0,2,2,6,2,1,1,14,1,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,0,0,1,0,5,4,5,4,1,1,3,2,0,0,15,11
9 - Χαλκιδικής,190 E.T. Δήμου Σιθωνίας,464,306,4,0,4,302,130,46,17,19,8,31,45,1,2,25,1,7,46,0,2,27,13,1,14,3,1,0,5,1,16,2,1,4,1,2,12,0,1,0,0,9,1,0,0,1,0,0,0,1,0,0,0,0,0,5,4,0,0,12,1,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,4,0,0,0,0,3,2,0,0,8,6
9 - Χαλκιδικής,191 E.T. Δήμου Σιθωνίας,480,285,4,1,5,280,119,39,19,12,12,23,37,2,3,26,2,1,24,0,0,13,6,0,11,2,0,1,1,1,15,6,1,2,0,0,20,0,0,1,1,12,0,0,0,1,1,0,0,0,0,0,0,4,3,6,2,2,2,13,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,0,0,1,0,5,4,2,0,0,0,1,0,1,1,13,7
9 - Χαλκιδικής,192 E.T. Δήμου Σιθωνίας,472,289,9,0,9,280,117,34,15,6,7,45,38,4,3,26,0,2,50,1,2,33,12,1,8,0,0,2,1,1,17,7,2,3,1,0,14,0,8,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3,1,0,1,1,1,3,0,1,1,0,0,5,4,0,0,0,0,0,0,0,0,16,11
9 - Χαλκιδικής,193 E.T. Δήμου Σιθωνίας,478,301,7,2,9,292,123,36,18,17,10,39,21,2,3,13,2,1,39,1,0,24,12,0,6,3,1,0,1,0,29,8,8,4,0,6,12,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,21,4,12,4,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,0,1,0,1,0,2,0,1,1,0,0,8,8,4,3,1,1,1,1,3,1,12,8
9 - Χαλκιδικής,194 E.T. Δήμου Σιθωνίας,451,283,6,3,9,274,107,28,19,14,6,25,40,3,4,18,1,9,31,0,2,20,8,0,4,0,1,0,0,0,29,13,3,4,2,2,18,1,4,0,0,12,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,8,0,4,1,0,0,0,0,1,0,0,1,1,1,0,0,3,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,6,6,1,1,0,0,4,3,0,0,15,11
9 - Χαλκιδικής,195 E.T. Δήμου Σιθωνίας,478,290,7,1,8,282,115,19,15,12,9,51,46,2,3,35,0,3,38,3,1,13,16,4,12,4,3,2,0,0,11,3,1,3,1,0,11,0,1,3,0,4,2,1,1,2,2,0,0,0,0,0,0,5,5,1,0,0,1,15,5,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,7,1,1,0,0,1,1,1,1,11,7
9 - Χαλκιδικής,196 E.T. Δήμου Σιθωνίας,465,271,2,1,3,268,105,27,16,11,12,34,53,1,3,35,1,7,35,1,3,15,11,1,17,5,1,0,3,0,11,3,2,3,0,1,9,0,0,3,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,10,2,6,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,3,0,1,2,0,0,1,1,1,0,0,0,2,1,0,0,11,4
9 - Χαλκιδικής,197 E.T. Δήμου Σιθωνίας,473,291,10,3,13,278,110,28,13,16,16,22,48,3,3,27,1,7,40,1,2,9,9,11,20,3,2,0,6,0,8,3,2,1,0,0,10,1,0,5,1,2,1,0,1,5,1,0,0,3,0,2,0,1,0,4,2,1,0,10,2,5,3,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,2,3,0,1,1,4,2
9 - Χαλκιδικής,198 E.T. Δήμου Σιθωνίας,477,291,5,0,5,286,106,32,19,5,9,37,56,2,2,34,2,11,44,2,4,17,12,5,17,6,1,2,4,0,16,2,2,9,0,0,16,0,0,10,0,4,1,0,1,1,1,0,0,1,0,0,0,2,1,2,0,0,1,10,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,1,1,1,1,2,2,2,1,1,0,0,0,3,2
9 - Χαλκιδικής,199 E.T. Δήμου Σιθωνίας,466,292,6,4,10,282,101,28,14,8,9,27,55,7,1,42,1,0,41,0,3,16,11,5,26,5,2,3,6,5,10,5,1,0,0,1,11,0,1,2,0,4,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,1,0,18,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8,2
9 - Χαλκιδικής,200 E.T. Δήμου Σιθωνίας,436,325,10,2,12,313,106,29,25,4,7,32,53,3,7,23,1,11,33,1,11,3,13,3,7,2,2,0,1,0,30,18,0,11,0,0,4,0,1,1,0,1,4,2,2,0,0,0,0,0,0,0,0,2,1,3,0,0,1,31,7,13,2,0,0,1,1,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,3,0,1,0,0,0,6,6,6,6,1,0,0,0,3,2,13,8
9 - Χαλκιδικής,201 E.T. Δήμου Σιθωνίας,443,316,8,0,8,308,101,32,29,8,6,19,53,1,2,37,0,10,41,3,12,7,14,3,5,2,0,0,1,1,36,12,5,9,2,1,2,0,1,1,0,0,3,0,1,0,0,0,0,1,1,0,0,2,2,2,0,1,0,36,9,17,3,0,0,0,0,3,2,0,0,0,0,1,0,2,2,0,0,2,0,2,0,1,1,1,0,0,0,3,1,3,1,1,1,0,0,1,0,1,0,7,6
9 - Χαλκιδικής,202 E.T. Δήμου Σιθωνίας,543,326,8,1,9,317,134,42,29,11,5,37,66,3,9,41,0,5,41,2,0,2,21,7,13,1,1,0,6,1,14,5,3,1,0,0,7,0,0,1,0,4,3,1,1,1,1,1,1,0,0,0,0,2,2,1,1,0,0,19,5,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,2,2,0,0,1,1,1,0,0,0,6,1
9 - Χαλκιδικής,203 E.T. Δήμου Σιθωνίας,556,364,5,1,6,358,133,33,35,18,6,26,64,2,4,49,0,4,55,1,3,12,23,4,14,1,1,1,4,4,21,7,4,2,0,1,8,0,0,2,0,5,0,0,0,2,1,0,0,0,0,0,0,2,1,2,0,0,2,20,5,10,4,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,3,0,0,3,1,1,0,0,0,0,0,0,5,5,2,1,2,2,7,5,1,1,12,7
9 - Χαλκιδικής,204 E.T. Δήμου Σιθωνίας,550,326,12,1,13,313,105,18,25,22,10,23,72,6,6,47,4,5,44,3,3,10,24,3,8,3,0,0,1,1,23,6,8,1,1,4,10,1,0,1,0,7,1,0,1,0,0,1,1,0,0,0,0,2,2,3,2,0,0,12,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,2,0,0,0,1,1,7,7,1,0,1,1,4,2,2,0,9,6
9 - Χαλκιδικής,205 E.T. Δήμου Σιθωνίας,544,357,12,1,13,344,141,43,40,14,14,23,67,6,2,55,0,1,44,3,1,12,21,0,6,1,0,2,1,1,23,10,0,3,1,5,13,2,1,0,1,8,3,2,1,0,0,1,0,1,0,0,0,0,0,2,0,0,2,8,2,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,12,4,2,2,0,0,1,1,3,2,2,2,1,0,1,1,9,5
9 - Χαλκιδικής,206 E.T. Δήμου Σιθωνίας,546,358,11,1,12,346,131,29,45,17,7,30,52,9,8,28,1,1,50,3,8,5,25,3,18,4,0,1,11,2,29,14,4,3,2,2,8,0,0,1,0,5,2,0,2,1,0,0,0,1,0,0,1,3,1,3,1,1,0,26,2,9,14,0,0,0,0,1,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,1,0,3,0,2,0,0,0,2,1,0,0,1,1,5,2,1,1,5,3
9 - Χαλκιδικής,207 E.T. Δήμου Σιθωνίας,449,266,7,2,9,257,128,12,20,74,1,15,61,0,2,51,0,2,10,1,2,0,5,0,11,2,0,0,7,0,9,4,0,1,0,2,4,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,0,1,3,2,0,1,1,1,1,4,2,1,1,0,0,0,0,1,1,0,0,1,1,1,1,7,5
9 - Χαλκιδικής,208 E.T. Δήμου Σιθωνίας,451,274,5,4,9,265,138,7,13,100,5,7,55,0,1,52,1,0,18,2,2,5,9,0,3,0,0,0,2,1,15,5,1,1,0,2,7,2,1,1,2,1,4,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,1,1,2,2
9 - Χαλκιδικής,209 E.T. Δήμου Σιθωνίας,465,284,6,4,10,274,125,12,12,83,0,11,56,0,1,54,0,0,20,0,2,2,10,3,10,0,0,0,5,1,15,5,2,0,2,1,5,0,1,0,1,1,3,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,1,0,1,1,1,1,1,0,0,1,1,3,3,1,1,1,1,4,4,3,2,6,5
9 - Χαλκιδικής,210 E.T. Δήμου Σιθωνίας,463,268,5,3,8,260,126,7,11,89,1,13,56,0,1,51,2,0,19,2,4,5,6,0,9,2,0,1,3,1,14,3,3,2,0,3,5,0,0,0,0,4,1,1,0,2,1,0,0,2,1,1,0,1,1,2,0,0,2,5,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,8,6
9 - Χαλκιδικής,211 E.T. Δήμου Σιθωνίας,469,269,7,0,7,262,123,3,12,86,3,15,64,1,1,57,0,1,20,1,1,7,6,5,18,1,1,1,10,2,9,4,3,0,0,0,3,1,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,2,1,1,1,0,0,8,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,4,4
9 - Χαλκιδικής,212 E.T. Δήμου Σιθωνίας,449,264,6,2,8,256,94,10,10,65,2,4,73,2,0,66,1,2,22,0,4,3,6,7,7,0,0,2,4,0,15,4,3,3,1,2,5,1,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2,2,0,0,0,0,7,1,3,2,0,0,0,0,3,0,1,2,0,0,0,0,5,1,1,3,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,2,0,2,1,11,8
9 - Χαλκιδικής,213 E.T. Δήμου Σιθωνίας,384,237,7,0,7,230,84,9,27,20,5,16,27,2,2,19,0,2,34,3,0,2,23,2,30,2,1,0,25,0,9,0,3,4,0,1,4,1,2,1,0,0,8,1,6,1,1,0,0,1,0,0,0,2,2,1,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,2,0,1,0,2,2,1,1,2,1,1,1,3,2,0,0,9,7
9 - Χαλκιδικής,214 E.T. Δήμου Σιθωνίας,389,265,5,0,5,260,128,13,45,32,6,29,38,1,0,24,1,8,31,2,1,3,20,0,21,2,0,0,18,1,9,2,1,1,0,2,1,1,0,0,0,0,3,1,2,0,0,0,0,2,1,0,0,0,0,2,1,1,0,15,4,6,2,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4
9 - Χαλκιδικής,215 E.T. Δήμου Σιθωνίας,387,249,5,0,5,244,110,17,38,25,7,18,25,1,0,16,1,3,39,10,1,4,21,0,27,0,0,0,26,1,11,4,2,3,0,0,3,0,0,1,0,2,5,1,4,0,0,0,0,1,0,0,0,0,0,3,0,1,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,2,2,3,3,1,1,2,1,0,0,1,1
9 - Χαλκιδικής,Ετερ. Χαλκιδικής (από 42ο Ε.Τ. Νομ. Θεσσαλονικης),396,264,9,4,13,251,103,13,16,17,20,13,61,11,7,25,3,3,17,4,8,1,1,0,19,3,2,4,4,2,15,6,2,2,1,2,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,10,9
9 - Χαλκιδικής,Ετερ. Χαλκιδικής (από Εφετείο Θεσσαλονίκης),43,34,0,0,0,34,18,1,1,1,7,2,8,0,0,5,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9 - Χαλκιδικής,Ε.Τ.  ΑΓΡΟΤΙΚΟΥ ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ ΚΑΣΣΑΝΔΡΑΣ,65,63,14,0,14,49,5,0,0,0,1,0,37,7,5,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9 - Χαλκιδικής,Ετερ. Χαλκιδικής (από 165ο Ε.Τ. Νομ. Αττικης-Αθηνών),241,163,0,0,0,163,64,16,9,3,10,17,53,3,9,23,2,2,10,1,1,0,2,2,18,2,0,4,1,1,2,0,1,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
Σύνολο,,103713,66600,1405,374,1779,64821,25878,6478,5567,1471,3747,6392,9895,1350,1367,3806,712,1203,9106,807,808,549,5605,623,2975,706,337,450,214,417,4402,1684,466,917,98,327,1755,301,197,222,265,260,678,113,471,166,86,25,12,261,98,66,9,407,269,718,232,74,250,3495,593,1856,418,0,0,69,45,178,60,70,19,19,10,54,29,289,59,41,146,301,71,67,45,156,99,439,156,62,96,105,72,382,262,379,252,139,88,415,237,228,143,1907,1215
